V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apples,Q2.4_blueberries,Q2.4_feijoas,Q2.4_rambutan,Q2.4_loquat,Q2.4_peaches,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q3.8,Q3.8_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_iron,Q7.1_vitC,Q7.1_potassium,Q7.1_calcium,Q7.1_vitD,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.8_TEXT,Q11.9,Q11.10_1,Q11.10_2,Q11.10_3,Q11.10_4,Q11.10_5,Q11.10_6,Q11.10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy
R_9mY0jERCQP00UAZ,Default Response Set,Anonymous,,,107.137.226.240,0,5/3/16 16:27,5/3/16 16:38,1,200872,2,,1,,,,,,,,,,1,7,1,2,4,2,4,5,5,5,3,9,,6,7,2,3,4,1,2,3,7,6,1,3,3,6,7,7,4,2,3,4,6,6,5,3,4,5,3,4,5,3,5,2,7,7,4,4,1,4,4,1,,4,,7,1,,,,,,,,,,,,,,3,3,3,3,1,3,3,3,1,3,7,7,7,7,7,7,4,4,4,4,4,4,1,7,1,1,,10,47,4,,2,1,,,,,,,30.334198,-81.58229828,-1
R_4VnuEoQNlhW4Qex,Default Response Set,Anonymous,,,208.54.80.192,0,5/3/16 16:32,5/3/16 16:41,1,200877,2,,1,,,,,,,,,,1,6,1,1,1,2,1,5,5,5,3,9,,7,7,3,2,7,1,4,3,4,7,7,7,3,5,5,6,6,6,3,7,6,6,5,2,6,7,2,2,7,7,7,2,7,7,5,2,2,7,7,1,,1,,,,,,2,1,,,,,,,,,,1,2,2,1,1,1,2,2,1,2,4,4,4,4,4,4,2,2,2,2,2,2,2,1,4,1,,14,34,4,,2,1,,,,,,,41.90499878,-87.8640976,-1
R_abBRjAhI0LeKPWd,Default Response Set,Anonymous,,,67.140.214.46,0,5/3/16 16:15,5/3/16 16:41,1,200853,2,,1,,,,,,,,1,,,5,2,2,3,1,2,5,5,5,1,9,,4,6,6,2,7,7,1,6,6,6,6,6,7,7,7,7,7,7,2,7,6,6,7,6,6,7,4,4,6,5,6,2,6,4,1,2,4,6,4,1,,1,,,,,,,,2,2,2,2,2,3,1,,,2,1,2,1,1,1,1,1,2,5,,,,,,,1,1,1,1,1,1,2,3,5,4,3,11,28,2,,2,1,,,,,,,34.21980286,-83.49269867,-1
R_8ieQXQ4iXLM5dDn,Default Response Set,Anonymous,,,69.145.137.185,0,5/3/16 12:43,5/3/16 16:41,1,200528,1,1,1,,,,,,,,,,1,3,1,1,1,1,1,5,5,5,1,9,,3,3,5,1,7,5,2,4,5,5,4,5,3,5,5,6,5,6,3,5,3,3,6,3,3,5,1,5,6,4,5,2,4,4,6,1,4,6,5,1,,1,,,,3,1,,,,,,,,,,,,2,2,2,2,2,1,2,1,2,5,,,,,,,1,1,1,1,2,1,2,3,4,3,2,27,8,4,,2,1,,,,,,,45.87049866,-108.4742966,-1
R_6Ps3O2oYuqzQUbr,Default Response Set,Anonymous,,,174.22.178.195,0,5/3/16 15:24,5/3/16 16:44,1,200793,2,,1,,,,,,,,,,1,8,3,1,5,1,3,5,5,5,4,9,,5,5,4,4,5,5,2,4,4,4,4,7,4,5,5,6,6,6,3,7,4,4,4,4,2,6,5,5,3,3,6,2,4,5,4,2,5,6,6,1,,2,,,,,,,,1,1,1,1,1,3,1,,,2,1,2,1,2,2,1,2,2,4,3,4,3,3,4,4,2,2,2,3,4,3,2,5,1,1,,6,55,2,,2,1,,,,,,,38.74659729,-104.7102966,-1
R_2lDICS2NnjuXLIF,Default Response Set,Anonymous,,,172.112.96.32,0,5/3/16 16:39,5/3/16 16:48,1,200883,2,,1,,,,,,,,,,1,8,4,1,4,4,4,5,5,5,4,9,,2,3,3,5,1,4,3,4,3,4,6,1,4,2,4,3,7,6,6,2,2,4,2,4,2,4,7,6,5,1,4,2,3,6,2,2,7,7,2,1,,1,,,,,,,,,,,,,,,5,1,3,3,3,1,1,3,3,3,1,5,,,,,,,1,1,2,1,2,4,2,5,1,1,,5,52,2,,2,,1,,,,,,34.00669861,-118.3455048,-1
R_bDFau2i3okhWjwF,Default Response Set,Anonymous,,,173.89.47.152,0,5/3/16 16:46,5/3/16 16:53,1,200886,2,,1,,,,,,,,,,1,7,2,1,1,1,3,5,5,5,3,9,,4,5,3,3,6,4,3,3,6,5,3,4,3,5,5,5,6,4,2,6,6,5,5,3,4,5,2,5,5,2,5,2,6,6,3,2,2,5,5,7,woodmans,2,,,,5,1,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,3,4,4,5,5,4,2,1,5,4,2,51,41,3,,2,1,,,,,,,42.95129395,-87.94329834,-1
R_3w6mp2A70bxsfAN,Default Response Set,Anonymous,,,99.102.104.204,0,5/3/16 16:41,5/3/16 16:53,1,200884,2,,1,,,,,1,,,,,,8,2,1,2,3,3,5,4,5,3,9,,6,7,2,2,6,1,1,4,5,7,2,4,2,6,6,7,6,5,2,6,6,6,5,2,3,7,2,5,7,1,5,2,5,7,5,2,2,6,5,3,,2,,,,,,2,1,,,,,,,,,,2,2,2,1,1,2,2,1,1,3,5,3,4,5,5,5,3,3,4,3,3,2,1,1,5,2,1,14,60,3,,2,1,,,,,,,42.1197052,-87.84449768,-1
R_9ADtZKrTiF3f63b,Default Response Set,Anonymous,,,198.174.110.146,0,5/3/16 16:49,5/3/16 16:55,1,200887,2,,1,,,,,,,,,,1,6,4,1,2,1,2,5,5,5,4,9,,6,3,5,5,5,7,5,5,6,3,5,2,5,2,3,3,7,3,5,3,3,5,4,6,3,5,4,5,4,1,2,2,3,6,4,3,5,5,2,1,,1,,,,,,,,3,2,1,1,2,2,1,,,3,3,3,3,3,3,3,3,3,3,3,2,5,2,3,3,5,4,4,4,2,2,1,1,6,2,1,24,36,4,,2,1,,,,,,,45.01589966,-93.47190094,-1
R_ezL93uSjLN3mYol,Default Response Set,Anonymous,,,98.111.97.193,0,5/3/16 16:50,5/3/16 16:58,1,200889,2,,1,,,,,,,,,,1,8,1,1,2,2,4,5,5,5,3,9,,6,7,1,4,5,1,3,2,6,4,3,2,3,4,4,4,7,5,3,4,5,6,6,3,3,4,3,3,4,4,5,2,6,7,3,2,3,5,5,1,,2,,6,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,3,6,5,5,5,5,6,1,1,2,1,2,1,1,5,3,3,1,39,53,3,,2,1,,,,,,,39.96260071,-76.72769928,-1
R_73bA8mN8Bhw5NnD,Default Response Set,Anonymous,,,98.191.132.166,0,5/3/16 16:56,5/3/16 17:02,1,200895,2,,1,1,1,,,,,,,,,2,3,1,1,1,2,5,5,5,3,9,,5,7,4,1,5,1,1,1,5,7,3,5,1,7,7,7,7,5,1,5,7,7,3,2,4,7,3,7,7,3,7,2,6,7,2,2,1,5,6,1,,4,,5,1,,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,4,5,2,4,6,6,6,2,2,3,3,3,2,2,2,6,4,1,17,4,2,,2,1,,,,,,,37.66830444,-97.27729797,-1
R_bDhRBmZugJI2Ijr,Default Response Set,Anonymous,,,73.224.237.253,0,5/3/16 15:27,5/3/16 17:03,1,200799,2,,1,,,,,,,,,,1,8,2,2,2,2,2,5,5,5,2,9,,6,7,6,5,7,1,6,5,6,7,7,6,5,4,6,7,6,7,6,5,6,6,7,7,7,7,6,7,4,6,5,2,6,7,7,6,7,5,6,1,,4,,2,1,,,,,,,,,,,,,,2,1,2,1,1,2,1,2,2,5,,,,,,,1,1,1,2,1,4,1,1,3,2,1,10,27,2,,2,1,,,,,,,30.26559448,-81.77799988,-1
R_03qCsKfn1LaPTb7,Default Response Set,Anonymous,,,184.14.134.176,0,5/3/16 16:55,5/3/16 17:03,1,200894,2,,1,,,,,,,,,,1,6,3,2,3,3,3,5,5,5,4,9,,4,5,4,2,4,4,2,1,4,7,4,3,2,7,6,7,7,3,1,5,4,4,5,2,5,7,5,5,7,1,7,2,4,5,3,6,4,4,2,1,,2,,,,4,1,,,,,,,,,,,,2,2,2,2,3,1,1,1,1,5,,,,,,,4,5,6,6,6,3,1,1,3,2,1,50,38,2,,2,1,,,,,,,39.48410034,-80.06009674,-1
R_2uwmM9J7y7NaLR3,Default Response Set,Anonymous,,,71.59.138.0,0,5/3/16 16:59,5/3/16 17:03,1,200899,2,,1,,,,,,,,,,1,6,4,1,4,1,4,5,5,5,4,9,,6,6,2,2,6,2,2,3,5,6,2,4,4,4,6,6,6,4,2,6,3,5,6,2,5,6,6,5,6,7,6,2,6,6,5,2,3,4,4,1,,1,,,,,,6,1,,,,,,,,,,3,3,3,1,1,3,3,3,1,5,,,,,,,5,4,4,4,4,4,2,3,3,2,1,38,34,3,,2,1,,,,,,,45.52220154,-122.8592987,-1
R_aggRbxgfaQGRVgV,Default Response Set,Anonymous,,,73.224.10.100,0,5/3/16 16:39,5/3/16 17:06,1,200882,2,,1,,,,,,,,,,1,8,3,1,2,1,1,5,5,5,1,9,,5,6,3,3,6,2,2,4,3,7,2,4,5,5,6,7,6,5,4,6,7,5,6,4,3,6,3,2,7,2,6,2,6,7,5,3,3,6,6,1,,1,,,,,,,,,,,,,,,6,1,3,3,3,1,1,3,2,1,1,2,4,5,5,4,4,4,3,4,4,4,3,3,1,5,1,2,1,10,52,3,,2,1,,,,,,,29.64860535,-81.63760376,-1
R_9BQZm2Fy1D8Yyot,Default Response Set,Anonymous,,,98.121.68.147,0,5/3/16 16:57,5/3/16 17:07,1,200896,2,,1,,,,,,,,,,1,8,3,2,2,1,3,5,5,5,4,9,,5,6,4,2,3,3,2,2,3,6,3,6,2,6,6,7,7,5,2,2,5,5,2,2,3,6,3,4,7,2,6,2,5,6,2,4,3,4,3,1,,1,,,,,,,,2,3,3,3,3,2,1,,,2,3,3,1,1,3,3,1,1,5,,,,,,,4,4,4,4,5,5,2,5,1,1,,34,51,3,,2,1,,,,,,,36.12069702,-79.89459991,-1
R_cNLDtgc2fMExhFb,Default Response Set,Anonymous,,,24.111.248.186,0,5/3/16 16:57,5/3/16 17:08,1,200897,,,1,,,,,,,,,,1,8,2,2,3,2,3,5,5,5,5,9,,3,3,3,4,7,3,5,3,3,4,6,4,3,5,5,5,3,3,3,6,4,5,4,5,2,4,5,6,5,4,5,2,4,5,2,2,6,6,6,3,,2,,,,,,2,1,,,,,,,,,,2,3,2,1,1,2,1,1,1,5,,,,,,,2,2,3,2,3,3,1,1,4,2,1,43,54,4,,2,1,,,,,,,43.59539795,-96.7016983,-1
R_3C4MogvG4F1ZFfD,Default Response Set,Anonymous,,,99.27.227.20,0,5/3/16 17:07,5/3/16 17:14,1,200906,2,,1,,,,,,,,,,1,5,4,5,3,4,4,5,5,5,5,9,,4,7,1,1,1,1,1,2,6,7,1,2,2,7,7,7,6,3,1,2,6,6,4,1,3,7,1,4,7,1,7,2,6,7,2,2,1,5,3,3,,1,,,,3,1,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,2,7,5,6,6,5,5,4,3,4,3,3,4,1,1,2,1,,26,29,2,,2,1,,,,,,,38.61430359,-90.44439697,-1
R_3DwZEKc7Wu9iYy9,Default Response Set,Anonymous,,,72.25.55.177,0,5/3/16 17:14,5/3/16 17:22,1,200913,2,,1,,,,,,,,,,1,7,3,1,1,2,3,5,5,5,3,9,,7,7,1,1,5,1,1,1,7,7,1,4,1,7,7,7,7,5,1,5,7,7,7,1,5,7,1,1,7,1,7,2,7,7,1,2,1,6,5,1,,2,,,,,,,,,,,,,,,7,1,3,3,3,1,1,1,2,3,1,3,7,7,7,7,6,7,2,2,2,2,2,2,1,5,1,1,,39,42,2,,2,1,,,,,,,40.17500305,-76.30780029,-1
R_8obOOOnMzUbYVJr,Default Response Set,Anonymous,,,64.184.60.30,0,5/3/16 17:11,5/3/16 17:22,1,200908,2,,1,,1,,,,,,,,,5,1,1,1,1,2,5,5,5,2,9,,5,7,7,7,4,6,4,3,7,7,7,6,4,6,7,6,3,5,4,7,7,6,6,6,4,7,7,1,4,5,7,2,7,4,7,1,1,2,4,3,,1,,,,,,,,,,,,,,,4,1,2,2,2,1,2,1,2,1,2,5,,,,,,,7,7,7,1,3,3,2,4,1,6,5,15,25,3,,1,1,,,,,,,40.55839539,-85.65910339,-1
R_cxdAGsoAzjtkpTL,Default Response Set,Anonymous,,,72.205.3.48,0,5/3/16 17:13,5/3/16 17:23,1,200911,2,,1,,,,,,,,,,1,6,1,1,2,1,2,5,5,5,2,9,,6,7,4,5,6,2,3,4,6,5,6,5,5,6,6,6,7,7,5,6,6,7,7,6,5,6,2,6,6,6,6,2,7,7,3,2,4,7,5,3,,4,,,,,,,,2,2,2,1,1,4,1,,,3,3,3,1,3,3,2,3,1,5,,,,,,,3,1,2,2,2,2,2,2,3,3,2,48,40,2,,2,1,,,,,,,38.2980957,-77.48259735,-1
R_78xx1cUiUMbxned,Default Response Set,Anonymous,,,72.177.154.252,0,5/3/16 17:13,5/3/16 17:24,1,200912,2,,1,,,,,,,,,,1,8,3,2,2,2,3,5,5,5,2,9,,5,5,5,4,4,3,4,4,5,4,4,3,4,4,4,4,5,5,4,3,5,3,5,3,3,4,4,5,5,3,4,2,5,5,5,3,4,5,5,1,,1,,,,,,3,1,,,,,,,,,,2,1,2,1,2,1,1,1,1,5,,,,,,,3,3,3,3,4,3,2,5,1,2,1,45,58,2,,2,1,,,,,,,29.46159363,-98.57350159,-1
R_4MIcXMR2FXFsZ81,Default Response Set,Anonymous,,,71.96.69.178,0,5/3/16 17:20,5/3/16 17:27,1,200916,2,,1,,,,,,,,,,1,8,4,1,4,4,4,5,5,5,4,9,,1,2,7,5,1,7,3,4,1,4,6,1,4,1,2,1,1,1,,,1,7,7,5,7,1,7,7,1,1,1,2,1,7,2,7,7,1,1,1,,4,,,,1,1,,,,,,,,,,,,2,1,3,2,1,2,1,1,1,5,,,,,,,4,4,4,4,4,4,2,1,3,2,1,45,55,2,,2,1,,,,,,,33.59599304,-96.54540253,-1
R_b2soNQd4EN5bC05,Default Response Set,Anonymous,,,209.181.99.225,0,5/3/16 17:23,5/3/16 17:36,1,200919,2,,1,,,,,,,,,1,,8,2,1,2,2,2,2,5,5,4,9,,3,5,4,4,6,4,3,4,3,5,4,4,4,4,4,4,5,5,3,6,4,4,5,3,4,4,4,5,4,3,5,2,4,5,3,5,5,5,4,2,,4,,,,,,4,1,,,,,,,,,,3,3,3,1,1,3,3,3,1,4,4,3,4,4,4,4,4,3,3,3,3,3,2,5,2,2,1,3,55,3,,2,1,,,,,,,33.7203064,-112.6548996,-1
R_bD7HidaqdLOA3Jz,Default Response Set,Anonymous,,,66.19.94.225,0,5/3/16 16:39,5/3/16 17:38,1,200881,2,,1,,,,,1,,,,,,8,1,1,3,2,3,5,5,5,3,9,,5,4,4,4,3,4,4,4,6,5,4,3,4,4,4,5,4,5,4,3,4,3,5,4,3,4,5,5,5,3,4,2,3,5,5,2,4,5,5,1,,1,,4,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,3,4,3,3,4,4,4,2,2,3,3,3,3,2,2,4,2,1,39,52,5,,2,1,,,,,,,40.0901947,-75.39369965,-1
R_bJibSXhuJem6YQZ,Default Response Set,Anonymous,,,108.3.221.102,0,5/3/16 17:29,5/3/16 17:39,1,200924,2,,1,,,,,,,,,,1,7,1,1,2,1,3,5,5,5,3,9,,5,6,2,5,7,3,2,2,2,5,2,7,4,5,5,5,7,5,2,7,6,7,7,2,2,6,2,5,5,4,4,2,2,7,5,2,5,6,7,1,,1,,2,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,2,2,1,3,3,2,2,2,3,5,5,5,3,1,1,7,5,3,21,45,5,,2,1,,,,,,,39.38169861,-76.72650146,-1
R_eJvMEuGh8QtX1D7,Default Response Set,Anonymous,,,172.56.38.65,0,5/3/16 17:28,5/3/16 17:39,1,200921,2,,1,,,,,,,,,,1,4,3,2,1,2,3,5,5,5,3,9,,4,7,5,4,7,4,3,4,4,4,2,6,2,5,4,4,7,5,4,6,6,5,5,4,2,3,4,7,5,7,3,2,5,6,4,1,6,6,5,1,,1,,,,,,,,2,2,2,2,2,3,1,,,2,2,2,2,1,2,2,1,1,1,7,7,7,7,7,7,4,2,2,4,4,4,2,4,3,4,3,5,18,3,,2,1,,,,,,,37.99119568,-121.8097992,-1
R_cT4IhTvKEzyIawJ,Default Response Set,Anonymous,,,107.196.184.54,0,5/3/16 17:33,5/3/16 17:41,1,200928,1,1,1,,,,,,,,,,1,8,1,1,2,1,2,5,5,5,4,9,,4,7,7,7,7,4,5,5,5,7,5,5,6,6,6,6,6,6,1,7,7,7,7,7,7,7,7,7,7,7,4,2,7,7,7,7,7,4,7,3,,1,,,,4,1,,,,,,,,,,,,2,1,2,2,1,1,1,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,5,2,2,1,14,56,4,,2,,1,,,,,,41.93730164,-87.65509796,-1
R_2nM2s9z2xAhkPPv,Default Response Set,Anonymous,,,71.177.13.120,0,5/3/16 17:35,5/3/16 17:49,1,200933,2,,1,,,,,,,,,,1,6,2,1,3,4,4,5,5,4,3,9,,7,7,1,1,2,1,1,1,7,7,7,1,1,7,7,7,7,6,1,5,7,7,6,1,6,7,1,7,7,1,7,2,7,7,1,4,4,4,4,1,,1,,7,1,,,,,,,,,,,,,,3,3,3,1,3,3,3,3,3,4,7,7,7,7,7,7,4,2,6,6,6,6,2,3,1,2,1,5,40,2,,2,1,,,1,,,,34.66470337,-117.5121002,-1
R_82PyezzLgiPNvRX,Default Response Set,Anonymous,,,73.197.134.21,0,5/3/16 17:39,5/3/16 17:50,1,200936,2,,1,,,,,,,,,,1,5,3,1,2,3,5,5,5,5,4,9,,4,7,2,3,6,2,3,4,6,5,4,4,4,4,6,4,7,6,,6,,6,6,4,2,5,3,6,4,,5,2,,,,,,,,1,,5,Td,,,,,,,,,,,,,,6,1,3,3,3,3,3,3,3,3,3,5,,,,,,,3,3,4,4,4,4,2,3,6,6,2,31,29,2,,2,1,,,,,,,39.77960205,-75.05049896,-1
R_bOCXOG7kjTxxrWl,Default Response Set,Anonymous,,,67.5.184.149,0,5/3/16 17:41,5/3/16 17:51,1,200938,2,,1,,,,,,,,,,1,8,2,1,2,1,3,5,5,5,3,9,,4,6,3,3,4,3,2,2,4,6,4,4,4,4,5,6,6,4,2,5,4,5,5,2,4,4,2,5,3,3,5,2,5,6,3,2,4,4,5,1,,2,,,,,,3,1,,,,,,,,,,2,3,3,3,3,3,3,1,3,3,5,4,5,5,5,5,4,4,4,5,5,4,2,5,6,2,1,38,72,4,,2,1,,,,,,,45.52949524,-122.6432037,-1
R_eeos4UDzsB68ayh,Default Response Set,Anonymous,,,69.122.118.54,0,5/3/16 17:45,5/3/16 17:54,1,200940,2,,1,,,,,,,,,,1,7,1,1,1,1,3,5,5,5,3,9,,5,4,3,5,6,6,4,4,6,5,3,3,4,4,3,5,6,4,4,5,5,5,6,4,3,3,5,4,3,1,3,2,4,6,3,3,5,4,4,1,,1,,,,2,1,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,4,4,6,4,4,4,5,5,4,4,4,4,2,3,8,3,1,33,41,3,,2,1,,,,,,,40.70010376,-73.6753006,-1
R_8omJVsNH9nhzb5X,Default Response Set,Anonymous,,,98.127.218.116,0,5/3/16 17:48,5/3/16 17:55,1,200943,2,,1,,,1,,,,,,,,6,1,1,3,2,2,5,5,5,3,9,,5,7,5,1,6,1,1,1,6,7,1,3,2,7,7,7,7,2,1,6,6,6,5,1,5,7,4,1,7,3,7,2,7,7,1,1,5,5,5,1,,2,,,,,,,,1,1,1,1,1,5,1,,,3,3,3,1,1,3,3,3,1,5,,,,,,,4,4,7,4,7,5,2,1,1,3,1,6,38,4,,2,1,,,,,,,38.40649414,-107.8901978,-1
R_7TztqTZfQ0Geydn,Default Response Set,Anonymous,,,100.13.118.189,0,5/3/16 17:55,5/3/16 18:02,1,200945,2,,1,,,,,,,,,,1,8,2,2,2,1,3,5,5,5,3,9,,6,7,6,1,3,1,7,1,2,7,1,4,1,7,7,7,7,4,1,5,6,7,5,1,4,7,4,1,7,1,7,2,6,7,1,2,4,5,5,1,,1,,,,,,,,,,,,,,,7,1,3,3,3,1,1,3,2,3,1,1,7,6,7,7,7,7,2,2,2,4,3,3,2,5,2,1,,10,57,4,,2,1,,,,,,,27.04069519,-82.35250092,-1
R_ewCde7SjIw6Yo8B,Default Response Set,Anonymous,,,192.104.123.172,0,5/3/16 18:00,5/3/16 18:06,1,200954,2,,1,1,,,,,,,,,,5,3,2,3,3,4,5,5,5,4,9,,2,4,3,5,5,7,3,6,6,4,5,5,5,4,6,5,6,5,4,6,6,7,6,5,5,5,3,7,5,5,4,2,2,6,3,2,4,5,4,1,,2,,2,1,,,,,,,,,,,,,,2,2,1,1,1,2,1,2,1,2,1,2,2,1,1,2,2,3,2,1,1,1,2,6,3,3,2,14,23,3,,2,1,,,,,,,39.42999268,-88.61070251,-1
R_bkIDf2ReUOcg8OV,Default Response Set,Anonymous,,,208.127.114.85,0,5/3/16 17:57,5/3/16 18:06,1,200949,2,,1,,,,,,,,,,1,8,3,1,1,2,2,5,5,5,3,9,,4,1,2,4,2,7,1,2,2,7,5,1,2,6,6,7,4,5,1,4,3,5,6,1,2,7,5,6,7,2,7,2,2,6,4,3,4,5,5,7,costco,4,,,,,,2,1,,,,,,,,,,2,3,2,2,1,3,3,1,1,3,5,6,6,7,6,7,4,4,4,4,5,2,1,5,2,2,1,5,58,5,,2,1,,,,,,,33.9329071,-117.490799,-1
R_8qN7Vfzly0jwC2N,Default Response Set,Anonymous,,,172.251.192.60,0,5/3/16 18:05,5/3/16 18:15,1,200957,2,,1,,,,,,,,,,1,8,4,1,2,2,5,5,5,5,5,9,,4,5,5,3,5,4,3,3,3,5,5,4,3,5,5,5,5,1,3,5,5,5,7,3,6,5,4,6,5,3,5,2,4,5,4,7,3,2,1,7,WALMART,2,,,,,,,,2,2,2,2,2,3,1,,,2,2,2,2,2,1,1,2,2,5,,,,,,,2,2,2,2,5,4,2,5,3,2,1,5,60,2,,2,1,,,,,,,33.73609924,-117.0583038,-1
R_51n6hY6NOxUj7vf,Default Response Set,Anonymous,,,173.19.123.1,0,5/3/16 17:45,5/3/16 18:15,1,200941,2,,1,,,,,,,,,,1,8,3,2,2,2,4,5,5,5,2,9,,4,6,3,4,7,3,,,4,5,,5,3,6,6,5,6,3,3,6,5,5,5,3,4,5,3,4,5,4,5,2,5,5,4,3,5,5,5,1,,1,,,,,,,,,,,,,,,5,1,3,3,3,1,1,3,3,3,1,3,5,5,5,5,5,5,3,3,3,4,3,4,1,5,3,2,,16,52,2,,2,1,,,,,,,41.00970459,-95.22550201,-1
R_0e83kd3lobJUAUB,Default Response Set,Anonymous,,,199.66.168.83,0,5/3/16 18:09,5/3/16 18:17,1,200961,2,,1,1,,,,,,,,,,8,1,1,2,3,3,5,5,5,3,9,,4,4,3,3,4,5,2,3,4,6,4,3,2,6,6,6,4,4,2,4,4,4,5,2,4,6,3,4,6,2,6,2,4,4,4,4,4,4,4,1,,4,,,,4,1,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,3,4,4,4,4,4,4,3,4,4,4,3,4,2,2,4,2,1,3,55,2,,2,1,,,,,,,32.87950134,-111.7574005,-1
R_e5tL6CsjeQ5dIKV,Default Response Set,Anonymous,,,23.28.139.248,0,5/3/16 18:11,5/3/16 18:19,1,200962,2,,1,,,,,,,,,,1,6,4,4,2,4,4,5,4,5,4,9,,6,6,6,3,6,6,3,2,5,5,5,5,3,5,5,3,5,3,2,6,6,7,7,4,6,6,6,7,6,1,6,2,6,7,6,2,5,5,5,1,,2,,5,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,2,1,3,3,3,3,2,5,1,1,,36,39,2,,2,1,,,,,,,41.39909363,-81.60739899,-1
R_8lie9rbmLAPUZwh,Default Response Set,Anonymous,,,24.74.64.169,0,5/3/16 17:55,5/3/16 18:21,1,200946,2,,1,,,,,,,,,,1,4,2,1,4,1,4,5,5,5,4,9,,3,3,1,4,6,5,3,5,3,5,4,6,5,4,3,5,6,4,3,6,5,5,6,4,5,5,3,6,5,5,4,2,3,7,3,2,6,5,4,1,,1,,,,,,,,,,,,,,,4,1,2,1,3,3,1,3,3,1,1,5,,,,,,,1,1,1,1,1,1,2,3,3,4,3,34,16,4,,2,1,,,,,,,35.06910706,-80.53019714,-1
R_4Iq4Fn2aVV6FD2B,Default Response Set,Anonymous,,,73.253.112.64,0,5/3/16 18:14,5/3/16 18:21,1,200968,2,,1,,,,,,,,,,1,6,3,1,1,1,2,5,5,5,3,9,,5,6,1,4,5,3,4,4,5,4,3,3,4,4,4,4,7,3,4,5,2,6,5,4,3,4,1,5,4,3,4,2,5,6,5,3,1,4,4,1,,3,,,,,,,,2,2,2,2,2,5,1,,,3,3,3,1,1,3,3,3,1,4,4,3,4,4,4,4,3,3,3,3,3,4,2,6,1,1,,22,37,5,,2,1,,1,,,,,42.45860291,-71.35970306,-1
R_9QPkwdOIlXWuD1b,Default Response Set,Anonymous,,,50.180.142.229,0,5/3/16 18:07,5/3/16 18:22,1,200960,2,,1,,,,,,,,,,1,5,2,1,1,2,2,5,5,5,2,9,,6,6,6,5,6,6,4,6,6,4,6,6,5,5,6,5,7,6,4,5,5,6,5,6,1,6,4,5,6,5,6,2,4,5,4,1,4,6,6,1,,1,,,,,,,,1,1,1,1,1,4,1,,,3,3,3,1,1,3,2,3,1,5,,,,,,,2,2,2,2,2,2,1,1,6,3,2,11,30,4,,2,1,,,,,,,34.14830017,-84.14040375,-1
R_cSZ7mruYVfcyLzL,Default Response Set,Anonymous,,,98.181.17.162,0,5/3/16 18:17,5/3/16 18:23,1,200972,2,,1,,,,,,,,,,1,8,3,2,4,3,3,5,5,5,3,9,,6,6,4,4,3,1,2,2,5,5,4,1,3,4,5,6,4,5,4,5,5,5,3,3,2,5,5,4,6,1,5,2,6,6,4,3,4,5,3,1,,1,,,,,,2,1,,,,,,,,,,2,1,3,2,3,3,3,3,1,3,4,4,4,4,4,4,3,3,3,3,3,3,2,5,5,1,,19,55,4,,2,1,,,,,,,30.37930298,-90.9713974,-1
