V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apple,Q2_4_5,Q2_4_loquat,Q2_4_rambutan,Q2_4_mangosteen,Q2_4_peach,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_1,Q7_1_2,Q7_1_3,Q7_1_4,Q7_1_5,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q10_2_1,Q10_2_2,Q10_2_3,Q10_2_4,Q10_2_5,Q10_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seeds,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_8f6emsL5OOVdVUp,Default Response Set,Anonymous,,,94.216.176.77,0,03MAY16:12:48:00,03MAY16:12:55:00,1,400681,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,3,2,3,5,5,5,3,4,,7,7,3,4,7,5,4,4,6,5,5,5,4,5,7,5,7,5,4,6,7,7,7,4,2,5,4,4,5,7,4,2,7,7,4,2,4,6,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,2,1,1,1,2,1,1,4,7,7,7,7,7,7,3,3,3,3,3,3,2,2,3,2,1,39,5,48.417099,9.963500977,-1,4,4,4,4,4,4,60,6,6,28,84,32,-5.45018,-0.103535,-3.6955,0.810334,-0.034615745,-1.235548215,0.270925917,-0.011573379,0,0,0,0,1
R_20kDc8zPrLe6pFj,Default Response Set,Anonymous,,,91.97.213.105,0,03MAY16:12:52:00,03MAY16:12:57:00,1,400710,2,0,1,,0,0,0,0,,,0,0,1,4,1,1,1,1,1,5,5,5,1,4,,4,6,3,2,6,5,2,4,5,7,4,3,5,6,7,6,3,6,3,6,6,4,6,7,6,7,4,4,7,4,7,2,3,2,6,2,6,2,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,5,1,2,3,2,1,1,1,2,1,1,5,0,0,0,0,0,0,2,4,3,3,4,4,2,1,4,5,3,17,4,52.88330078,7.300003052,-1,6,6,4,3,5,1,72,6,2,17,65,25,-4.54467,0.719203,-2.54635,0.5591,0.240457308,-0.851343038,0.186928699,0.080394155,0,0,0,0,1
R_6QLsnKi6LEVWlDL,Default Response Set,Anonymous,,,95.91.223.126,0,03MAY16:12:48:00,03MAY16:12:57:00,1,400684,2,0,1,,0,0,0,0,,,0,0,1,3,3,3,1,3,2,5,5,5,3,4,,6,6,5,3,3,4,2,5,4,5,5,4,4,5,5,5,7,5,3,5,5,5,4,4,3,5,7,3,5,4,5,2,6,7,7,4,3,5,3,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,1,1,2,1,2,2,5,0,0,0,0,0,0,3,3,3,3,5,5,2,2,2,1,0,9,2,50.43330383,7.566696167,-1,5,6,3,4,5,4,62,4,5,22,80,20,-1.89618,-0.149053,-1.25166,2.26298,-0.049834168,-0.418478225,0.756601515,-0.016661485,0,0,0,0,1
R_2rVQtS77lQw6Nj7,Default Response Set,Anonymous,,,95.90.231.224,0,03MAY16:12:11:00,03MAY16:12:57:00,1,400581,2,0,1,,0,0,0,0,,,0,0,1,3,2,1,3,1,3,5,5,5,3,4,,5,5,4,4,6,4,4,5,5,4,3,4,4,5,5,4,5,4,4,5,5,5,5,4,4,5,4,3,4,3,4,2,4,5,3,4,3,6,3,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,3,2,1,2,1,1,1,5,0,0,0,0,0,0,3,2,3,2,2,3,1,4,4,5,2,9,4,49.44999695,7.75,-1,4,4,3,4,4,4,54,4,4,21,63,23,-0.909277,-0.496224,-0.900565,0.63209,-0.165906827,-0.301093621,0.211332072,-0.055469052,0,0,0,0,1
R_77K9lu9IP4g1Uqh,Default Response Set,Anonymous,,,178.24.30.161,0,03MAY16:12:52:00,03MAY16:13:02:00,1,400711,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,3,2,3,5,5,5,4,4,,7,7,7,2,7,4,1,1,7,7,7,4,2,7,7,7,7,5,1,7,7,7,6,4,2,7,7,1,7,5,7,2,7,7,7,1,7,7,7,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,3,1,1,1,2,3,1,2,7,7,7,7,7,7,3,2,3,3,2,2,1,1,2,2,1,13,5,51.32539368,12.33410645,-1,6,7,7,6,7,4,86,7,6,32,96,29,-4.1735,-2.33921,-3.50359,0.0255545,-0.782088145,-1.171385298,0.008543855,-0.261482238,0,0,0,0,1
R_3E2wDbq8WQKEGWx,Default Response Set,Anonymous,,,188.104.143.2,0,03MAY16:12:56:00,03MAY16:13:02:00,1,400744,1,1,1,,0,0,0,0,,,0,0,1,4,3,2,3,1,3,5,5,5,3,4,,7,7,4,2,5,7,2,2,5,5,7,4,3,6,5,6,6,4,1,5,7,7,6,1,5,5,7,7,7,2,7,2,7,7,7,4,7,5,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,3,1,3,3,2,3,1,2,6,7,7,7,7,7,2,2,2,2,4,4,1,4,5,6,1,19,4,49.5480957,8.655899048,-1,6,6,6,5,7,7,78,4,3,21,99,22,-4.87392,-3.34878,-3.45724,-0.551335,-1.119626343,-1.155888705,-0.18433256,-0.374334279,0,0,0,0,1
R_afmgxoScJBRa9ff,Default Response Set,Anonymous,,,93.203.88.127,0,03MAY16:12:52:00,03MAY16:13:03:00,1,400705,2,0,1,,0,0,0,0,,,0,0,1,6,4,1,2,2,4,5,5,5,4,4,,7,6,4,5,7,6,2,4,7,5,6,6,3,6,6,6,7,6,2,5,6,6,6,3,2,6,7,2,5,4,5,2,7,6,6,2,5,6,6,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,3,2,1,3,1,1,1,5,0,0,0,0,0,0,2,2,2,2,3,3,1,5,2,1,0,35,2,49.78289795,9.936599731,-1,3,6,4,5,6,5,68,6,6,30,88,28,-2.62409,-0.150085,-0.833165,-0.0492396,-0.050179205,-0.278559201,-0.016462698,-0.016776844,0,0,0,0,1
R_56H9k9kJvIUnfff,Default Response Set,Anonymous,,,89.182.140.23,0,03MAY16:12:56:00,03MAY16:13:07:00,1,400740,2,0,1,,0,0,0,0,,,0,0,1,6,3,1,1,1,3,5,5,5,3,4,,5,6,2,6,6,6,2,2,5,6,6,6,4,5,6,6,5,6,2,5,5,6,5,6,3,6,5,2,6,5,5,2,6,6,6,2,3,5,6,4,,,,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,3,1,1,3,2,3,2,5,0,0,0,0,0,0,2,2,2,2,2,1,2,2,5,2,1,40,2,52.41670227,9.600006104,-1,2,6,6,4,6,2,66,6,5,28,74,27,-4.30062,-1.46707,-3.41834,-0.168399,-0.490498098,-1.142882935,-0.056302282,-0.163992436,0,0,0,0,1
R_414x4ikEbWYDilf,Default Response Set,Anonymous,,,80.108.42.246,0,03MAY16:12:56:00,03MAY16:13:07:00,1,800108,2,0,1,,0,0,0,0,,,0,0,1,7,2,1,1,1,1,4,5,5,2,2,,3,7,3,3,4,4,2,2,4,5,3,3,3,5,6,7,5,5,2,4,6,5,4,3,3,6,4,3,6,1,5,2,5,4,5,2,4,5,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,2,2,2,1,2,1,2,5,0,0,0,0,0,0,2,2,2,2,3,4,2,3,4,4,3,43,3,48.19810486,16.39480591,-1,5,6,6,5,6,5,73,6,5,26,65,16,-3.88124,4.10639,0.0148121,0.238542,1.372924593,0.004952256,0.079753793,0.459021656,0,0,0,0,1
R_08U8MLwihCFfrmt,Default Response Set,Anonymous,,,79.247.31.126,0,03MAY16:12:59:00,03MAY16:13:08:00,1,400769,2,0,1,,0,0,0,0,,,0,0,1,4,1,1,1,1,3,5,5,5,2,4,,4,5,5,3,7,3,1,3,1,4,3,6,2,4,4,4,6,5,3,7,4,4,7,4,2,7,5,2,7,1,7,2,1,5,5,1,3,5,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,2,1,1,2,1,1,1,4,4,4,4,4,4,4,3,3,3,3,3,3,1,1,6,3,2,18,5,48.085495,11.9750061,-1,5,7,5,6,5,4,69,7,6,27,56,28,-2.43067,-0.748452,-2.44217,1.66084,-0.250236377,-0.816511645,0.555282884,-0.083663675,0,0,0,0,1
R_9prRk4Ki45XnQON,Default Response Set,Anonymous,,,93.221.66.36,0,03MAY16:12:54:00,03MAY16:13:10:00,1,400723,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,1,2,1,5,5,5,4,4,,5,6,5,4,6,6,4,4,5,4,5,7,5,4,6,4,7,7,4,7,6,6,5,4,1,4,4,3,4,5,4,2,5,5,4,1,4,7,6,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,2,1,1,2,2,2,2,5,0,0,0,0,0,0,2,2,2,1,2,2,1,1,4,2,1,17,2,50.45649719,7.469299316,-1,4,4,4,3,4,4,53,7,7,34,76,30,-5.15595,0.531156,-1.39495,2.08932,0.177585942,-0.466385599,0.698540278,0.059373831,0,0,0,0,1
R_eWnRv7Lh3miPJfn,Default Response Set,Anonymous,,,79.224.217.55,0,03MAY16:12:59:00,03MAY16:13:11:00,1,400761,2,0,1,,0,0,0,0,,,0,0,1,7,2,1,2,1,3,5,5,4,3,4,,4,7,6,4,7,6,3,3,5,5,4,6,4,5,5,5,5,4,3,6,3,5,6,4,3,4,6,2,5,3,5,2,6,5,7,2,3,6,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,2,1,1,2,3,3,1,3,6,5,5,5,5,5,4,4,4,4,4,4,1,1,6,2,1,42,2,50.1000061,8.766693115,-1,4,5,5,4,5,4,61,6,5,25,74,28,-4.36239,-0.966918,-1.17295,0.628521,-0.323277989,-0.392162435,0.210138817,-0.108084303,0,0,0,0,1
R_4SzoP9XXZBssG3j,Default Response Set,Anonymous,,,178.190.233.2,0,03MAY16:13:02:00,03MAY16:13:14:00,1,800112,2,0,1,,0,0,0,0,,,0,0,1,7,3,1,3,3,2,5,5,5,3,2,,1,7,7,1,1,7,1,1,7,7,7,4,1,7,7,7,7,4,1,1,7,7,4,7,4,7,7,1,7,1,7,2,7,7,7,3,7,5,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,7,1,2,3,2,2,2,1,2,1,2,5,0,0,0,0,0,0,1,1,1,1,3,3,1,5,4,2,1,41,3,48.21670532,16.3999939,-1,7,7,7,7,7,1,85,5,4,23,93,11,-4.71725,4.19301,-1.38324,-0.284944,1.401885001,-0.462470495,-0.095267772,0.468704238,0,0,0,0,1
R_eeOVDWBPSrkEHd3,Default Response Set,Anonymous,,,79.241.67.83,0,03MAY16:12:52:00,03MAY16:13:14:00,1,400707,2,0,1,,0,0,0,0,,,0,0,1,6,1,1,1,1,3,5,5,5,3,4,,7,7,2,4,7,6,1,1,6,4,2,6,4,7,6,7,7,5,6,7,7,7,4,1,2,7,1,1,7,7,7,2,7,7,4,2,1,6,6,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,1,1,2,1,1,1,4,7,7,7,7,7,7,4,4,4,4,4,4,2,1,3,2,1,40,3,48.76669312,9.183303833,-1,4,7,7,4,2,7,76,6,6,29,72,31,-1.38814,0.378123,-1.7911,1.69757,0.126421106,-0.598833827,0.56756314,0.042267453,0,0,0,0,1
R_bdw1ACQ1FVdYg2F,Default Response Set,Anonymous,,,178.4.47.133,0,03MAY16:11:11:00,03MAY16:13:17:00,1,400321,2,0,1,,0,0,0,0,,,0,0,1,4,1,1,1,1,3,5,5,5,3,4,,4,4,4,4,5,5,2,3,5,6,5,5,3,6,5,5,5,4,4,7,5,3,6,4,3,5,6,3,5,6,4,2,4,5,4,3,3,5,6,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,3,1,1,3,3,3,1,5,0,0,0,0,0,0,3,3,4,3,2,3,2,2,4,2,1,12,2,51.52560425,6.851699829,-1,4,6,5,5,4,4,64,5,5,25,65,29,-2.72622,-2.90368,-2.03142,-0.449137,-0.970812242,-0.679182074,-0.150163826,-0.324579985,0,0,0,0,1
R_cwK0E5IIlUstFA1,Default Response Set,Anonymous,,,91.53.47.217,0,03MAY16:13:09:00,03MAY16:13:19:00,1,400791,2,0,1,,0,0,0,0,,,0,0,1,8,1,2,2,1,4,5,5,5,3,4,,5,6,5,2,0,4,2,5,6,5,7,4,2,5,5,4,6,3,1,5,6,4,7,3,5,4,1,2,6,5,5,2,6,5,3,4,4,3,5,2,,,,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,2,3,2,1,3,1,2,4,3,5,4,5,4,3,5,3,2,3,4,3,1,5,2,4,1,58,6,48.03329468,11.19999695,-1,6,6,3,6,7,5,67,4,3,18,70,21,-3.94728,4.4181,-2.00946,-0.824964,1.477141271,-0.671839999,-0.275817291,0.493865312,0,0,0,0,1
R_51iRerEuDHSiQD3,Default Response Set,Anonymous,,,85.197.50.226,0,03MAY16:13:14:00,03MAY16:13:23:00,1,400800,2,0,1,,0,0,0,0,,,0,0,1,4,1,3,1,2,1,5,4,5,3,4,,7,7,3,3,5,6,3,3,7,6,7,4,3,6,5,6,5,3,3,5,7,6,5,4,3,6,7,5,6,3,5,2,7,6,6,2,5,5,6,1,,,,0,0,0,0,0,0,0,0,0,0,0,7,1,3,3,3,1,1,3,2,3,1,4,7,7,7,7,7,7,4,2,4,1,2,2,2,1,4,2,1,19,5,50.92010498,6.955093384,-1,5,5,5,5,5,4,69,6,5,25,91,22,-5.33989,-3.90238,-3.59997,-0.0161932,-1.30471618,-1.203608851,-0.005414011,-0.436216952,0,0,0,0,1
R_3qNnJJm9aONRmwR,Default Response Set,Anonymous,,,84.160.201.18,0,03MAY16:13:15:00,03MAY16:13:24:00,1,400803,2,0,1,,0,0,0,0,,,0,0,1,8,3,1,1,3,3,5,5,5,3,4,,7,7,1,2,7,7,2,2,7,7,7,7,2,6,6,6,7,2,2,7,7,7,7,2,2,3,6,6,6,4,6,2,6,7,4,2,4,6,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,3,2,1,1,1,2,5,0,0,0,0,0,0,2,2,2,2,2,2,1,5,2,2,1,56,3,51.04710388,14.42979431,-1,6,6,6,6,6,6,76,6,6,24,90,32,-0.536304,3.68507,-2.7706,0.340612,1.232061064,-0.926318464,0.113879732,0.411925544,0,0,0,0,1
R_2nKoxkI2P27tODP,Default Response Set,Anonymous,,,79.227.81.109,0,03MAY16:13:19:00,03MAY16:13:28:00,1,400815,2,0,1,,0,0,0,0,,,0,0,1,4,3,2,2,2,3,5,5,5,3,4,,6,6,5,1,6,6,1,1,5,7,6,5,1,6,7,7,7,4,5,5,6,5,5,2,4,7,7,3,1,5,7,2,5,6,7,6,5,4,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,2,1,2,2,2,1,1,5,0,0,0,0,0,0,3,4,3,4,5,4,1,1,4,2,1,20,5,51.43330383,6.75,-1,7,7,7,7,3,6,79,2,4,18,85,26,-4.39198,0.593968,-0.732843,0.826996,0.198586416,-0.245017687,0.276496667,0.0663951,0,0,0,0,1
R_3HGAfk4cvMHMb1r,Default Response Set,Anonymous,,,178.162.216.3,0,03MAY16:13:16:00,03MAY16:13:28:00,1,400804,1,1,1,,0,0,0,0,,,0,0,1,8,1,2,3,1,4,5,5,5,2,4,,3,6,3,4,5,6,3,4,5,4,6,6,5,4,5,5,6,5,4,4,6,5,6,3,4,5,4,3,6,2,5,2,6,5,4,2,3,5,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,2,2,1,1,1,2,5,0,0,0,0,0,0,2,2,3,2,1,2,1,5,4,2,1,65,2,51,9,-1,4,5,4,3,4,5,59,6,4,25,71,23,-1.66332,3.8853,-1.19814,0.706068,1.299005677,-0.400584424,0.236065771,0.434307711,0,0,0,0,1
R_exqdxu1veUnnX3n,Default Response Set,Anonymous,,,81.27.118.42,0,03MAY16:13:29:00,03MAY16:13:34:00,1,400837,2,0,1,,0,0,0,0,,,0,0,1,3,3,2,3,2,3,5,5,5,4,4,,3,5,2,3,4,2,3,4,3,5,3,6,4,6,4,6,6,5,3,5,4,4,5,4,2,7,3,3,4,3,5,2,3,4,5,2,2,6,6,1,,,,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,2,3,3,2,3,3,1,4,3,4,5,9,3,47.66889954,9.590896606,-1,5,5,4,4,5,4,64,6,6,29,52,23,-0.895404,0.0258301,-0.589755,1.06966,0.008635999,-0.197177848,0.357628603,0.002887348,0,0,0,0,1
R_8exNo9PTcfShg7b,Default Response Set,Anonymous,,,87.146.208.20,0,03MAY16:13:28:00,03MAY16:13:36:00,1,400833,2,0,1,,0,0,0,0,,,0,0,1,4,3,3,2,1,4,5,5,5,3,4,,5,5,4,2,7,5,3,3,6,3,6,6,3,6,6,6,5,3,3,6,5,5,6,2,4,6,5,3,6,2,5,2,5,6,4,5,4,5,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,5,3,3,3,2,3,1,1,4,1,0,15,2,52.51669312,13.3999939,-1,6,5,5,5,5,6,70,3,4,20,73,27,-1.90417,-0.183937,-0.809378,1.07987,-0.061497235,-0.27060629,0.3610422,-0.020560898,0,0,0,0,1
R_0HVgz0lbo4Flgyh,Default Response Set,Anonymous,,,91.113.136.25,0,03MAY16:13:37:00,03MAY16:13:43:00,1,800133,2,0,1,,0,0,0,0,,,0,0,1,3,1,1,1,1,1,5,5,5,1,2,,7,7,7,1,7,5,6,6,7,5,4,7,7,6,7,6,7,6,7,4,1,3,2,2,3,7,1,1,7,7,7,2,7,7,1,5,1,4,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,2,1,1,1,2,1,2,5,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,5,1,9,1,46.68330383,14.63330078,-1,7,2,2,1,1,6,64,3,5,22,66,27,-5.98889,1.50092,-2.12195,1.50753,0.501815458,-0.709449746,0.504025436,0.167776267,0,0,0,0,1
R_9KvmIY6dAfJBtMp,Default Response Set,Anonymous,,,80.110.100.54,0,03MAY16:13:38:00,03MAY16:13:47:00,1,800134,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,2,1,3,5,5,5,3,2,,7,7,5,4,6,6,2,4,7,6,7,5,2,5,7,7,1,3,2,5,7,6,4,1,4,6,6,6,6,4,6,2,7,4,6,4,6,4,3,1,,,,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,2,2,2,1,1,1,2,5,0,0,0,0,0,0,1,1,3,2,2,1,1,1,5,2,1,39,2,48.19999695,16.36669922,-1,4,6,4,6,6,7,76,4,4,18,88,24,-2.45532,3.20751,-0.937202,0.773131,1.072394332,-0.313342784,0.258487519,0.358542796,0,0,0,0,1
R_bxaObXN82IQADQx,Default Response Set,Anonymous,,,79.203.244.11,0,03MAY16:13:43:00,03MAY16:13:49:00,1,400861,2,0,1,,0,0,0,0,,,0,0,1,0,3,1,1,1,4,5,5,5,3,4,,6,6,4,4,7,5,2,4,5,6,6,4,4,5,5,6,7,4,2,6,6,5,6,3,6,5,5,4,6,4,6,2,6,6,3,5,4,4,3,1,,,,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,2,2,2,2,1,1,1,5,0,0,0,0,0,0,1,2,2,2,2,2,1,1,3,3,2,36,2,49.76109314,9.710006714,-1,4,6,4,4,6,5,68,3,2,16,78,27,-2.41676,1.3256,0.540551,0.687019,0.443199219,0.180727053,0.229696956,0.148178597,0,0,0,0,1
R_0Du6sYw2hIVAvjL,Default Response Set,Anonymous,,,46.59.255.61,0,03MAY16:13:43:00,03MAY16:13:52:00,1,400860,2,0,1,,0,0,0,0,,,0,0,1,5,1,1,2,1,1,5,5,5,3,4,,7,7,4,5,6,5,3,3,6,6,6,4,5,6,5,6,7,4,2,6,7,6,6,3,3,5,6,3,5,1,6,2,6,7,6,3,2,6,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,6,1,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,2,2,2,2,2,2,1,1,4,3,2,28,2,53.55000305,10,-1,3,5,5,3,6,5,66,5,5,24,85,23,-7.20944,-3.51024,-3.03848,0.326654,-1.17360865,-1.015881082,0.109213034,-0.392382647,0,0,0,0,1
R_4OerHSRjGb2V4ih,Default Response Set,Anonymous,,,178.165.128.9,0,03MAY16:13:43:00,03MAY16:13:55:00,1,800136,2,0,1,,0,0,0,0,,,0,0,1,4,1,1,1,1,1,5,5,5,3,2,,5,7,4,5,6,4,6,5,4,4,7,7,6,7,4,2,6,6,5,7,5,6,7,6,1,4,5,4,5,6,4,2,6,7,3,2,3,7,7,1,,,,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,1,1,4,1,3,1,2,1,3,1,0,11,2,48.19999695,16.36669922,-1,3,2,3,2,3,2,45,6,7,33,76,33,-2.05185,-0.155313,-0.934993,1.21894,-0.051927128,-0.31260423,0.407538666,-0.017361242,0,0,0,0,1
R_03Ca7t7nHeGmvY1,Default Response Set,Anonymous,,,79.217.138.11,0,03MAY16:13:46:00,03MAY16:13:58:00,1,400870,2,0,1,,0,0,0,0,,,0,0,1,6,3,2,1,1,3,5,5,5,3,4,,6,6,4,4,4,4,4,4,5,5,6,5,5,4,5,5,6,6,4,5,6,4,5,4,2,5,3,1,5,4,4,2,5,4,6,2,3,6,6,7,R,,,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,2,1,3,1,2,2,6,4,7,7,7,7,2,2,3,3,3,3,2,7,3,3,1,39,2,49.14230347,9.223403931,-1,4,4,4,3,4,4,56,6,6,30,69,23,-3.80806,3.39429,-0.593874,0.57158,1.134842092,-0.198554989,0.191101244,0.379421491,0,0,0,0,1
R_5dmJlxRiDgqIEwl,Default Response Set,Anonymous,,,109.192.195.5,0,03MAY16:13:49:00,03MAY16:14:00:00,1,400882,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,3,1,2,5,5,5,2,4,,7,6,3,3,6,5,2,2,6,6,7,6,2,5,6,6,7,5,2,6,7,7,7,2,5,5,4,6,6,1,6,2,6,6,7,2,4,4,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,2,2,2,2,3,1,3,3,7,7,7,7,7,7,2,2,1,1,0,2,1,1,3,3,2,39,2,48.50939941,9.203994751,-1,5,6,6,6,6,6,75,6,3,22,88,26,-3.37345,1.16264,0.167123,-0.552041,0.388715404,0.055875666,-0.184568603,0.129962556,0,0,0,0,1
R_dhegtLr6DExsmxL,Default Response Set,Anonymous,,,188.192.185.6,0,03MAY16:13:54:00,03MAY16:14:01:00,1,400914,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,1,2,3,5,5,5,1,4,,6,6,2,4,6,5,2,2,6,6,6,5,3,5,6,5,7,4,3,5,5,5,5,5,4,6,7,4,6,4,6,2,5,7,4,4,4,4,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,2,2,1,2,3,2,3,5,0,0,0,0,0,0,4,5,4,5,4,4,2,1,3,1,0,33,2,48.26669312,10.83329773,-1,4,6,6,5,5,3,69,4,4,20,79,25,-3.09342,-0.905956,-0.395602,0.604874,-0.302896041,-0.13226501,0.202232713,-0.101269832,0,0,0,0,1
R_3C39k4Lx7HW3aAJ,Default Response Set,Anonymous,,,95.90.237.162,0,03MAY16:13:54:00,03MAY16:14:01:00,1,400917,2,0,1,,0,0,0,0,,,0,0,1,6,1,1,2,1,3,5,5,5,3,4,,4,5,4,4,5,4,4,4,4,4,4,4,4,4,5,5,4,4,4,6,5,4,6,4,3,4,3,3,5,3,4,2,4,4,4,3,3,4,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,3,3,3,1,2,2,5,0,0,0,0,0,0,1,1,1,1,1,1,2,3,4,4,1,37,4,52.51669312,13.3999939,-1,4,4,4,4,4,4,55,5,5,23,59,24,-0.804028,-0.186707,-2.23675,0.269033,-0.062423353,-0.747831814,0.089948111,-0.020870535,0,0,0,0,1
R_9yu0uz6nQ7mV3pz,Default Response Set,Anonymous,,,217.255.205.1,0,03MAY16:13:57:00,03MAY16:14:03:00,1,400940,2,0,1,,0,0,0,0,,,0,0,1,3,1,1,1,1,5,5,5,5,3,4,,5,5,4,3,7,6,4,2,2,5,6,7,3,4,5,6,6,4,2,7,6,6,7,3,4,5,5,5,5,6,4,2,5,3,4,3,5,5,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,3,3,2,1,3,1,3,5,0,0,0,0,0,0,4,3,3,3,3,3,2,7,5,1,0,11,2,50.22470093,8.990493774,-1,5,4,6,5,6,5,65,5,4,23,73,34,0.893836,0.512514,-3.08284,-1.28618,0.171353202,-1.030712342,-0.430019592,0.057289986,0,0,0,0,1
R_7USxNaq3u1gy3eR,Default Response Set,Anonymous,,,217.244.207.4,0,03MAY16:13:56:00,03MAY16:14:05:00,1,400932,2,0,1,,0,1,0,0,,,0,0,0,7,2,1,1,1,1,5,5,5,3,4,,5,7,6,5,7,7,2,5,5,5,6,4,3,5,5,5,7,5,2,7,7,7,7,6,3,5,7,3,6,5,3,2,7,6,6,3,6,5,5,6,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,2,1,1,1,2,1,1,5,0,0,0,0,0,0,2,2,2,2,2,1,2,1,3,2,1,49,4,51.36669922,12.38330078,-1,3,6,3,5,6,2,59,5,5,25,92,30,-6.67533,0.206388,-3.56334,0.866436,0.06900347,-1.191362028,0.28968298,0.023070522,0,0,0,0,1
R_6YBtZSDMsBwCRXD,Default Response Set,Anonymous,,,78.53.190.165,0,03MAY16:13:55:00,03MAY16:14:05:00,1,400921,2,0,1,,0,0,0,0,,,0,0,1,8,2,3,3,2,4,5,5,5,3,4,,6,5,2,5,1,3,4,5,3,3,2,3,6,4,4,5,6,7,3,4,3,3,6,4,2,5,4,2,4,1,5,2,2,4,2,2,4,7,7,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,3,2,3,3,3,3,1,5,0,0,0,0,0,0,2,2,2,2,2,3,1,5,2,2,1,56,5,51.51249695,7.477005005,-1,3,4,3,2,5,4,51,6,6,33,51,15,-2.14465,-1.6527,-2.11168,-0.662105,-0.552561368,-0.706016088,-0.221367244,-0.184742582,0,0,0,0,1
