V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apple,Q2_4_5,Q2_4_loquat,Q2_4_rambutan,Q2_4_mangosteen,Q2_4_peach,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_1,Q7_1_2,Q7_1_3,Q7_1_4,Q7_1_5,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q10_2_1,Q10_2_2,Q10_2_3,Q10_2_4,Q10_2_5,Q10_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seeds,WTP_Mon,WTP_Fam,WTP_pub,WTP_seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_ehOyoKQiDK8wiDX,Default Response Set,Anonymous,,,85.16.98.101,0,03MAY16:12:40:00,03MAY16:12:52:00,1,400647,2,0,1,,0,0,0,0,,,0,0,1,7,3,1,1,1,2,5,5,5,3,4,,5,6,4,3,7,4,1,2,5,6,6,5,2,7,7,7,5,5,2,7,6,7,7,2,3,7,3,6,7,5,7,2,5,6,4,4,6,5,4,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,3,3,2,3,1,4,7,7,7,7,7,7,1,2,2,2,2,2,1,5,4,2,1,49,2,53.38330078,9.75,-1,5,7,6,6,6,6,84,4,5,23,78,31,-5.93233,-3.87513,-3.92311,-0.472193,-2.076172244,-1.356201922,-1.372993763,-0.165256147,1,0,0,0,0
R_bQUzeRXTXImiFlH,Default Response Set,Anonymous,,,87.186.103.15,0,03MAY16:12:48:00,03MAY16:12:54:00,1,400682,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,1,1,2,5,5,5,3,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,5,5,5,6,4,4,4,5,3,5,4,4,2,4,5,4,4,4,6,6,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,3,2,1,1,4,7,7,7,7,7,7,5,4,5,5,4,4,2,1,3,1,0,38,2,51.32510376,6.580505371,-1,4,4,4,4,4,4,56,4,4,24,63,23,-5.76856,-1.88154,-3.50607,0.458151,-2.018856699,-0.658493564,-1.227039834,0.160341786,1,0,0,0,0
R_54SnPKUeNLu6oJv,Default Response Set,Anonymous,,,176.4.133.212,0,03MAY16:12:43:00,03MAY16:12:55:00,1,400665,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,2,1,5,5,5,5,3,4,,5,5,3,4,5,5,3,4,6,5,5,5,4,5,5,5,6,6,7,4,6,5,5,6,2,5,5,3,4,3,5,2,5,6,5,3,4,5,5,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,1,2,5,0,0,0,0,0,0,2,2,3,2,3,4,2,1,4,4,3,30,2,51,9,-1,4,5,4,4,1,2,54,5,6,27,74,22,-3.50602,0.660921,-3.18774,1.77365,-1.227022335,0.23130639,-1.115632021,0.620734669,1,0,0,0,0
R_1HP5ehFWZwJGNox,Default Response Set,Anonymous,,,93.219.125.18,0,03MAY16:12:55:00,03MAY16:12:59:00,1,400725,2,0,1,,0,0,0,0,,,0,0,1,5,3,2,2,2,3,5,5,5,3,4,,4,4,4,4,3,4,3,4,4,4,4,2,4,3,6,4,4,4,4,5,4,4,4,4,5,4,4,4,5,4,5,2,4,4,4,4,3,4,5,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,2,1,3,1,5,0,0,0,0,0,0,2,2,3,2,4,4,1,1,5,3,2,25,2,52.38710022,13.0993042,-1,4,5,4,4,4,4,56,4,3,20,59,18,-2.90141,-3.37247,-3.05692,1.23192,-1.015423436,-1.18028306,-1.06984818,0.431142251,1,0,0,0,0
R_1B0XRTIvh10v4vX,Default Response Set,Anonymous,,,77.5.127.41,0,03MAY16:12:49:00,03MAY16:13:00:00,1,400688,2,0,1,,0,0,0,0,,,0,0,1,7,1,2,1,1,4,5,5,5,3,4,,7,7,3,4,6,6,4,4,7,7,7,5,4,5,7,7,7,5,3,7,7,7,6,4,4,5,7,1,7,4,6,2,7,7,7,2,7,6,7,1,,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,1,1,3,7,7,7,7,7,7,4,3,3,3,3,3,1,2,3,2,1,45,2,50.57460022,8.713500977,-1,4,4,4,4,5,4,69,6,4,28,94,28,-5.53188,-0.0710785,0.0477289,0.549432,-1.936024414,-0.024875759,0.016703962,0.192287932,1,0,0,0,0
R_5zNXBNkOYgtktwh,Default Response Set,Anonymous,,,37.201.213.14,0,03MAY16:12:50:00,03MAY16:13:00:00,1,400695,2,0,1,,0,0,0,0,,,0,0,1,7,2,1,3,3,2,5,5,5,3,4,,7,7,2,5,6,7,4,5,3,5,6,6,5,4,6,6,7,6,3,5,7,6,7,5,3,5,4,3,4,4,6,2,6,5,3,1,3,6,6,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,1,1,2,5,0,0,0,0,0,0,1,1,1,1,1,1,2,5,2,1,0,47,4,51,9,-1,3,4,3,3,5,3,57,7,5,30,76,28,-1.93652,1.31282,-0.71571,0.606847,-0.677735236,0.459455298,-0.250481217,0.212381796,1,0,0,0,0
R_eQhuI9saIcVl3RH,Default Response Set,Anonymous,,,84.141.247.29,0,03MAY16:12:55:00,03MAY16:13:03:00,1,400730,1,1,1,,0,0,0,0,,,0,0,1,8,2,1,1,1,1,5,5,5,2,4,,6,3,2,2,6,3,2,4,4,6,4,4,4,6,6,6,4,4,2,4,6,5,6,2,4,6,3,2,6,4,5,2,6,6,2,2,2,5,5,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,2,5,0,0,0,0,0,0,2,2,2,2,3,3,2,5,6,1,0,59,6,52.12210083,10.37609863,-1,6,6,4,4,6,6,73,6,4,24,58,24,-2.44582,0.129497,-1.74355,1.94145,-0.855977938,0.045320823,-0.610200396,0.679460617,1,0,0,0,0
R_7PvZcWrumvN3GG9,Default Response Set,Anonymous,,,178.11.88.20,0,03MAY16:12:53:00,03MAY16:13:05:00,1,400717,2,0,1,,0,0,0,0,,,1,0,0,6,3,2,1,1,1,5,5,5,3,4,,4,3,4,6,1,1,1,2,2,7,4,7,2,7,7,7,5,7,1,1,4,4,4,7,1,7,2,2,5,4,7,2,4,2,1,1,1,7,7,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,1,2,2,5,0,0,0,0,0,0,4,3,3,4,3,3,2,2,4,3,1,34,2,53.28329468,10.3500061,-1,2,7,6,6,7,1,76,7,7,35,43,17,-1.97453,-0.106783,-2.77549,1.78524,-0.691037818,-0.037371471,-0.971354477,0.624790889,1,0,0,0,0
R_d6h2YgeQF8l9O9T,Default Response Set,Anonymous,,,109.45.2.20,0,03MAY16:12:51:00,03MAY16:13:05:00,1,400701,2,0,1,,0,0,0,0,,,0,0,1,8,2,3,3,1,3,5,5,5,3,4,,7,7,5,4,5,7,2,4,1,7,7,7,3,6,7,7,7,6,2,6,7,7,5,1,1,7,7,1,7,1,7,2,6,7,7,1,2,6,6,1,,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,2,1,2,1,2,5,0,0,0,0,0,0,1,1,4,1,1,1,2,5,3,2,1,56,2,52.51669312,13.3999939,-1,4,6,4,5,6,7,80,7,7,32,85,24,-5.1606,3.48706,-4.49664,0.608341,-1.80608538,1.220386793,-1.573715414,0.21290466,1,0,0,0,0
R_cYpM5rH1Hq46yEJ,Default Response Set,Anonymous,,,185.5.8.164,0,03MAY16:12:59:00,03MAY16:13:06:00,1,400762,2,0,1,,0,0,0,0,,,0,0,1,2,3,2,3,2,3,5,5,4,3,4,,6,6,3,4,2,5,4,5,5,5,5,4,4,5,5,6,5,5,2,3,6,2,4,3,1,5,4,5,4,1,5,2,3,6,4,1,2,5,6,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,2,3,3,2,3,1,2,4,1,1,0,5,3,49.98730469,8.29649353,-1,4,4,3,4,6,5,61,7,7,30,67,14,-1.91387,-0.169726,-1.00337,1.7981,-0.669808283,-0.059400001,-0.35115527,0.629291579,1,0,0,0,0
R_dd3tigHd3XEbvgh,Default Response Set,Anonymous,,,94.100.69.197,0,03MAY16:12:58:00,03MAY16:13:08:00,1,400747,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,1,1,2,3,5,5,2,4,,4,5,3,4,6,5,3,4,4,6,6,6,4,4,5,5,5,5,4,6,6,6,6,6,4,2,6,3,4,5,4,2,5,4,5,3,4,4,6,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,3,2,1,2,4,5,5,4,5,4,4,5,4,5,4,4,4,1,1,4,3,2,36,2,50.78329468,13.16670227,-1,4,5,4,4,4,2,53,5,4,24,71,29,-6.68726,1.57466,-2.28895,0.428942,-2.340379514,0.551092975,-0.801077226,0.150119342,1,0,0,0,0
R_a4C32e78q8u4fsN,Default Response Set,Anonymous,,,93.223.35.91,0,03MAY16:12:15:00,03MAY16:13:08:00,1,400589,2,0,1,,0,0,0,0,,,0,0,1,3,1,1,3,1,3,5,3,5,3,4,,5,5,3,5,5,3,5,5,5,5,3,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,3,4,5,4,6,2,6,6,2,2,2,6,6,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,2,1,2,4,2,3,2,2,2,2,4,4,4,4,4,4,2,1,4,2,1,7,4,49.01530457,12.05769348,-1,3,3,3,4,3,3,51,6,3,25,61,24,-4.24982,-0.421436,-1.17904,1.8803,-1.487334374,-0.147492423,-0.412635528,0.658059594,1,0,0,0,0
R_6y5DI7kZrzz16T3,Default Response Set,Anonymous,,,62.178.254.17,0,03MAY16:12:59:00,03MAY16:13:12:00,1,800109,2,0,1,,0,1,0,0,,,0,0,0,3,3,1,1,2,2,5,5,4,3,2,,4,7,6,3,7,6,3,4,5,4,6,5,4,4,5,5,7,4,4,6,7,7,6,4,3,4,6,2,4,2,5,2,6,5,7,3,4,5,2,1,,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,1,3,2,1,1,3,7,7,7,7,5,7,3,2,3,3,2,4,2,4,3,2,1,9,3,48.21899414,16.49499512,-1,5,5,4,4,4,4,57,5,5,21,85,26,-6.00163,-1.9087,-4.04199,0.113606,-2.100425571,-0.667998908,-1.414598893,0.039759357,1,0,0,0,0
R_ePaX2opLAGMh5jf,Default Response Set,Anonymous,,,84.134.101.21,0,03MAY16:12:51:00,03MAY16:13:13:00,1,400697,2,0,1,,0,1,0,0,,,0,0,0,2,1,1,2,1,3,5,5,5,3,4,,5,6,4,3,6,5,1,3,4,5,6,7,4,6,6,5,7,6,2,6,5,5,5,3,4,6,7,2,4,3,6,2,5,4,5,1,6,5,6,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,2,5,0,0,0,0,0,0,4,3,2,3,2,3,2,2,1,4,1,4,2,51.41670227,9.399993896,-1,5,7,5,4,6,5,70,7,4,28,76,27,-6.45906,1.8912,-2.42873,1.17884,-2.260515024,0.661874331,-0.84999685,0.412565533,1,0,0,0,0
R_06ZxuCkfbupVfsF,Default Response Set,Anonymous,,,95.118.188.71,0,03MAY16:12:58:00,03MAY16:13:13:00,1,400754,2,0,1,,0,1,0,0,,,0,0,0,4,2,1,3,1,3,5,5,5,3,4,,6,6,4,4,5,6,2,4,4,5,6,5,3,6,6,5,6,5,3,5,5,5,4,5,3,6,5,3,5,5,6,2,6,4,6,2,4,5,5,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,3,3,1,1,5,0,0,0,0,0,0,2,2,2,2,2,2,2,1,3,3,2,13,2,52.45530701,10.00740051,-1,4,6,4,5,5,3,66,6,5,26,76,24,-3.45907,-1.12394,-4.68169,0.864474,-1.210590969,-0.393351859,-1.638478445,0.302545024,1,0,0,0,0
R_bllkmt21ltT5qQd,Default Response Set,Anonymous,,,2.166.29.57,0,03MAY16:12:48:00,03MAY16:13:15:00,1,400686,2,0,1,,0,0,0,0,,,0,0,1,6,3,3,1,2,5,5,5,5,2,4,,6,6,5,2,5,6,6,2,5,6,6,2,2,6,6,6,5,4,1,6,5,4,6,2,4,6,6,6,6,1,6,2,5,6,7,2,6,4,4,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,4,2,3,2,4,4,2,6,3,2,1,34,2,51,9,-1,6,2,6,6,7,6,75,6,4,22,84,20,-6.07781,-4.66032,-4.53838,0.440145,-2.127086731,-1.630999461,-1.588323406,0.154040121,1,0,0,0,0
R_bKPf5Op6fk11PGR,Default Response Set,Anonymous,,,79.230.222.25,0,03MAY16:13:06:00,03MAY16:13:17:00,1,400781,2,0,1,,0,0,0,0,,,0,0,1,4,3,2,1,1,3,5,5,5,3,4,,7,7,6,4,7,7,2,4,7,6,6,6,3,5,7,6,4,5,3,6,7,7,7,5,4,5,7,2,5,1,5,2,7,7,6,4,4,5,1,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,1,1,1,5,0,0,0,0,0,0,3,1,2,2,2,2,2,2,4,2,1,13,2,47.91670227,7.699996948,-1,4,6,4,5,5,3,66,4,4,19,91,27,-2.22438,1.68625,-3.5265,0.927956,-0.778479285,0.59014678,-1.234189841,0.324762191,1,0,0,0,0
R_dpekjAFt2ifpVaZ,Default Response Set,Anonymous,,,84.177.177.18,0,03MAY16:13:09:00,03MAY16:13:17:00,1,400792,2,0,1,,0,0,0,0,,,0,0,1,8,2,2,2,1,3,5,5,5,2,4,,5,5,3,5,3,5,3,4,4,5,5,4,5,5,6,6,7,5,4,4,5,5,6,4,3,5,5,2,5,2,6,2,5,6,5,4,3,5,4,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,1,1,5,0,0,0,0,0,0,2,2,2,2,2,2,1,5,2,2,1,54,3,48.88349915,12.57969666,-1,3,5,4,3,4,4,61,4,5,23,70,19,-6.36227,-0.451509,-1.05862,1.49916,-2.226640862,-0.158017247,-0.370491436,0.524669798,1,0,0,0,0
R_br50gZfFoL3spcV,Default Response Set,Anonymous,,,217.244.156.2,0,03MAY16:13:13:00,03MAY16:13:22:00,1,400799,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,1,1,3,5,5,5,3,4,,5,7,5,3,6,7,2,3,5,6,6,5,3,6,5,6,7,5,3,6,5,7,6,2,5,5,6,1,6,7,4,2,6,5,6,2,2,4,5,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,3,2,3,1,5,0,0,0,0,0,0,4,3,4,3,4,3,2,2,2,4,2,13,3,52.51669312,13.3999939,-1,5,6,5,5,5,6,70,6,3,23,80,30,-3.2118,-2.65033,-3.7489,0.397932,-1.12405244,-0.927551499,-1.31202447,0.139266591,1,0,0,0,0
R_4ZbwatIcS5qGrEF,Default Response Set,Anonymous,,,81.217.52.180,0,03MAY16:13:15:00,03MAY16:13:24:00,1,800119,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,1,1,3,0,5,5,1,2,,4,5,4,4,4,4,4,3,5,3,4,4,4,4,4,4,5,5,4,4,6,5,5,4,3,4,4,3,4,4,4,2,5,6,4,2,4,5,5,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,3,1,1,5,0,0,0,0,0,0,2,2,3,3,3,3,2,2,3,4,1,39,2,48.11669922,16.6000061,-1,4,4,5,4,4,4,52,6,5,26,68,21,-1.04028,1.20112,-0.603318,0.266722,-0.364072879,0.420362995,-0.211146731,0.093346259,1,0,0,0,0
R_eaGWjHnriE4hFBz,Default Response Set,Anonymous,,,79.220.83.221,0,03MAY16:13:06:00,03MAY16:13:30:00,1,400782,2,0,1,,0,0,0,0,,,0,0,1,5,3,1,1,1,3,5,5,5,3,4,,3,5,6,5,2,3,5,3,3,2,3,2,6,4,4,4,6,6,5,5,3,2,3,5,2,6,6,1,6,6,6,2,5,5,6,2,2,6,6,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,1,1,2,5,0,0,0,0,0,0,4,4,2,4,2,2,2,2,2,1,0,29,4,48.14920044,11.5328064,-1,3,3,5,2,3,3,51,6,6,30,59,18,0.847003,5.12603,1.0347,0.59086,0.296430596,1.793986715,0.362120014,0.206786732,1,0,0,0,0
R_0w9HxcqVYcHxhv7,Default Response Set,Anonymous,,,91.45.150.132,0,03MAY16:13:26:00,03MAY16:13:32:00,1,400830,2,0,1,,0,0,0,0,,,0,0,1,4,1,1,1,1,1,5,5,5,2,4,,5,7,6,1,7,7,1,2,7,7,7,7,3,7,7,7,7,4,1,7,7,7,7,5,5,7,6,1,7,5,7,2,7,7,6,4,5,5,3,1,,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,4,4,4,4,4,4,4,2,2,2,2,2,2,2,4,4,2,1,11,3,48.94450378,8.402694702,-1,7,7,6,5,7,3,84,4,3,19,92,33,-5.61404,-3.7513,-4.22595,0.203545,-1.96477843,-1.312864412,-1.47898045,0.071235835,1,0,0,0,0
R_23HWXoLlYFKzacZ,Default Response Set,Anonymous,,,93.133.31.28,0,03MAY16:13:27:00,03MAY16:13:36:00,1,400831,2,0,1,,0,0,0,0,,,0,0,1,8,1,3,1,1,4,5,5,5,3,4,,6,6,4,4,7,6,2,4,6,5,4,5,3,5,6,5,7,5,3,6,7,6,6,3,4,5,4,4,5,1,5,2,6,5,4,3,3,5,5,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,4,6,5,6,6,5,5,2,2,2,2,2,3,1,5,4,3,1,57,5,48.39320374,10.88139343,-1,4,6,4,5,5,5,65,5,4,24,78,25,-5.31423,-4.52083,-3.76822,-0.0249858,-1.85985217,-1.582181329,-1.318786004,-0.008744427,1,0,0,0,0
R_77AYlTzbAPcoHaZ,Default Response Set,Anonymous,,,95.90.91.189,0,03MAY16:13:19:00,03MAY16:13:38:00,1,400813,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,2,2,3,5,5,5,3,4,,5,7,4,4,6,5,4,4,3,4,6,7,5,5,6,5,7,5,2,5,7,5,4,5,3,5,5,3,5,5,5,2,4,5,4,2,4,6,4,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,1,1,1,5,0,0,0,0,0,0,3,3,3,3,3,3,2,2,3,3,2,13,2,51.36669922,12.38330078,-1,4,4,4,3,6,3,59,6,5,26,74,27,-2.30801,-0.109189,-4.1079,1.80529,-0.807747765,-0.038213513,-1.437665801,0.631807905,1,0,0,0,0
R_80MfxAwWoIZZgEt,Default Response Set,Anonymous,,,192.164.220.1,0,03MAY16:13:32:00,03MAY16:13:40:00,1,800128,2,0,1,,0,0,0,0,,,0,0,1,3,2,1,3,2,5,5,5,5,3,2,,6,7,6,3,6,7,4,3,6,5,7,5,2,3,5,5,7,3,3,6,6,5,6,4,1,5,7,2,6,2,3,2,7,6,7,2,6,5,2,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,1,2,5,0,0,0,0,0,0,2,2,3,3,4,3,2,4,1,3,1,10,5,47.12939453,15.44700623,-1,5,4,5,6,5,4,61,6,7,23,92,25,-6.11755,2.07391,-1.07159,0.938602,-2.140994771,0.725818419,-0.375030623,0.328488034,1,0,0,0,0
R_6x3grcWr1wUXPlH,Default Response Set,Anonymous,,,79.199.101.18,0,03MAY16:13:34:00,03MAY16:13:41:00,1,400846,0,0,1,,0,0,0,0,,,0,0,1,8,3,1,1,1,0,5,5,5,4,4,,7,7,7,1,5,7,1,1,7,7,7,1,1,7,7,7,7,1,1,1,7,7,7,1,7,7,7,7,7,1,1,2,7,7,7,7,7,1,1,1,,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,1,2,1,2,2,7,7,7,7,7,7,4,2,4,2,3,3,2,5,3,1,0,51,2,50.74000549,6.287704468,-1,7,7,7,7,7,7,85,1,1,5,105,15,-5.97842,1.93939,-3.9168,-0.382995,-2.092302631,0.678739667,-1.370785416,-0.134039001,1,0,0,0,0
R_eOMsKPM9f9LRTOl,Default Response Set,Anonymous,,,185.8.139.215,0,03MAY16:13:18:00,03MAY16:13:43:00,1,400809,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,1,1,1,5,5,5,1,4,,5,7,6,3,7,4,2,2,2,5,7,6,5,7,6,7,6,5,2,7,7,7,5,4,4,5,7,4,7,7,6,2,7,5,7,2,4,4,6,1,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,3,3,1,5,0,0,0,0,0,0,1,1,3,1,1,2,2,3,6,5,4,20,6,53.81669617,10.93330383,-1,5,6,6,3,6,4,73,6,4,25,85,32,-5.40279,-4.94117,-4.82801,0.0660849,-1.890846032,-1.729290179,-1.689686912,0.023128119,1,0,0,0,0
R_4TvSnpjOwWMX4uV,Default Response Set,Anonymous,,,93.202.71.28,0,03MAY16:13:37:00,03MAY16:13:46:00,1,400851,1,1,1,,0,0,0,0,,,0,0,1,4,4,2,2,1,4,5,5,5,4,4,,3,4,4,5,7,3,2,4,3,5,5,5,4,5,5,4,7,4,3,6,5,4,4,3,4,4,4,4,4,5,4,2,4,5,3,3,4,5,6,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,3,5,0,0,0,0,0,0,3,5,4,4,3,3,2,3,3,5,4,18,1,49.53329468,10.83329773,-1,3,6,4,4,5,5,58,5,4,24,62,27,-2.12536,0.793975,0.0609022,0.137813,-0.743824676,0.277872077,0.021314299,0.048231222,1,0,0,0,0
R_6gOtqe2k82Aqk3X,Default Response Set,Anonymous,,,84.153.35.214,0,03MAY16:13:39:00,03MAY16:13:47:00,1,400855,2,0,1,,0,1,0,0,,,0,0,0,3,3,1,2,2,3,5,5,5,3,4,,5,6,3,5,7,4,4,6,4,5,5,5,5,6,6,6,7,5,5,7,7,6,7,3,4,5,3,1,6,6,5,2,4,7,7,3,2,5,5,1,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,2,2,2,2,2,2,2,1,3,2,1,10,4,50.19720459,10.06939697,-1,3,4,2,3,3,5,59,5,4,24,71,32,-5.09994,-4.53024,-3.98979,0.11043,-1.784855845,-1.585474602,-1.396330153,0.038647833,1,0,0,0,0
R_5j6K2gWTP76cRhz,Default Response Set,Anonymous,,,2.243.217.114,0,03MAY16:13:39:00,03MAY16:13:48:00,1,400854,2,0,1,,0,0,0,0,,,0,0,1,8,3,2,2,3,4,5,5,5,3,4,,7,5,2,4,4,6,2,4,2,6,4,4,4,4,4,4,7,4,2,5,5,4,7,4,4,4,4,1,5,1,4,2,4,7,4,2,2,6,7,1,,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,2,3,1,5,0,0,0,0,0,0,3,2,4,2,2,2,1,5,3,2,1,56,2,51.6802063,7.813400269,-1,4,6,4,4,6,4,59,6,4,27,64,21,-4.43162,-2.02124,-3.09568,1.58315,-1.550959984,-0.70738519,-1.083413244,0.55406427,1,0,0,0,0
R_5iq5IM1WJh2qyTH,Default Response Set,Anonymous,,,95.90.214.39,0,03MAY16:13:42:00,03MAY16:13:52:00,1,400859,2,0,1,,0,0,0,0,,,1,0,0,7,3,2,1,1,2,5,5,5,3,4,,6,7,5,1,7,7,1,1,7,7,6,5,1,7,7,6,7,3,1,6,6,6,7,2,4,7,6,2,7,1,6,2,7,5,3,3,5,6,4,6,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,4,6,6,5,6,7,5,4,3,4,4,5,4,1,1,3,2,1,43,3,50.96429443,11.04100037,-1,7,7,7,7,7,6,88,5,4,22,85,26,-4.44568,-4.73623,-4.17123,0.113602,-1.555880644,-1.657566128,-1.459829772,0.039757957,1,0,0,0,0
R_6EWwea8Foa5wejj,Default Response Set,Anonymous,,,82.113.106.18,0,03MAY16:13:44:00,03MAY16:13:53:00,1,400864,2,0,1,,0,0,0,0,,,0,0,1,5,2,1,1,1,2,5,5,5,3,4,,4,4,4,4,7,4,4,4,4,4,4,4,3,6,6,5,6,5,6,7,5,7,7,6,4,2,7,3,5,2,5,2,7,6,4,6,4,4,1,6,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,1,1,5,0,0,0,0,0,0,4,4,5,4,4,4,2,2,3,5,4,23,2,51,9,-1,4,4,4,5,2,2,54,2,4,16,73,27,-5.11083,-1.61416,-3.32881,-0.899141,-1.788667082,-0.564917021,-1.165003115,-0.314677637,1,0,0,0,0
R_29UZdthS3BIxd9X,Default Response Set,Anonymous,,,88.72.173.64,0,03MAY16:13:49:00,03MAY16:13:58:00,1,400883,2,0,1,,0,0,0,0,,,0,0,1,4,4,2,3,1,3,5,5,5,4,4,,6,6,4,3,5,4,2,3,5,5,5,5,3,5,5,5,6,6,4,6,6,5,4,4,2,5,5,3,5,2,5,2,5,5,5,2,3,6,5,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,1,1,1,5,0,0,0,0,0,0,2,2,2,1,2,2,2,1,3,2,1,12,5,50.86669922,12.08329773,-1,5,6,5,5,4,4,64,6,6,29,73,22,-1.96781,0.643501,-1.19868,0.919055,-0.688685981,0.225209811,-0.419509054,0.321647056,1,0,0,0,0
R_8qTjfz7JqOdz2Rv,Default Response Set,Anonymous,,,80.171.14.84,0,03MAY16:13:53:00,03MAY16:14:01:00,1,400907,2,0,1,,0,0,0,0,,,0,0,1,4,1,1,3,1,1,5,5,0,2,4,,7,7,3,4,7,7,1,3,5,7,7,7,2,7,7,7,7,4,3,7,7,7,6,7,4,7,7,2,7,7,7,2,6,6,5,3,3,5,4,1,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,2,1,5,0,0,0,0,0,0,2,2,2,2,2,2,2,1,3,1,0,14,4,53.55000305,10,-1,4,7,5,6,5,1,77,5,4,22,86,34,-6.97958,-2.59422,-1.33986,1.75558,-2.442684455,-0.907914354,-0.468918645,0.614410606,1,0,0,0,0
