V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apple,Q2_4_5,Q2_4_loquat,Q2_4_rambutan,Q2_4_mangosteen,Q2_4_peach,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_1,Q7_1_2,Q7_1_3,Q7_1_4,Q7_1_5,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q10_2_1,Q10_2_2,Q10_2_3,Q10_2_4,Q10_2_5,Q10_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seed,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_4JzVsXmJgAVZg2h,Default Response Set,Anonymous,,,31.150.213.28,0,03MAY16:12:39:00,03MAY16:12:46:00,1,400642,2,0,1,,0,0,0,0,,,0,0,1,4,3,2,1,1,4,5,5,5,3,4,,6,5,4,3,7,2,1,2,3,7,5,7,3,5,6,6,5,4,2,7,5,5,6,3,4,7,5,6,7,2,7,2,5,3,4,3,5,3,4,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,4,4,4,4,4,4,1,1,2,3,2,17,2,53.48390198,7.515106201,-1,5,7,6,5,6,5,79,5,4,20,68,29,-1.62497,-0.120673,-1.54445,1.34472,-0.523302697,-0.038861337,-0.497372167,0.433051442,0,1,0,0,0
R_0faj3U9cvIUGes5,Default Response Set,Anonymous,,,84.171.21.201,0,03MAY16:11:43:00,03MAY16:12:49:00,1,400427,2,0,1,,1,0,0,0,,,0,0,0,6,3,1,3,1,3,5,5,5,4,4,,6,6,4,3,6,7,4,4,5,6,6,5,3,4,5,6,5,4,3,5,7,5,5,5,3,4,4,4,4,1,2,2,4,4,4,4,4,4,4,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,1,1,3,7,7,7,7,7,7,4,4,4,4,4,4,2,2,1,3,3,33,2,50.75,9.466705322,-1,5,4,4,5,5,3,57,4,5,21,75,22,-5.93902,-3.10204,-4.02144,0.133276,-1.912592345,-0.998975918,-1.295057999,0.042919986,0,1,0,0,0
R_57rtgkc90O86Mpn,Default Response Set,Anonymous,,,93.238.158.11,0,03MAY16:12:42:00,03MAY16:12:49:00,1,400658,2,0,1,,0,0,0,0,,,0,0,1,3,2,2,3,2,3,5,5,5,3,4,,7,7,1,7,7,3,1,1,7,7,7,6,4,7,7,7,7,7,1,7,7,5,7,5,1,7,2,7,7,2,5,2,7,2,1,1,1,7,7,1,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,3,3,2,1,5,0,0,0,0,0,0,2,2,2,4,2,2,2,4,1,1,0,9,3,50.32009888,7.568206787,-1,1,7,7,4,7,3,76,7,7,35,71,29,-4.38185,-2.49113,-3.13549,1.10914,-1.41112385,-0.802239455,-1.009748102,0.357185642,0,1,0,0,0
R_3L8jCQ4Ua07gq6F,Default Response Set,Anonymous,,,95.90.210.42,0,03MAY16:12:44:00,03MAY16:12:51:00,1,400670,0,0,1,,0,0,0,0,,,0,0,1,4,3,2,1,3,3,5,5,5,3,4,,7,7,1,1,7,7,1,4,7,7,4,7,3,6,6,4,6,6,1,7,7,4,5,7,4,7,4,3,7,1,7,2,7,4,4,1,1,7,7,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,2,5,0,0,0,0,0,0,2,2,2,2,2,2,2,1,3,2,1,14,2,51.36669922,12.38330078,-1,7,7,4,5,7,1,75,7,4,31,73,27,-7.03912,1.71639,-2.18259,1.92232,-2.26686676,0.552743445,-0.702877735,0.619060807,0,1,0,0,0
R_a30rbsq75e58Hbf,Default Response Set,Anonymous,,,91.14.79.153,0,03MAY16:12:46:00,03MAY16:12:55:00,1,400677,2,0,1,,0,0,0,0,,,1,0,0,5,1,1,1,1,3,5,5,5,1,4,,7,6,5,3,7,6,2,2,2,6,6,3,2,4,5,6,6,2,4,7,7,7,7,3,4,5,6,2,4,7,4,2,7,6,5,3,5,6,4,6,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,2,2,3,2,5,0,0,0,0,0,0,1,4,4,3,4,5,2,1,5,2,2,26,3,49.4954071,10.94439697,-1,5,6,6,6,4,5,66,5,4,21,83,31,-3.89298,-2.48072,-3.3683,1.12702,-1.25368895,-0.798887035,-1.084721855,0.362943688,0,1,0,0,0
R_6L6GL1y8zRVt7Dv,Default Response Set,Anonymous,,,193.81.61.108,0,03MAY16:12:36:00,03MAY16:12:56:00,1,800100,2,0,1,,0,0,0,0,,1,0,0,0,6,2,2,1,2,4,5,5,5,3,2,,7,7,4,2,5,6,2,4,6,6,6,5,3,5,6,5,6,5,2,4,7,6,7,3,4,7,6,2,6,1,6,2,6,6,6,3,5,5,5,1,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,3,3,3,1,3,7,6,7,2,6,7,2,3,2,3,4,3,1,1,4,1,0,38,3,48.33580017,14.23469543,-1,6,6,4,5,6,5,73,5,4,24,86,22,-6.05662,-4.25257,-3.90626,-1.0794,-1.950464057,-1.369490729,-1.257965619,-0.347608221,0,1,0,0,0
R_bPoNh7iQRx67qfz,Default Response Set,Anonymous,,,91.46.91.13,0,03MAY16:12:52:00,03MAY16:12:59:00,1,400706,2,0,1,,1,0,0,0,,,0,0,0,5,2,1,3,1,3,5,0,5,3,4,,6,6,3,3,3,6,2,5,7,5,6,5,3,4,5,5,7,5,2,5,5,6,5,4,4,5,6,3,5,4,5,2,5,5,3,4,4,5,5,1,,,,5,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,2,1,1,3,4,3,3,3,4,3,3,3,3,3,3,3,2,1,4,2,1,28,5,51.38330078,8.083297729,-1,5,6,3,5,6,4,63,4,4,23,78,22,-4.9545,-0.78513,-5.77354,1.61634,-1.595539124,-0.252841989,-1.859301434,0.520523506,0,1,0,0,0
R_eR5xHc14Kmdl7qB,Default Response Set,Anonymous,,,178.12.123.46,0,03MAY16:12:48:00,03MAY16:13:00:00,1,400683,2,0,1,,0,0,0,0,,,0,0,1,5,3,1,3,1,4,5,5,5,3,4,,6,6,4,4,6,6,3,3,6,6,6,4,4,5,5,5,4,5,4,5,5,4,6,4,2,6,6,4,4,4,5,2,6,4,5,5,5,4,4,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,1,2,5,0,0,0,0,0,0,3,4,4,4,4,4,2,1,4,3,2,23,2,50.93260193,11.58680725,-1,4,5,5,4,4,4,62,3,6,22,77,25,-3.80639,0.443621,-3.48223,2.81436,-1.225803647,0.142862986,-1.121411687,0.906331919,0,1,0,0,0
R_6KfoWemkJvDJq2F,Default Response Set,Anonymous,,,88.67.163.1,0,03MAY16:12:46:00,03MAY16:13:01:00,1,400675,2,0,1,,0,0,0,0,,,0,0,1,7,2,1,1,2,3,5,5,5,3,4,,5,6,3,5,7,6,3,4,5,6,7,5,3,5,5,5,6,5,3,5,3,4,6,4,4,5,5,4,5,2,5,2,5,5,5,4,4,5,4,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,1,1,2,5,0,0,0,0,0,0,4,3,4,3,4,4,1,5,4,2,1,45,2,49.46780396,11.06930542,-1,3,5,4,5,5,4,62,4,4,22,73,25,-3.41115,1.43789,-3.48775,1.76593,-1.0985212,0.463055758,-1.123189339,0.568697226,0,1,0,0,0
R_80a0RZgWHFDXxbf,Default Response Set,Anonymous,,,93.133.177.18,0,03MAY16:12:55:00,03MAY16:13:01:00,1,400733,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,2,1,4,5,5,5,3,4,,7,7,7,1,6,7,1,5,7,7,7,5,1,6,7,7,7,5,1,6,7,7,6,7,2,7,7,7,7,5,7,2,5,5,3,5,3,5,5,1,,,,5,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,1,2,3,1,1,5,0,0,0,0,0,0,2,3,3,3,4,4,2,2,1,1,0,17,4,48.1499939,11.58329773,-1,7,7,3,7,7,1,80,3,6,24,93,28,-3.02352,-1.77111,-2.11627,0.28476,-0.973689465,-0.570365385,-0.68152015,0.091703647,0,1,0,0,0
R_6xPTrX2DPM8tHc9,Default Response Set,Anonymous,,,88.70.155.255,0,03MAY16:12:44:00,03MAY16:13:01:00,1,400671,2,0,1,,0,0,0,0,,,0,0,1,7,4,2,3,1,3,5,5,5,5,4,,6,6,6,4,6,2,2,3,6,6,7,6,4,5,6,6,7,5,3,5,6,6,5,6,4,6,6,3,5,4,5,2,6,6,6,4,4,5,5,1,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,2,5,0,0,0,0,0,0,4,3,4,3,4,3,1,5,1,1,0,46,0,53.02749634,8.638504028,-1,4,6,5,4,5,2,65,4,4,23,83,26,-2.05743,-0.660419,-1.77376,3.41223,-0.662571412,-0.212680261,-0.571218786,1.098869001,0,1,0,0,0
R_6opGGG3OF6zKaFv,Default Response Set,Anonymous,,,93.199.66.229,0,03MAY16:12:56:00,03MAY16:13:01:00,1,400741,2,0,1,,0,0,0,0,,,0,0,1,5,1,1,2,2,3,5,5,1,2,4,,6,6,4,5,6,6,3,5,6,4,3,5,5,4,4,4,3,6,4,6,5,4,3,5,2,5,3,2,5,5,5,2,5,4,4,1,3,6,5,1,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,2,1,5,0,0,0,0,0,0,2,1,2,2,2,2,1,1,6,3,2,24,5,48.58900452,13.39709473,-1,3,5,3,3,4,3,52,7,6,30,64,25,-5.38174,-2.18099,-0.293852,1.15344,-1.733126799,-0.702362474,-0.09463162,0.371451942,0,1,0,0,0
R_4UtYtGzbd78U8vP,Default Response Set,Anonymous,,,91.55.219.152,0,03MAY16:12:58:00,03MAY16:13:06:00,1,400757,2,0,1,,0,0,0,0,,,0,0,1,5,2,1,1,1,3,5,5,5,3,4,,6,7,5,5,6,7,2,4,3,6,5,7,3,6,6,5,7,5,2,5,6,6,6,4,2,5,6,4,6,5,5,2,5,6,4,3,4,7,6,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,1,3,1,2,5,0,0,0,0,0,0,2,3,2,2,1,2,1,1,5,3,2,27,5,48.47540283,12.25430298,-1,3,6,4,5,6,4,67,5,6,29,81,29,-4.38181,4.45912,-3.55002,-1.33764,-1.411110968,1.436007755,-1.143242669,-0.430771411,0,1,0,0,0
R_egkRLk5X3aLy3Hv,Default Response Set,Anonymous,,,80.135.253.69,0,03MAY16:12:57:00,03MAY16:13:06:00,1,400745,2,0,1,,0,0,0,0,,,0,0,1,6,3,1,2,1,3,5,5,5,3,4,,4,5,7,3,5,4,1,1,5,7,4,5,1,7,7,7,7,4,1,5,5,6,7,5,4,7,5,2,7,4,7,2,3,5,7,4,3,4,2,1,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,3,3,2,1,1,5,0,0,0,0,0,0,4,5,4,4,5,4,2,1,3,1,0,40,2,49.01679993,12.09539795,-1,5,7,7,7,7,3,85,4,4,18,72,26,-6.00276,-2.62128,-4.18766,-0.55548,-1.93311907,-0.844152749,-1.348587218,-0.178885876,0,1,0,0,0
R_8eufM98t3mVNkeV,Default Response Set,Anonymous,,,88.65.188.47,0,03MAY16:12:54:00,03MAY16:13:06:00,1,400719,2,0,1,,0,0,0,0,,,0,0,1,5,1,1,1,1,1,5,5,5,2,4,,5,6,4,4,6,5,4,4,5,4,4,4,4,5,4,5,5,5,4,6,4,5,6,4,4,4,4,4,4,4,4,2,5,4,4,4,4,4,3,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,3,1,3,1,1,5,0,0,0,0,0,0,4,4,4,4,4,4,2,2,3,3,2,24,2,48,7.850006104,-1,4,4,4,4,4,4,54,4,4,20,68,26,-5.61856,1.13596,-3.97218,-1.51993,-1.809391927,0.365822711,-1.279194389,-0.489475786,0,1,0,0,0
R_eFnvqoCWoF1lGv3,Default Response Set,Anonymous,,,178.27.111.85,0,03MAY16:12:57:00,03MAY16:13:08:00,1,400751,2,0,1,,0,0,0,0,,,0,0,1,7,2,1,1,1,1,5,5,5,3,4,,6,6,6,5,5,6,2,5,3,5,5,6,5,5,5,5,7,6,2,5,6,5,6,3,2,6,5,3,6,3,5,2,4,6,6,2,5,6,5,6,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,1,2,1,2,5,0,0,0,0,0,0,3,3,3,3,3,2,2,5,5,4,3,42,3,48.24569702,12.68209839,-1,3,6,3,3,6,5,63,6,6,29,79,25,-9.02378,1.17772,-5.17061,1.60797,-2.906003439,0.379271034,-1.665134837,0.517828044,0,1,0,0,0
R_eM2gLgLrTyS0jbv,Default Response Set,Anonymous,,,80.226.24.4,0,03MAY16:12:59:00,03MAY16:13:12:00,1,400765,2,0,1,,0,0,0,0,,1,0,0,0,6,1,1,3,1,4,5,5,5,4,4,,7,7,2,1,5,6,2,2,6,6,7,6,2,6,6,6,7,2,2,5,6,7,5,6,6,6,7,1,6,5,6,2,6,6,7,4,3,3,5,1,,,,6,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,4,4,4,4,4,4,2,2,2,2,2,35,3,51,9,-1,7,6,6,6,6,2,75,4,2,16,85,26,-6.7439,-5.3706,-5.41089,-0.0373786,-2.171794591,-1.729539292,-1.742514218,-0.012037344,0,1,0,0,0
R_cN2QzYeE8uu26ON,Default Response Set,Anonymous,,,37.24.159.131,0,03MAY16:13:03:00,03MAY16:13:13:00,1,400776,2,0,1,,0,0,0,0,,,0,0,1,7,2,1,3,1,3,5,5,5,3,4,,7,7,3,3,3,7,2,3,2,6,3,4,2,6,7,6,7,2,2,5,6,6,6,7,4,7,6,1,7,6,7,2,6,4,3,2,2,6,6,1,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,1,3,7,7,7,7,7,7,2,2,2,2,2,2,2,2,1,1,0,44,3,51,9,-1,5,6,5,6,6,1,75,6,4,24,70,24,-7.58792,-0.0511761,-2.94334,1.3416,-2.44360142,-0.016480668,-0.947868428,0.432046683,0,1,0,0,0
R_0VCjJ9Fh7qU38Rn,Default Response Set,Anonymous,,,93.82.53.251,0,03MAY16:13:02:00,03MAY16:13:15:00,1,800113,1,1,1,1,1,0,0,0,,,0,0,0,4,2,2,1,1,3,5,5,5,3,2,,5,6,5,2,5,6,2,3,2,6,7,3,2,6,6,6,2,5,2,6,5,6,5,2,3,5,7,2,7,2,4,2,6,6,7,5,6,5,5,1,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,3,3,3,3,5,5,2,2,2,4,3,17,5,48.41670227,15.6000061,-1,6,6,5,6,6,6,75,3,5,23,78,21,-8.69995,-5.8845,-4.85475,0.117903,-2.801717753,-1.895034812,-1.563415797,0.03796929,0,1,0,0,0
R_3PExb3hWU1tEtHD,Default Response Set,Anonymous,,,89.13.183.58,0,03MAY16:13:00:00,03MAY16:13:16:00,1,400771,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,1,1,1,5,5,5,1,4,,7,6,2,5,5,2,3,5,6,5,6,7,3,6,5,6,7,5,7,6,7,7,5,5,2,5,7,2,3,1,2,2,5,2,6,5,8,6,6,1,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,1,1,2,4,3,2,4,2,5,4,1,2,2,2,2,3,2,3,2,3,2,13,2,49.83810425,8.218902588,-1,3,5,3,5,1,3,52,3,6,26,80,24,-3.78799,0.17762,-2.6815,2.5616,-1.219878141,0.057200456,-0.8635459,0.824933499,0,1,0,0,0
R_1AqKbEZK0LWxZ3f,Default Response Set,Anonymous,,,93.128.58.63,0,03MAY16:13:08:00,03MAY16:13:16:00,1,400788,2,0,1,,0,0,0,0,,,0,0,1,8,4,3,4,3,4,5,5,5,4,4,,7,7,7,3,1,7,4,3,5,5,6,3,4,5,5,7,7,7,2,2,6,6,2,2,2,4,7,3,5,3,6,2,4,7,7,1,5,7,7,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,2,1,2,1,1,5,0,0,0,0,0,0,4,2,2,1,4,4,2,5,1,1,0,51,2,49.3374939,6.930099487,-1,5,4,5,4,6,6,67,7,6,34,91,11,-5.91982,1.61287,-4.62077,0.107328,-1.906409208,0.519406032,-1.488065258,0.034563735,0,1,0,0,0
R_ekXWCVXT7ZuvM0J,Default Response Set,Anonymous,,,95.90.201.88,0,03MAY16:13:12:00,03MAY16:13:17:00,1,400796,2,0,1,,0,1,0,0,,,0,0,0,4,3,1,3,2,3,5,5,5,4,4,,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,3,3,2,1,3,5,0,0,0,0,0,0,3,3,4,4,4,4,2,1,4,2,1,15,2,53.08410645,8.827102661,-1,4,4,4,4,4,4,52,4,4,20,60,16,-6.04472,-0.403839,-4.29461,-0.273646,-1.946631801,-0.130051655,-1.383029222,-0.088124513,0,1,0,0,0
R_0AujOMi6dVUHy6N,Default Response Set,Anonymous,,,78.53.32.54,0,03MAY16:13:12:00,03MAY16:13:22:00,1,400795,2,0,1,,1,1,0,0,,,1,0,0,3,3,1,1,2,3,5,5,5,3,4,,7,7,2,4,6,3,3,4,6,4,5,6,4,5,7,6,6,6,4,7,6,6,4,6,4,6,5,1,6,5,6,2,6,7,4,5,4,5,4,1,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,2,1,1,4,4,3,3,3,4,4,2,4,3,3,4,2,2,1,2,2,1,5,2,52.51669312,13.3999939,-1,4,5,4,4,4,2,63,3,4,22,75,28,-5.2623,-1.42716,-3.55071,2.2131,-1.694662536,-0.459600286,-1.143464875,0.712703126,0,1,0,0,0
R_9mKiMn7OSQDWEOp,Default Response Set,Anonymous,,,95.90.187.82,0,03MAY16:13:19:00,03MAY16:13:25:00,1,400814,2,0,1,,0,1,0,0,,,1,0,0,3,3,2,2,2,1,5,5,5,3,4,,5,6,3,6,6,1,4,6,5,3,4,2,4,5,6,6,7,6,5,7,5,6,5,4,3,5,4,3,5,6,3,2,3,3,2,2,3,4,3,1,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,1,5,0,0,0,0,0,0,6,2,2,5,4,4,2,1,4,2,1,7,3,52.37950134,9.807495117,-1,2,4,2,4,3,4,52,6,5,24,60,26,-6.1804,2.57977,-1.05861,-0.127468,-1.990325967,0.830784936,-0.340913043,-0.041049587,0,1,0,0,0
R_aY1xz7pDbfKDIYR,Default Response Set,Anonymous,,,178.200.231.2,0,03MAY16:13:09:00,03MAY16:13:26:00,1,400787,2,0,1,,0,0,0,0,,,0,0,1,4,3,3,3,2,2,5,5,5,3,4,,7,7,1,5,7,1,1,3,5,6,4,5,3,7,7,7,7,7,1,7,7,5,7,2,3,7,7,1,7,5,7,2,6,7,7,1,4,7,6,2,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,2,7,7,7,7,7,7,3,2,3,3,4,3,1,1,2,1,0,19,5,51,9,-1,3,7,5,5,7,6,81,7,5,32,76,31,-6.52157,-4.89776,-3.99782,-0.00582429,-2.100195799,-1.577266667,-1.287451453,-0.001875645,0,1,0,0,0
R_1QQ70eAhyCLxjkF,Default Response Set,Anonymous,,,178.165.129.1,0,03MAY16:12:35:00,03MAY16:13:29:00,1,800099,2,0,1,,0,0,0,0,,,0,0,1,2,3,1,2,1,4,5,5,5,4,2,,5,7,4,4,5,7,4,4,7,4,6,7,4,4,4,4,7,4,4,7,7,5,7,4,3,6,6,1,6,6,5,2,7,5,5,2,4,6,2,2,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,1,3,2,3,1,5,0,0,0,0,0,0,2,2,2,2,5,5,2,1,2,1,0,5,3,48.19999695,16.36669922,-1,4,4,4,4,4,4,57,6,5,23,83,32,-7.02226,-1.84984,-2.66196,-0.0267375,-2.261437193,-0.595719466,-0.85725327,-0.008610501,0,1,0,0,0
R_578A0VZsCt1xf1j,Default Response Set,Anonymous,,,194.166.243.6,0,03MAY16:13:21:00,03MAY16:13:33:00,1,800122,2,0,1,,0,0,0,0,,,0,0,1,7,3,1,1,2,1,5,5,5,4,2,,6,6,5,2,5,6,1,4,7,6,6,5,2,7,6,6,6,4,3,5,7,6,5,2,4,6,5,3,7,2,6,2,6,6,4,4,4,4,3,1,,,,6,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,3,1,4,7,7,7,7,7,7,2,3,2,3,3,2,1,1,3,1,0,41,2,48.30000305,16.31669617,-1,6,7,4,6,5,6,78,4,4,19,83,22,-6.60988,-4.349,-4.93046,-1.0016,-2.128635008,-1.400544889,-1.587797322,-0.322553635,0,1,0,0,0
R_0jo8dXwVtC4z8pv,Default Response Set,Anonymous,,,84.60.108.62,0,03MAY16:13:26:00,03MAY16:13:35:00,1,400827,2,0,1,,1,0,0,0,,,0,0,0,4,3,1,1,1,3,5,5,5,3,4,,7,7,7,4,7,6,3,4,6,4,6,4,4,5,5,4,7,4,0,6,7,6,6,3,4,5,7,2,5,2,5,2,7,7,5,4,3,4,4,2,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,2,4,4,3,3,3,2,2,1,1,0,18,3,51.4967041,7.113601685,-1,4,5,4,4,8,5,63,4,4,20,90,25,-6.84026,-5.2143,-4.0622,-0.495146,-2.202826209,-1.679204694,-1.308184283,-0.159456013,0,1,0,0,0
R_3rWDPF9m21aL1c1,Default Response Set,Anonymous,,,79.211.3.183,0,03MAY16:13:28:00,03MAY16:13:35:00,1,400835,2,0,1,,0,0,0,0,,,0,0,1,8,1,1,2,1,2,5,5,5,2,4,,7,5,3,5,6,5,2,4,6,5,5,6,4,5,6,6,7,5,3,6,7,6,7,3,2,6,4,1,5,5,3,2,5,7,6,3,2,6,7,1,,,,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,1,2,5,0,0,0,0,0,0,2,2,1,2,1,2,1,2,4,4,3,51,2,49.97399902,8.050994873,-1,3,6,4,4,5,5,63,5,6,29,76,30,-4.31315,1.04239,0.427181,1.99674,-1.388999813,0.335689581,0.137568675,0.643026903,0,1,0,0,0
R_3CSwMflwLzekGln,Default Response Set,Anonymous,,,80.121.75.185,0,03MAY16:13:29:00,03MAY16:13:39:00,1,800125,2,0,1,,0,0,0,0,,,0,0,1,3,2,2,3,1,3,0,5,5,3,2,,7,6,4,3,7,7,1,4,6,7,6,5,5,6,5,5,5,4,2,5,6,6,6,2,6,6,6,2,7,4,7,2,6,4,4,4,5,3,5,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,3,3,5,0,0,0,0,0,0,4,4,4,4,3,5,2,4,4,4,1,6,3,48.13330078,14.44999695,-1,5,7,4,3,6,6,74,4,2,18,80,27,-6.39518,-2.2261,-4.8543,-2.3536,-2.059493369,-0.716889625,-1.563270879,-0.757949517,0,1,0,0,0
R_5mVKWTqjx3hO6Pz,Default Response Set,Anonymous,,,77.220.121.21,0,03MAY16:13:34:00,03MAY16:13:42:00,1,800130,2,0,1,,0,0,0,0,,,0,0,1,6,3,2,1,2,3,5,5,5,3,2,,6,7,3,5,5,5,1,1,7,7,7,4,1,7,7,7,6,5,1,4,7,7,6,6,6,7,4,2,7,5,7,2,7,7,6,3,1,5,5,1,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,2,7,7,7,7,7,7,3,3,1,3,3,3,1,4,4,2,1,39,3,48.17520142,14.02110291,-1,3,7,7,7,7,2,82,5,2,22,82,24,-6.55888,-6.52309,-4.86512,0.249166,-2.112211051,-2.100685298,-1.566755335,0.080241014,0,1,0,0,0
R_0cVqJnxMVS2oS7b,Default Response Set,Anonymous,,,46.125.249.12,0,03MAY16:13:33:00,03MAY16:13:43:00,1,800129,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,3,1,3,5,5,5,3,2,,5,5,5,4,5,4,2,3,3,7,4,4,3,7,7,6,6,3,2,5,5,5,6,4,4,7,4,2,7,4,7,2,5,6,5,4,2,6,4,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,5,0,0,0,0,0,0,4,4,4,3,4,4,1,1,0,3,1,36,3,48.19999695,16.36669922,-1,4,6,5,5,6,4,78,4,4,21,66,24,-7.12929,-4.24339,-3.40447,-2.28994,-2.29590496,-1.366534416,-1.096369983,-0.737448554,0,1,0,0,0
R_72qUs7OAs1U1VtP,Default Response Set,Anonymous,,,88.153.6.240,0,03MAY16:13:33:00,03MAY16:13:46:00,1,400844,2,0,1,,0,1,0,0,,,0,0,0,3,2,1,1,1,5,5,5,5,2,4,,2,5,5,3,5,4,3,4,4,4,5,5,4,4,4,4,5,4,4,5,4,3,5,3,3,5,6,3,5,3,4,2,5,5,5,2,5,5,3,1,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,1,5,0,0,0,0,0,0,2,3,3,3,3,3,2,4,1,2,1,9,4,51,9,-1,5,5,4,4,4,5,57,6,5,23,66,23,-4.39444,-1.96122,-3.05874,2.86811,-1.415178313,-0.6315881,-0.985031656,0.923641481,0,1,0,0,0
R_6P8TAtjnPRkhAax,Default Response Set,Anonymous,,,79.251.67.221,0,03MAY16:12:53:00,03MAY16:13:47:00,1,400715,2,0,1,,0,0,0,0,,,0,0,1,6,3,1,1,3,3,5,5,5,5,4,,7,6,5,2,5,6,1,2,7,6,7,4,3,6,7,6,7,4,2,5,6,7,5,2,4,6,7,4,5,1,7,2,6,7,7,4,4,4,4,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,3,5,0,0,0,0,0,0,4,4,4,4,4,4,2,2,3,2,1,31,2,51.19999695,6.433303833,-1,6,7,6,5,6,6,79,4,4,20,93,20,-4.41171,-1.75777,-3.69904,-1.83542,-1.420739915,-0.566069393,-1.191232827,-0.591075673,0,1,0,0,0
