V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apple,Q2_4_5,Q2_4_loquat,Q2_4_rambutan,Q2_4_mangosteen,Q2_4_peach,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_1,Q7_1_2,Q7_1_3,Q7_1_4,Q7_1_5,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q10_2_1,Q10_2_2,Q10_2_3,Q10_2_4,Q10_2_5,Q10_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seed,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_9t8Yho6ANSmfHCJ,Default Response Set,Anonymous,,,188.22.251.68,0,03MAY16:12:43:00,03MAY16:12:53:00,1,800103,2,0,1,,0,0,0,0,,,0,0,1,5,1,1,3,1,3,5,5,5,3,2,,6,7,5,2,7,6,2,2,6,5,6,7,5,5,6,6,7,5,2,6,6,6,6,2,4,6,7,3,6,4,6,2,7,5,6,4,4,5,3,1,,,,0,0,0,0,2,2,3,3,3,7,1,0,0,3,3,3,3,3,3,2,3,1,2,7,7,7,7,7,7,4,3,3,3,4,4,2,1,3,2,1,21,5,48.51669312,15.48330688,-1,6,6,6,3,6,6,73,4,4,21,87,30,-3.90128,-4.03456,-4.55749,-1.57676,-1.424854457,-1.473531968,-1.664520347,-0.575875998,0,0,0,1,0
R_7ZIq2fY7YCBRs6F,Default Response Set,Anonymous,,,77.8.172.78,0,03MAY16:12:45:00,03MAY16:12:56:00,1,400673,2,0,1,,0,0,0,0,,,0,0,1,3,3,2,3,3,3,5,5,5,3,4,,5,2,5,3,5,5,3,3,5,4,3,6,3,5,5,5,6,5,4,5,4,3,5,3,2,5,3,2,5,2,5,2,3,5,3,1,2,6,7,1,,,,0,0,0,0,3,2,3,3,2,3,1,0,0,2,2,2,2,1,2,1,1,2,5,0,0,0,0,0,0,2,2,2,0,2,4,1,7,1,4,1,6,1,51.53329468,9.933303833,-1,5,5,5,5,4,5,63,7,6,31,56,23,-3.51317,-0.308264,-0.0421446,0.943124,-1.28310604,-0.112586468,-0.015392364,0.344454752,0,0,0,1,0
R_066cRpvsOETgDe5,Default Response Set,Anonymous,,,109.90.212.98,0,03MAY16:12:52:00,03MAY16:13:00:00,1,400704,2,0,1,,0,0,0,0,,,0,0,1,6,3,1,2,1,3,5,5,5,3,4,,3,6,4,2,5,3,1,3,7,7,5,6,3,5,5,6,7,4,2,5,6,7,4,4,2,5,4,4,6,3,6,2,4,6,4,2,3,5,5,1,,,,0,0,0,0,2,2,3,2,2,4,1,0,0,2,3,3,3,2,3,1,1,3,5,0,0,0,0,0,0,5,5,4,5,3,4,1,1,4,4,2,36,2,51,9,-1,6,7,5,5,6,4,73,6,6,26,73,23,-3.77537,-0.159744,-3.05868,-0.996916,-1.378868672,-0.05834289,-1.117113827,-0.364101066,0,0,0,1,0
R_bC9EhIMxhW21dM9,Default Response Set,Anonymous,,,95.90.224.186,0,03MAY16:12:37:00,03MAY16:13:00:00,1,400632,2,0,1,,0,0,0,0,,,0,0,1,6,3,4,3,4,4,5,5,5,4,4,,6,6,5,4,6,4,1,3,5,6,5,5,4,6,6,6,6,5,3,7,6,6,6,3,3,5,4,4,5,4,6,2,7,5,2,4,3,6,4,1,,,,0,0,0,0,3,3,3,3,3,3,1,0,0,2,2,2,1,2,1,2,1,2,5,0,0,0,0,0,0,3,4,4,3,5,2,1,6,1,2,1,34,2,53.12669373,8.23840332,-1,4,7,5,4,5,5,70,4,5,24,74,28,-4.80221,3.55198,-2.63149,0.851481,-1.753898803,1.297280517,-0.961092322,0.310984215,0,0,0,1,0
R_7QIsMHsOea2emtD,Default Response Set,Anonymous,,,178.9.201.1,0,03MAY16:12:50:00,03MAY16:13:01:00,1,400696,2,0,1,,0,0,0,0,,,0,0,1,6,3,1,3,1,5,5,5,5,3,4,,6,7,4,2,6,6,1,1,7,1,7,5,2,7,0,7,7,4,1,5,7,7,4,1,5,7,6,4,6,5,6,2,6,6,6,4,4,4,4,1,,,,0,0,0,0,2,2,3,3,2,4,1,0,0,3,3,3,1,1,3,3,3,1,5,0,0,0,0,0,0,4,5,5,5,5,4,2,2,2,1,0,40,2,51.44569397,7.010299683,-1,6,7,7,6,7,7,74,4,3,19,90,25,-4.73418,-5.06845,-4.18902,-0.356259,-1.729052381,-1.851136953,-1.529944997,-0.130115558,0,0,0,1,0
R_8GIXwNsAluZ6vEF,Default Response Set,Anonymous,,,78.42.182.127,0,03MAY16:12:54:00,03MAY16:13:03:00,1,400722,2,0,1,,0,0,0,0,,,0,0,1,6,4,3,1,1,4,5,5,5,3,4,,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,7,4,4,4,4,4,4,1,4,2,4,4,4,4,4,4,4,1,,,,0,0,0,0,2,2,2,2,2,4,1,0,0,3,3,2,3,3,3,3,1,3,5,0,0,0,0,0,0,4,4,4,4,4,4,1,5,4,2,1,37,2,48.63330078,9.649993896,-1,4,4,4,4,4,4,52,4,4,20,60,20,-4.19785,-0.946771,-4.24982,-0.840739,-1.533169955,-0.345786736,-1.552150824,-0.307060942,0,0,0,1,0
R_3addqdvUtjilJml,Default Response Set,Anonymous,,,178.5.237.46,0,03MAY16:12:53:00,03MAY16:13:03:00,1,400712,2,0,1,,0,0,0,0,,,0,0,1,2,2,1,3,1,1,5,5,5,2,4,,5,7,3,5,7,7,3,4,6,5,5,6,4,5,5,6,7,5,4,7,6,7,7,2,5,5,6,1,5,5,5,2,7,6,5,5,3,5,4,2,,,,0,0,0,0,2,1,3,2,2,5,1,0,0,2,3,3,2,1,3,2,3,1,5,0,0,0,0,0,0,2,2,2,2,2,3,2,4,3,2,1,4,1,52.51669312,13.3999939,-1,3,5,4,4,4,6,62,3,3,20,81,32,-5.22075,-2.25132,-1.85617,-0.503823,-1.90676109,-0.822243811,-0.677924193,-0.184009978,0,0,0,1,0
R_eEgZKjRTBrSMn7D,Default Response Set,Anonymous,,,79.245.36.236,0,03MAY16:12:56:00,03MAY16:13:05:00,1,400737,2,0,1,,0,0,0,0,,,0,0,1,4,2,2,3,1,2,5,4,5,3,4,,5,7,6,2,6,7,2,4,7,5,7,5,4,5,5,6,7,4,4,6,6,5,4,3,3,6,7,2,7,2,5,2,6,7,5,2,5,5,4,1,,,,0,0,0,0,3,3,3,3,3,7,1,0,0,3,2,3,1,1,2,2,2,1,5,0,0,0,0,0,0,3,2,3,2,4,4,2,2,4,2,1,16,5,52.53900146,13.42399597,-1,6,6,4,4,4,5,68,6,5,24,89,23,-5.92236,-5.14651,-1.76967,1.28676,-2.163008305,-1.879646606,-0.646332021,0.469960044,0,0,0,1,0
R_817HgoI6wqt4XBz,Default Response Set,Anonymous,,,93.218.247.15,0,03MAY16:12:52:00,03MAY16:13:06:00,1,400709,2,0,1,,0,0,0,0,,,0,0,1,6,1,1,1,1,3,5,5,5,3,4,,6,6,6,3,6,5,2,3,4,6,5,5,3,6,6,6,7,4,6,6,6,6,5,4,4,6,7,4,5,5,6,2,6,5,7,4,2,4,5,1,,,,0,0,0,0,2,2,3,2,2,4,1,0,0,3,3,2,3,3,1,2,3,1,3,6,4,6,6,6,6,4,4,4,4,4,4,0,1,6,3,1,32,2,51.75,14.25,-1,5,6,5,5,2,4,68,4,4,21,82,27,-4.8743,-0.978291,-3.01021,-0.834791,-1.780228048,-0.357298705,-1.099411253,-0.304888569,0,0,0,1,0
R_80WwG7yxbIA2pFP,Default Response Set,Anonymous,,,37.49.67.247,0,03MAY16:12:59:00,03MAY16:13:08:00,1,400766,2,0,1,,1,0,0,0,,,0,0,0,2,2,1,2,1,3,5,5,5,3,4,,5,5,4,5,7,3,5,4,3,5,5,6,4,5,5,5,3,5,4,7,6,5,6,5,3,3,5,5,5,6,5,2,3,5,5,3,3,5,5,1,,,,0,0,0,0,3,2,4,2,3,1,1,0,0,2,1,2,1,1,1,2,1,1,5,0,0,0,0,0,0,3,2,2,2,3,2,2,2,1,3,1,5,3,48.44900513,9.053207397,-1,3,3,4,4,4,3,54,5,5,25,65,32,-4.59015,-0.422715,-3.98965,1.67751,-1.676448675,-0.154387112,-1.457129605,0.612672661,0,0,0,1,0
R_2hlk0h5ci8TAiTb,Default Response Set,Anonymous,,,84.119.203.14,0,03MAY16:12:55:00,03MAY16:13:09:00,1,400728,2,0,1,,0,0,0,0,,,0,0,1,6,1,1,3,1,2,5,5,5,3,4,,2,6,4,4,7,6,5,3,3,5,6,6,4,4,5,5,5,5,4,6,5,2,7,5,2,5,6,4,5,4,5,2,5,6,6,2,4,5,4,1,,,,0,0,0,0,3,3,3,3,3,5,1,0,0,2,1,2,1,1,1,2,1,1,5,0,0,0,0,0,0,3,3,3,3,4,4,2,1,6,2,1,32,5,51,9,-1,4,3,5,4,4,3,57,6,6,26,70,30,-4.32197,-0.159652,-4.70939,1.1362,-1.578501983,-0.058309289,-1.719998393,0.414971403,0,0,0,1,0
R_3kIziwPnpL0zQEJ,Default Response Set,Anonymous,,,178.27.86.118,0,03MAY16:13:02:00,03MAY16:13:10:00,1,400773,2,0,1,,0,0,0,0,,,0,0,1,2,3,3,3,3,3,5,5,5,3,4,,5,6,3,3,2,5,1,3,5,5,6,1,5,6,5,6,7,6,6,3,7,6,4,3,1,5,6,2,5,1,4,2,5,6,5,1,2,5,2,1,,,,0,0,0,0,3,3,3,3,3,3,1,0,0,3,1,3,2,1,2,1,3,1,5,0,0,0,0,0,0,3,2,2,2,2,3,1,4,1,2,1,5,2,48.1381073,11.61470032,-1,5,7,5,3,2,5,63,7,7,27,76,11,-2.03998,-5.48709,-0.564553,0.578353,-0.745056647,-2.004035763,-0.20619024,0.211230378,0,0,0,1,0
R_1GnRHBrUOKalUbP,Default Response Set,Anonymous,,,84.61.87.206,0,03MAY16:11:51:00,03MAY16:13:11:00,1,400481,0,0,1,,0,0,0,0,,,0,0,1,4,3,1,1,1,3,5,5,5,3,4,,4,6,6,3,6,6,1,3,5,6,6,5,4,7,6,7,7,5,3,5,6,6,5,3,2,6,6,2,6,4,6,2,6,5,4,6,5,5,5,1,,,,0,0,0,0,2,2,3,3,3,4,1,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,4,4,4,4,4,4,2,1,4,4,3,12,3,51.25,6.383300781,-1,5,7,5,4,5,5,75,2,6,23,80,25,-6.37497,-5.26039,-4.88489,0.364005,-2.328313891,-1.921238705,-1.784095806,0.13294461,0,0,0,1,0
R_cOsy8JFMpo07UHz,Default Response Set,Anonymous,,,178.26.180.67,0,03MAY16:13:05:00,03MAY16:13:13:00,1,400780,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,3,1,5,5,5,5,5,4,,7,7,4,4,6,6,1,3,7,7,6,6,2,7,6,7,7,5,2,7,7,7,6,2,4,6,4,1,7,2,7,2,6,7,5,5,1,6,4,1,,,,0,0,0,0,3,3,3,2,3,7,1,0,0,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,3,3,3,3,3,3,1,4,5,4,1,12,4,49.01429749,12.1427002,-1,4,7,5,6,6,6,81,3,4,22,82,27,-4.94492,-3.89887,-5.19486,0.00121117,-1.806020409,-1.423974259,-1.897305352,0.000442353,0,0,0,1,0
R_befoIx9v8E58hYp,Default Response Set,Anonymous,,,95.90.242.165,0,03MAY16:12:56:00,03MAY16:13:15:00,1,400734,2,0,1,,0,0,0,0,,,0,0,1,6,3,2,3,2,5,5,5,5,3,4,,6,5,3,4,6,3,3,3,6,5,4,5,3,5,5,6,7,5,2,7,5,6,5,3,3,5,7,2,6,2,6,2,6,6,7,3,3,5,5,1,,,,0,0,0,0,4,2,3,3,2,6,1,0,0,2,3,2,1,1,1,2,1,1,5,0,0,0,0,0,0,3,3,3,3,4,3,2,1,4,2,1,32,2,52.51669312,13.3999939,-1,4,5,5,5,6,5,68,5,5,25,76,25,-6.16031,0.102581,-4.42723,0.892858,-2.249914172,0.037465395,-1.616945822,0.32609623,0,0,0,1,0
R_0VwoPv4bQqD0sm1,Default Response Set,Anonymous,,,193.81.137.60,0,03MAY16:13:09:00,03MAY16:13:16:00,1,800117,2,0,1,,0,0,0,0,,,0,0,1,5,1,1,1,1,2,5,5,5,2,2,,5,5,5,2,4,5,2,2,3,5,6,5,3,5,6,5,7,5,2,4,5,5,3,2,4,7,6,5,6,2,6,2,5,5,5,1,5,5,5,1,,,,0,0,0,0,1,1,3,3,3,7,1,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,5,4,5,5,4,4,1,1,6,2,1,27,2,48.21899414,16.49499512,-1,6,6,6,5,6,6,75,7,4,26,77,18,-5.02433,-4.6472,-4.83802,0.184922,-1.835023119,-1.697284899,-1.766977597,0.067538586,0,0,0,1,0
R_bHs0CDf46C3TU9L,Default Response Set,Anonymous,,,178.190.16.99,0,03MAY16:12:55:00,03MAY16:13:19:00,1,800107,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,2,1,3,5,5,5,3,2,,7,7,6,3,7,7,1,1,5,6,7,3,1,7,7,7,7,7,1,7,7,7,7,7,1,7,7,1,1,1,1,2,7,7,7,1,3,6,5,1,,,,0,0,0,0,1,1,1,1,1,3,1,0,0,2,3,2,1,2,1,1,1,2,5,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,30,2,48.36000061,14.25849915,-1,5,7,7,7,7,1,70,7,7,32,92,25,-3.18268,4.01071,-5.35472,0.712225,-1.162402028,1.464821294,-1.955690609,0.260124104,0,0,0,1,0
R_25Flipefwi1JltP,Default Response Set,Anonymous,,,95.91.200.112,0,03MAY16:13:17:00,03MAY16:13:23:00,1,400808,2,0,1,,0,0,0,0,,,0,0,1,4,3,5,2,2,2,5,5,5,3,4,,7,6,5,4,7,5,2,4,5,5,5,6,4,4,4,4,4,4,4,7,5,4,7,4,4,4,5,3,4,5,4,2,5,5,5,4,4,5,4,1,,,,0,0,0,0,1,3,3,3,2,7,1,0,0,3,3,3,1,1,3,2,3,1,4,7,6,6,7,4,4,2,2,4,3,4,4,2,1,3,1,0,20,4,49.24310303,6.975692749,-1,4,6,4,4,4,4,55,4,4,21,73,32,-4.94254,-4.39495,-5.19033,0.0412543,-1.805151168,-1.605156281,-1.895650872,0.015067202,0,0,0,1,0
R_6ffuhBs0GrYpl09,Default Response Set,Anonymous,,,88.117.163.98,0,03MAY16:13:19:00,03MAY16:13:27:00,1,800120,2,0,1,,0,0,0,0,,,0,0,1,5,2,1,1,1,1,5,5,5,2,2,,7,7,6,4,7,7,1,4,5,7,7,4,2,7,7,7,7,2,4,7,7,7,7,2,6,5,7,2,5,5,6,2,6,7,7,3,5,4,4,1,,,,0,0,0,0,1,1,1,1,1,4,1,0,0,2,3,2,1,1,1,1,1,1,5,0,0,0,0,0,0,3,2,3,2,2,2,2,1,5,4,2,27,2,48.19999695,16.36669922,-1,4,7,4,6,4,6,75,5,2,17,94,30,-3.27409,0.410487,-4.07347,0.781314,-1.195787467,0.149921111,-1.487742968,0.285357302,0,0,0,1,0
R_9G3G0CUMrmxypNP,Default Response Set,Anonymous,,,95.90.214.199,0,03MAY16:13:20:00,03MAY16:13:29:00,1,400817,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,1,1,3,5,5,5,3,4,,6,6,4,4,5,5,3,3,5,4,6,5,6,4,4,4,7,4,4,5,5,5,4,4,4,4,4,5,5,2,4,2,5,5,4,5,4,5,4,1,,,,0,0,0,0,3,3,3,3,3,4,1,0,0,2,3,3,2,1,2,1,1,1,5,0,0,0,0,0,0,3,3,4,4,4,4,2,6,3,2,1,11,2,51.05000305,13.75,-1,4,5,5,2,4,4,53,3,4,20,76,21,-3.42031,-1.16657,-1.62517,0.336403,-1.249191021,-0.42606336,-0.593556658,0.122863602,0,0,0,1,0
R_77XfrO87Vdsyb65,Default Response Set,Anonymous,,,95.91.201.49,0,03MAY16:13:19:00,03MAY16:13:29:00,1,400812,2,0,1,,0,0,0,0,,,0,0,1,8,2,2,3,1,4,5,5,5,2,4,,6,6,3,3,7,4,2,2,6,6,6,4,3,6,6,7,7,4,2,6,7,6,7,2,4,6,6,4,6,2,6,2,4,5,4,5,3,5,5,1,,,,0,0,0,0,2,2,2,2,2,4,1,0,0,2,2,2,1,1,1,2,1,1,5,0,0,0,0,0,0,4,4,4,4,4,6,2,5,1,1,0,51,2,49.28329468,7.116699219,-1,5,6,6,5,6,6,77,3,4,21,77,26,-6.06569,-0.404063,-2.71365,0.970178,-2.215356352,-0.14757489,-0.991099408,0.354335615,0,0,0,1,0
R_bPMSfgLUf5Lrmst,Default Response Set,Anonymous,,,188.107.86.59,0,03MAY16:11:53:00,03MAY16:13:31:00,1,400494,2,0,1,,0,0,0,0,,,0,0,1,4,1,1,1,1,2,5,5,5,2,4,,7,6,4,5,7,7,4,4,6,4,6,4,6,4,3,3,7,5,4,7,7,6,4,4,2,4,7,7,5,7,5,2,7,4,7,1,4,6,6,1,,,,0,0,0,0,1,1,1,1,2,4,1,0,0,2,2,1,1,2,1,2,2,2,5,0,0,0,0,0,0,2,1,1,1,2,1,1,1,6,4,3,15,4,50.18780518,8.663192749,-1,3,4,4,2,4,4,49,7,6,30,92,29,-2.89227,0.763258,-1.18727,0.578148,-1.056336331,0.278762756,-0.433623567,0.211155507,0,0,0,1,0
R_a2Gda5BLjZHil9P,Default Response Set,Anonymous,,,93.196.143.24,0,03MAY16:13:25:00,03MAY16:13:36:00,1,400824,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,2,1,3,5,5,5,3,4,,6,7,4,2,5,5,2,2,5,6,6,5,4,6,6,6,7,4,3,4,7,7,5,2,3,6,6,2,6,4,6,2,7,7,6,3,4,5,5,1,,,,0,0,0,0,3,2,3,2,3,6,1,0,0,2,3,2,1,1,3,2,1,1,5,0,0,0,0,0,0,3,2,3,2,3,2,2,3,5,3,2,15,2,50.96670532,12.94999695,-1,6,6,6,4,5,6,75,5,5,24,86,23,-5.37473,-0.757603,-4.47728,0.433177,-1.962998809,-0.276697394,-1.635225455,0.158208121,0,0,0,1,0
R_8qDejkJoH3eF1TD,Default Response Set,Anonymous,,,80.108.124.25,0,03MAY16:13:32:00,03MAY16:13:40:00,1,800127,2,0,1,,0,0,0,0,,,0,0,1,6,3,1,1,2,3,5,5,5,5,2,,7,7,2,3,5,7,1,2,6,7,6,4,3,6,7,7,6,5,3,7,6,7,5,2,2,6,7,2,6,2,6,2,6,6,6,2,3,5,6,1,,,,0,0,0,0,2,2,2,2,2,7,1,0,0,3,3,3,1,1,3,2,3,1,4,7,7,7,7,4,7,2,2,4,2,4,4,2,1,4,2,1,32,2,48.19810486,16.39480591,-1,5,7,6,5,5,6,79,6,6,28,84,23,-5.24203,-4.65387,-4.03926,0.112719,-1.91453313,-1.699720966,-1.475248537,0.04116807,0,0,0,1,0
R_eEymOaLIzei1VHf,Default Response Set,Anonymous,,,178.203.234.1,0,03MAY16:13:34:00,03MAY16:13:41:00,1,400845,2,0,1,,0,0,0,0,,,0,0,1,8,1,3,3,2,4,5,5,5,3,4,,6,7,6,3,7,7,2,6,7,1,7,4,2,6,6,6,6,5,3,6,7,6,7,6,3,6,6,2,6,3,6,2,7,4,6,3,6,5,5,1,,,,0,0,0,0,2,2,2,2,2,4,1,0,0,2,2,2,3,2,1,3,1,2,5,0,0,0,0,0,0,4,2,3,2,2,2,2,5,4,2,1,55,1,51,9,-1,5,6,2,6,5,2,63,5,5,25,90,27,-5.68346,3.70216,-2.23603,-0.437929,-2.075755473,1.352130372,-0.816659484,-0.159943682,0,0,0,1,0
R_4Szdx5UBFeD4Ryl,Default Response Set,Anonymous,,,217.244.107.1,0,03MAY16:13:25:00,03MAY16:13:41:00,1,400825,2,0,1,,1,0,0,0,,,0,0,0,4,3,1,3,1,4,5,5,5,3,4,,5,7,6,2,4,7,2,2,7,6,7,4,3,5,4,6,7,6,2,5,5,5,3,4,1,6,7,2,6,1,7,2,7,7,7,2,7,6,2,1,,,,0,0,0,0,2,2,3,3,2,4,1,0,0,3,1,1,1,1,2,1,2,1,5,0,0,0,0,0,0,5,5,5,5,5,5,2,7,2,1,0,12,3,53.48390198,7.515106201,-1,6,6,6,5,6,4,73,6,7,27,93,17,-2.14497,-4.60375,-1.90895,1.06635,-0.783401874,-1.681415768,-0.697200897,0.389460267,0,0,0,1,0
R_1I9sKilEEkthxFX,Default Response Set,Anonymous,,,188.192.242.1,0,03MAY16:13:31:00,03MAY16:13:43:00,1,400839,2,0,1,1,1,0,0,0,,1,0,1,0,4,3,1,2,1,4,5,5,5,3,4,,6,6,2,5,7,6,2,4,4,5,6,6,6,4,6,5,7,5,5,7,6,6,4,6,3,4,4,2,5,5,5,2,7,6,6,2,4,6,6,1,,,,0,0,0,0,2,2,2,2,2,2,1,0,0,2,1,2,1,1,1,1,2,2,5,0,0,0,0,0,0,1,1,2,2,3,2,2,3,5,4,3,17,4,50.04420471,10.22669983,-1,3,6,4,2,3,2,54,6,5,28,78,29,-3.5344,-0.24197,-2.22033,2.41158,-1.290859818,-0.088374081,-0.810925413,0.880775159,0,0,0,1,0
R_1U46vWSsHGSV6WV,Default Response Set,Anonymous,,,93.202.82.165,0,03MAY16:13:32:00,03MAY16:13:50:00,1,400841,2,0,1,,0,0,0,0,,,0,0,1,8,2,2,1,1,1,5,5,5,4,4,,7,5,4,4,6,3,3,4,5,5,4,6,4,5,6,5,7,5,5,6,5,6,6,5,3,5,6,1,6,5,5,2,4,5,6,2,4,6,6,1,,,,0,0,0,0,2,1,2,2,2,3,1,0,0,3,3,2,1,2,1,3,1,2,5,0,0,0,0,0,0,4,4,3,4,3,4,2,5,1,1,0,61,2,49.49420166,10.78970337,-1,4,5,4,4,3,3,60,6,5,28,72,29,-5.51602,1.58715,-3.82901,-0.41071,-2.014601793,0.579670711,-1.398459471,-0.150002557,0,0,0,1,0
R_eKU66L3Palyrvud,Default Response Set,Anonymous,,,84.134.55.246,0,03MAY16:13:41:00,03MAY16:13:51:00,1,400858,2,0,1,1,0,0,0,0,,,0,0,0,3,3,2,2,2,3,5,5,5,3,4,,5,5,6,4,7,4,1,2,4,7,5,5,3,7,7,7,7,6,2,7,5,4,7,6,2,6,3,5,7,6,6,2,4,3,4,6,4,5,6,1,,,,0,0,0,0,3,3,3,3,3,4,1,0,0,2,2,2,1,1,1,2,1,1,5,0,0,0,0,0,0,2,3,4,3,4,4,2,3,5,3,2,10,2,50.58329773,8.566696167,-1,4,7,6,5,6,2,77,2,6,25,68,32,-5.99217,-0.0366036,-2.93374,1.08253,-2.188504832,-0.013368639,-1.071482312,0.395369647,0,0,0,1,0
R_0q95Q434hkkX8tD,Default Response Set,Anonymous,,,92.74.211.60,0,03MAY16:13:44:00,03MAY16:13:52:00,1,400865,2,0,1,,0,0,0,0,,,0,0,1,6,2,2,3,1,4,5,5,5,3,4,,5,6,5,2,5,6,2,2,5,6,6,4,2,6,6,6,5,4,6,5,5,5,4,6,4,6,6,3,6,4,6,2,6,5,6,4,6,4,4,1,,,,0,0,0,0,3,3,3,3,3,6,1,0,0,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,4,4,5,4,5,4,2,2,2,3,1,36,2,47.88560486,12.07440186,-1,6,6,6,6,2,2,70,4,4,20,80,22,-5.22819,-4.63449,-4.18532,0.0887095,-1.909478382,-1.692642859,-1.528593655,0.032399142,0,0,0,1,0
R_e9iL07RWoilkdQV,Default Response Set,Anonymous,,,46.5.0.142,0,03MAY16:13:44:00,03MAY16:13:56:00,1,400866,2,0,1,,1,0,0,0,,,0,0,0,4,2,1,3,1,2,5,5,5,3,4,,1,7,7,3,6,7,1,1,7,7,1,7,1,7,7,7,7,3,1,7,7,7,7,1,7,7,7,1,5,7,7,2,7,7,1,4,7,3,1,6,,,,0,0,0,0,2,1,2,1,1,2,1,0,0,2,2,2,2,2,1,1,1,2,5,0,0,0,0,0,0,1,2,2,1,1,2,2,1,3,2,1,15,2,49.40950012,8.693496704,-1,5,7,7,7,7,7,87,4,1,12,81,34,-3.02071,2.57057,-0.517031,0.217749,-1.103246141,0.938842667,-0.188833902,0.079527907,0,0,0,1,0
R_eM4j2Wx82hwyi7H,Default Response Set,Anonymous,,,93.210.82.97,0,03MAY16:13:54:00,03MAY16:14:00:00,1,400912,2,0,1,,0,0,0,0,,,0,0,1,7,3,1,1,1,4,5,5,5,1,4,,7,0,1,6,7,7,1,5,2,6,7,4,6,6,6,7,7,7,3,7,7,7,7,7,7,5,7,3,6,5,5,2,5,6,1,1,3,7,7,1,,,,0,0,0,0,1,1,1,1,1,4,1,0,0,2,2,2,2,2,1,2,1,2,3,4,4,4,4,4,4,2,2,2,2,2,2,2,1,5,2,1,42,3,48.67849731,10.14129639,-1,2,7,3,2,5,1,61,7,1,29,70,30,-4.24433,3.17682,-0.324974,0.162874,-1.550145726,1.160261795,-0.118689418,0.059486052,0,0,0,1,0
R_bCrHK0RhGJzlVQh,Default Response Set,Anonymous,,,149.172.208.2,0,03MAY16:13:51:00,03MAY16:14:00:00,1,400894,2,0,1,,0,0,0,0,,,0,0,1,6,3,2,1,1,1,5,5,5,3,4,,5,6,3,4,7,5,4,4,4,4,5,4,4,5,5,5,5,4,4,5,6,6,5,4,4,5,6,3,6,4,5,2,5,5,6,3,4,5,5,1,,,,0,0,0,0,3,3,3,2,3,7,1,0,0,3,3,3,1,1,3,3,3,1,5,0,0,0,0,0,0,4,3,3,3,4,4,2,2,3,5,4,33,3,48.58869934,10.20579529,-1,4,4,4,4,4,4,59,5,4,23,74,25,-5.83785,-5.03926,-4.50921,-0.442752,-2.132142935,-1.840475964,-1.646887167,-0.161705174,0,0,0,1,0
R_bPMedbea1Is8MqF,Default Response Set,Anonymous,,,37.201.171.20,0,03MAY16:13:51:00,03MAY16:14:01:00,1,400896,2,0,1,,0,0,0,0,,,0,0,1,5,3,2,2,2,2,5,5,5,4,4,,5,4,4,4,4,2,4,4,5,4,5,4,4,4,4,5,4,5,2,4,4,4,4,4,3,4,6,3,4,3,4,2,3,5,5,4,4,4,4,1,,,,0,0,0,0,3,3,3,3,3,4,1,0,0,2,2,2,2,1,1,1,1,2,5,0,0,0,0,0,0,2,3,3,2,3,2,2,1,6,2,1,22,5,51,9,-1,4,4,4,4,6,4,55,4,5,22,63,19,-2.42199,0.933361,-0.983826,0.998561,-0.884577176,0.340889037,-0.359320239,0.364701865,0,0,0,1,0
