V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apples,Q2_4_blueberries,Q2_4_feijoas,Q2_4_rambutan,Q2_4_loquat,Q2_4_peaches,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q3_8,Q3_8_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_iron,Q7_1_vitC,Q7_1_potassium,Q7_1_calcium,Q7_1_vitD,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q9_2_1,Q9_2_2,Q9_2_3,Q9_2_4,Q9_2_5,Q9_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_8_TEXT,Q11_9,Q11_10_1,Q11_10_2,Q11_10_3,Q11_10_4,Q11_10_5,Q11_10_6,Q11_10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seed,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_ebNKBbxPaanwjVH,Default Response Set,Anonymous,,,69.117.26.34,0,03MAY16:19:42:00,03MAY16:19:51:00,1,201071,2,0,1,0,,0,,,,0,0,,1,8,2,1,5,4,3,5,5,5,3,9,,4,1,3,5,1,1,3,3,4,3,2,6,6,1,1,3,1,5,4,1,4,1,2,5,3,4,1,1,5,1,5,2,1,5,2,3,2,6,5,1,,2,,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,4,3,3,3,2,4,4,4,4,4,4,4,4,2,5,6,2,1,33,58,2,,2,1,,,,,,,40.81069946,-73.04589844,-1,3,5,5,2,4,3,44,5,5,26,33,11,-2.23532,-0.740052,-1.21744,1.82442,-0.616243904,-0.20402114,-0.335629788,0.502964991,0,1,0,0,0
R_78QKPcwaBTcinmR,Default Response Set,Anonymous,,,24.38.3.30,0,03MAY16:19:11:00,03MAY16:19:55:00,1,201034,2,0,1,1,1,1,,,,0,0,,0,3,2,2,2,2,2,5,5,5,3,9,,5,5,3,4,7,4,3,3,4,4,4,7,3,5,4,5,7,4,4,7,4,4,7,4,4,5,3,5,5,7,5,2,4,5,4,5,4,4,3,2,,1,,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,1,3,2,2,5,0,0,0,0,0,0,4,4,4,7,7,7,2,1,2,4,1,33,7,2,,1,1,1,,,,,,40.69439697,-73.99060059,-1,4,5,5,5,4,4,60,3,4,18,65,35,-1.49034,0.0713727,-1.1042,-0.375199,-0.410864189,0.019676374,-0.304411234,-0.103436688,0,1,0,0,0
R_cOra4CoILM5huD3,Default Response Set,Anonymous,,,98.112.133.164,0,03MAY16:19:47:00,03MAY16:20:06:00,1,201074,2,0,1,0,,0,,,,0,0,,1,8,2,2,2,2,2,5,5,5,3,9,,4,4,4,4,4,2,3,3,4,4,4,1,4,4,5,5,2,3,2,4,4,4,7,3,5,5,4,4,5,1,4,2,1,4,3,6,3,2,2,1,,2,,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,4,4,4,4,4,4,1,5,4,2,1,5,54,3,,2,0,,,,,1,h,33.94140625,-117.9555054,-1,4,5,5,4,6,5,61,2,3,12,51,17,-5.2344,-4.67917,-3.58188,0.139273,-1.443044884,-1.289976374,-0.987470123,0.038395459,0,1,0,0,0
R_24vDuZM6GEEMkQd,Default Response Set,Anonymous,,,45.46.89.243,0,03MAY16:19:58:00,03MAY16:20:07:00,1,201085,2,0,1,0,,0,,,,0,0,,1,5,1,1,2,1,2,5,5,5,2,9,,4,5,3,4,6,4,3,4,4,5,4,4,4,4,5,5,4,5,4,6,4,5,6,4,4,5,3,4,4,2,4,2,5,5,5,2,4,5,4,3,,4,,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,1,1,1,5,0,0,0,0,0,0,4,3,3,3,5,4,2,1,2,4,4,20,24,2,,2,1,,,,,,,47.31629944,-68.30069733,-1,4,5,4,4,4,4,57,6,4,24,63,24,-3.67141,-0.907989,-1.78375,1.72059,-1.012152189,-0.25031883,-0.491752887,0.474340631,0,1,0,0,0
R_72it7bWgQACcUJL,Default Response Set,Anonymous,,,73.4.253.251,0,03MAY16:20:10:00,03MAY16:20:19:00,1,201095,2,0,1,0,,0,,,,0,0,,1,8,1,1,1,3,1,5,5,5,3,9,,5,5,6,4,1,6,3,5,4,4,5,2,4,4,4,4,5,5,3,1,5,5,5,3,3,4,5,4,4,1,4,2,5,6,5,3,3,6,4,1,,1,,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,3,3,2,1,3,4,3,4,4,4,4,2,3,2,2,2,3,2,5,1,1,0,7,51,4,,2,1,,,,,,,41.78999329,-72.87349701,-1,4,5,3,4,5,5,54,5,5,25,74,10,-5.99852,-2.16986,-3.03693,0.709366,-1.653701207,-0.598197572,-0.837235653,0.195561474,0,1,0,0,0
R_3RikEm2lAenK6LX,Default Response Set,Anonymous,,,99.99.3.129,0,03MAY16:20:15:00,03MAY16:20:23:00,1,201097,2,0,1,0,,0,,,,0,0,,1,8,2,1,2,1,3,5,5,5,3,9,,3,5,5,4,6,4,2,4,4,4,5,5,4,4,5,4,6,4,4,6,4,5,6,4,4,5,4,5,5,3,4,2,4,5,5,5,3,4,4,2,,1,,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,1,2,3,1,4,7,7,7,7,7,7,6,6,6,6,6,6,2,5,1,2,1,10,59,3,,2,1,,,,,,,26.94670105,-80.21700287,-1,4,6,4,4,4,4,57,3,4,19,67,26,-4.92353,-2.38435,-3.64143,0.189271,-1.357342729,-0.65732922,-1.003887157,0.052179151,0,1,0,0,0
R_0JS7tELwbUJCBiB,Default Response Set,Anonymous,,,74.79.118.74,0,03MAY16:20:22:00,03MAY16:20:26:00,1,201105,2,0,1,0,,0,,,,0,0,,1,7,4,4,4,4,4,5,5,5,4,9,,4,7,7,1,4,4,1,1,4,7,4,1,1,1,7,7,7,4,1,1,4,4,7,1,1,7,4,4,7,1,7,2,4,5,5,5,4,5,5,1,,5,none,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,5,0,0,0,0,0,0,1,1,1,1,1,1,1,5,1,1,0,33,50,3,,2,1,,,,,,,44.20379639,-76.09580231,-1,7,7,7,7,7,7,85,3,7,24,71,14,-5.23033,-4.52543,-2.61321,-2.16076,-1.441922847,-1.247592582,-0.720422459,-0.59568884,0,1,0,0,0
R_4MdJMMfGRD1Jk8J,Default Response Set,Anonymous,,,75.142.170.132,0,03MAY16:20:32:00,03MAY16:20:38:00,1,201118,2,0,1,0,,1,,,,0,0,,0,5,3,2,3,2,4,5,5,5,4,9,,1,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,6,5,3,4,4,4,4,4,3,4,4,3,4,4,4,2,4,5,4,1,3,5,5,1,,4,,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,5,0,0,0,0,0,0,4,4,4,4,4,4,2,1,3,3,1,45,27,2,,2,1,,,,,,,32.36940002,-96.78730011,-1,4,5,4,4,5,4,54,7,5,27,57,20,-5.30339,-2.53704,-3.14023,-2.34503,-1.462064383,-0.699423543,-0.8657139,-0.646489291,0,1,0,0,0
R_9vQiAq7b2To6MKx,Default Response Set,Anonymous,,,50.141.107.91,0,03MAY16:20:33:00,03MAY16:20:46:00,1,201122,2,0,1,0,,0,,,,0,1,,0,8,2,2,1,2,4,5,5,5,3,9,,7,7,4,4,6,6,0,0,0,0,8,0,4,5,6,6,7,4,3,5,7,7,7,3,5,5,5,2,5,1,5,2,7,7,6,4,6,4,4,1,,2,,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4,1,0,49,53,3,,2,1,,,,,,,47.30780029,-122.3177032,-1,4,8,8,4,5,5,66,4,3,19,86,19,-5.22548,-4.12316,-4.5391,-0.790746,-1.440585775,-1.136692829,-1.251361194,-0.217996708,0,1,0,0,0
R_6Ap0ZcujFIWPmwl,Default Response Set,Anonymous,,,70.127.158.92,0,03MAY16:20:40:00,03MAY16:20:48:00,1,201135,2,0,1,0,,0,,,,0,0,,1,4,2,1,1,1,2,5,5,5,2,9,,6,7,6,5,7,6,4,2,4,5,6,7,4,6,6,4,7,6,2,7,6,5,6,3,3,6,6,3,6,6,6,2,5,6,4,1,5,4,3,1,,1,,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,3,3,1,5,0,0,0,0,0,0,1,2,2,2,2,3,2,3,2,4,2,10,18,4,,2,1,,,,,,,28.08590698,-82.72669983,-1,3,4,6,4,6,5,67,7,5,25,82,33,-4.61929,-5.58578,-3.34481,-0.109416,-1.273468364,-1.539915034,-0.92211351,-0.030164336,0,1,0,0,0
R_3QavWcss7skjSE5,Default Response Set,Anonymous,,,174.22.126.253,0,03MAY16:20:49:00,03MAY16:20:57:00,1,201139,2,0,1,0,,0,,,,0,0,,1,7,3,2,2,2,4,5,5,5,3,9,,5,4,3,1,7,1,1,1,5,1,3,4,1,7,7,7,7,5,1,7,4,4,6,1,3,7,1,1,7,1,7,2,2,7,4,1,1,6,6,1,,4,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,4,4,4,7,4,4,4,4,4,4,4,4,4,2,5,1,1,0,16,45,2,,2,1,,,,,,,41.57980347,-90.625,-1,7,7,7,7,7,7,85,7,5,29,52,25,-1.62339,-0.181423,-0.55363,1.21451,-0.447544061,-0.050015576,-0.152627415,0.334822032,0,1,0,0,0
R_4190VVJ0pmp1vF3,Default Response Set,Anonymous,,,108.20.3.60,0,03MAY16:20:55:00,03MAY16:21:03:00,1,201144,2,0,1,0,,0,,,,0,0,,1,7,3,2,4,2,5,5,5,5,3,9,,7,7,2,5,1,3,3,1,6,7,3,4,5,5,6,6,7,6,6,5,6,6,5,6,7,7,2,3,7,1,7,2,4,7,5,1,3,5,6,1,,2,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,1,1,5,0,0,0,0,0,0,1,2,2,2,3,3,1,1,4,1,0,22,45,5,,2,0,,1,,,,,42.32209778,-71.13339996,-1,3,5,7,3,2,2,67,7,1,25,71,16,-2.92743,-0.490411,-2.4914,1.96925,-0.807048159,-0.135198893,-0.686841285,0.542892431,0,1,0,0,0
R_3Ug2EazQTWhHFYh,Default Response Set,Anonymous,,,216.114.107.167,0,03MAY16:20:59:00,03MAY16:21:10:00,1,201150,2,0,1,0,,0,,,,0,0,,1,4,3,3,3,3,3,5,5,5,3,9,,3,6,7,4,6,7,3,4,1,4,7,6,4,4,4,4,7,4,4,7,6,5,5,4,1,4,7,4,4,4,4,2,7,7,7,2,7,6,5,1,,4,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,3,2,2,5,2,2,2,2,2,4,2,2,2,2,3,4,2,1,14,19,3,,2,1,,,,,,,38.31190491,-90.15350342,-1,4,5,4,4,4,4,53,6,7,28,88,28,-1.15554,-0.461991,-0.64121,1.09115,-0.318564895,-0.127363929,-0.176771896,0.300813546,0,1,0,0,0
R_5jP0UT5HFIpuxFz,Default Response Set,Anonymous,,,24.205.90.102,0,03MAY16:21:15:00,03MAY16:21:24:00,1,201169,2,0,1,0,,0,,,,0,0,,1,8,1,2,1,2,4,5,5,5,3,9,,7,7,6,2,6,7,2,2,6,6,7,5,3,5,5,5,6,4,2,3,5,5,6,2,2,5,7,7,6,1,5,2,6,6,7,1,4,5,5,1,,1,,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,3,7,7,5,6,5,7,4,4,4,4,4,4,2,2,3,1,0,5,56,5,,2,1,,,,,,,34.17379761,-118.1701965,-1,6,6,6,5,6,6,72,7,6,27,93,21,-4.54838,-4.62106,-4.06051,-0.159645,-1.25391955,-1.273956326,-1.119421172,-0.044011711,0,1,0,0,0
R_begKOH5GTkxiTMV,Default Response Set,Anonymous,,,216.16.62.31,0,03MAY16:21:22:00,03MAY16:21:31:00,1,201180,2,0,1,0,,0,,,,0,0,,1,5,1,1,3,2,5,5,5,5,1,9,,6,6,5,1,7,4,1,1,5,7,5,6,1,7,7,7,7,6,1,7,7,7,7,1,4,7,3,1,7,4,7,2,5,4,5,2,4,5,6,1,,1,,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,1,1,2,3,2,2,1,43,24,3,,2,1,,,,,,,42.52409363,-96.49980164,-1,7,7,7,7,7,7,91,6,4,27,74,31,-3.61918,1.47293,-2.58302,0.825181,-0.997753168,0.406064516,-0.712099533,0.227489917,0,1,0,0,0
R_3mdg3YdmxJN2WVv,Default Response Set,Anonymous,,,75.109.76.148,0,03MAY16:21:26:00,03MAY16:21:37:00,1,201184,2,0,1,0,,0,,,,0,0,,1,5,1,1,1,1,1,5,5,5,1,9,,4,6,3,6,6,7,1,5,6,5,4,4,2,5,7,6,7,4,2,6,6,6,6,4,3,6,6,3,6,2,6,2,6,7,4,2,3,4,2,1,,4,,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,3,2,3,1,4,6,6,7,7,6,7,1,1,1,1,2,2,2,6,1,2,1,34,24,3,,2,1,,,,,,,35.58050537,-77.01270294,-1,2,7,3,6,6,4,69,6,5,21,78,24,-5.55202,-1.89983,-2.41371,0.695528,-1.530607913,-0.523754387,-0.665423328,0.191746546,0,1,0,0,0
R_25JDhBvzvJ7ii2N,Default Response Set,Anonymous,,,67.239.229.168,0,03MAY16:21:37:00,03MAY16:21:47:00,1,201199,2,0,1,0,1,1,,,,0,0,,0,5,3,1,3,3,3,5,5,5,3,9,,5,6,6,2,5,5,2,3,4,5,4,5,4,4,7,6,7,4,2,5,5,5,5,4,2,7,4,2,6,5,7,2,4,5,5,2,3,6,5,1,,3,,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,4,6,6,6,6,6,6,4,4,4,4,4,4,2,1,8,2,1,31,30,5,,2,0,,1,,,,,41.06669617,-74.81279755,-1,6,6,5,4,6,4,73,6,6,27,70,25,-5.12266,-3.55844,-3.48286,-0.270997,-1.412239857,-0.981008069,-0.960171807,-0.074709773,0,1,0,0,0
R_9Bpmtfef5PikSvX,Default Response Set,Anonymous,,,66.169.207.212,0,03MAY16:21:53:00,03MAY16:22:02:00,1,201215,2,0,1,0,1,0,,,,0,0,,0,6,3,2,2,3,3,5,5,5,4,9,,5,5,5,3,5,5,2,3,3,6,3,3,3,5,5,0,6,5,2,5,5,6,6,0,2,6,6,4,0,3,6,2,5,6,5,2,4,5,5,1,,1,,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,2,5,0,0,0,0,0,0,3,3,3,5,3,5,2,1,6,3,2,45,32,4,,2,1,,,,,,,32.85240173,-97.28800201,-1,5,6,5,5,6,8,63,6,6,27,73,22,-2.57417,0.0235222,-1.60668,3.1108,-0.709659722,0.006484715,-0.442937367,0.857600494,0,1,0,0,0
R_dhWiMDMmfKWhII5,Default Response Set,Anonymous,,,98.155.107.49,0,03MAY16:21:41:00,03MAY16:22:24:00,1,201203,2,0,1,0,,0,,,,0,0,,1,8,1,1,3,1,5,5,5,5,3,9,,4,4,4,4,4,4,4,4,4,4,4,3,0,3,4,3,5,5,3,4,4,6,6,5,5,5,3,3,4,4,4,2,4,4,4,3,4,5,5,7,c,5,local,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,3,1,1,5,0,0,0,0,0,0,4,4,4,4,4,4,2,5,2,2,1,12,53,2,,2,0,,1,,,,,21.32670593,-157.8166962,-1,4,4,4,8,5,3,55,5,3,23,61,21,-5.2739,-2.76352,-3.27541,-0.4227,-1.453934437,-0.761860652,-0.902980981,-0.116531995,0,1,0,0,0
R_9YtfvBi9yAZpiaV,Default Response Set,Anonymous,,,24.140.32.104,0,03MAY16:22:20:00,03MAY16:22:31:00,1,201244,2,0,1,0,,0,,,,0,0,,1,8,2,1,4,2,4,5,5,5,2,9,,2,6,4,4,5,3,3,4,4,6,4,3,4,5,5,4,4,3,3,4,4,6,6,4,4,5,4,4,5,1,5,2,5,7,5,4,6,4,4,3,,2,,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,2,2,1,36,68,2,,2,1,,,,,,,40.80769348,-81.97299957,-1,4,5,4,4,5,4,61,4,4,19,68,19,-1.78733,-0.217343,-0.810914,0.69627,-0.492739839,-0.059918177,-0.223556721,0.191951105,0,1,0,0,0
R_3QL1oSJ9LOiTDa5,Default Response Set,Anonymous,,,75.133.97.179,0,03MAY16:21:38:00,03MAY16:22:38:00,1,201201,2,0,1,0,,0,,,,0,0,,1,7,1,5,3,2,3,5,5,5,5,9,,1,2,1,5,2,1,2,5,1,3,2,1,5,5,3,5,2,6,6,2,1,1,6,2,1,3,2,1,5,1,2,2,1,5,1,1,1,7,7,1,,2,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,3,2,1,2,2,2,3,3,3,4,4,3,3,1,2,1,1,0,7,41,4,,2,1,,,,,,,41.46730042,-73.38829803,-1,3,6,3,3,2,6,49,7,7,34,23,12,-1.64799,0.0138809,-1.25378,0.901692,-0.454325909,0.003826754,-0.345648176,0.248582842,0,1,0,0,0
R_5tABk8F7AYbp6qF,Default Response Set,Anonymous,,,99.197.46.252,0,03MAY16:22:26:00,03MAY16:22:40:00,1,201253,2,0,1,0,,0,,,,0,0,,1,8,4,3,4,3,5,5,5,5,5,9,,4,7,7,3,1,5,1,3,4,5,7,5,3,4,5,5,7,4,4,1,7,7,3,2,5,6,4,3,5,1,5,2,7,7,6,4,5,4,4,1,,1,,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,3,3,3,1,5,0,0,0,0,0,0,3,2,4,2,3,4,2,5,1,2,1,15,51,7,s,2,1,,,,,,,43.23339844,-85.52390289,-1,5,7,5,5,4,6,67,4,3,19,87,11,-5.72318,-1.9914,-4.47903,0.194735,-1.577794135,-0.54899885,-1.234800804,0.053685493,0,1,0,0,0
R_6nbKmG65TyhDuFT,Default Response Set,Anonymous,,,96.61.219.191,0,03MAY16:22:46:00,03MAY16:22:57:00,1,201275,2,0,1,0,,0,,,,1,0,,0,7,2,2,2,2,3,5,5,5,3,9,,3,4,4,4,5,4,3,4,3,4,4,4,5,4,3,4,5,5,5,5,4,4,6,5,3,4,4,3,4,3,4,2,4,5,4,3,3,5,5,3,,4,,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,5,5,4,5,4,3,2,2,4,2,1,51,46,2,,2,1,,,,,,,44.02900696,-87.91149902,-1,4,5,4,3,3,3,49,5,5,25,58,23,-5.39979,-5.43184,-4.50031,0.026955,-1.488640405,-1.497476105,-1.240667378,0.007431086,0,1,0,0,0
R_eS3T4bi5oLfKwbH,Default Response Set,Anonymous,,,24.113.20.72,0,03MAY16:23:18:00,03MAY16:23:25:00,1,201296,2,0,1,0,,0,,,,0,0,,1,6,1,1,3,1,3,5,5,5,3,9,,5,7,5,4,5,4,2,3,6,5,7,4,5,4,5,6,4,3,4,6,5,6,7,3,6,4,6,2,5,5,6,2,6,6,4,5,6,4,2,1,,1,,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,3,3,2,1,5,0,0,0,0,0,0,3,2,4,3,3,4,2,1,4,2,1,49,36,4,,2,1,,,,,,,47.99609375,-123.2518997,-1,4,6,5,3,4,5,62,3,2,14,79,27,-5.91393,-2.31139,-2.9516,0.707693,-1.630381024,-0.637215252,-0.813711463,0.195100253,0,1,0,0,0
R_ebq1mbs90JlgU3H,Default Response Set,Anonymous,,,108.249.156.251,0,03MAY16:18:35:00,03MAY16:23:26:00,1,201003,2,0,1,0,,0,,,,0,0,,1,5,2,2,1,2,4,5,5,5,3,9,,6,7,7,1,4,7,1,1,5,6,3,1,5,7,7,3,6,7,1,7,7,6,7,1,4,7,5,7,7,3,7,2,5,7,7,2,4,6,3,3,,1,,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,3,4,3,4,4,4,5,2,1,3,2,2,2,2,6,2,2,1,1,55,2,,2,1,,,,,,,30.88299561,-87.77300262,-1,7,7,7,3,7,7,82,6,4,26,89,22,-3.94884,-3.72601,-3.12741,-1.86596,-1.088635443,-1.027204583,-0.86217962,-0.51441694,0,1,0,0,0
R_26ogDax4i4tcKu9,Default Response Set,Anonymous,,,76.15.62.198,0,03MAY16:21:54:00,03MAY16:23:26:00,1,201217,2,0,1,0,,0,,,,0,0,,1,8,2,2,2,2,3,5,5,5,3,9,,1,2,7,1,1,1,2,2,2,6,1,2,2,6,6,6,5,2,2,2,2,7,4,2,4,7,5,1,7,1,7,2,2,7,4,6,3,5,4,1,,2,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,3,3,3,4,3,4,3,3,3,3,3,3,3,2,5,4,1,0,35,66,5,,2,1,,,,,,,41.75830078,-74.06569672,-1,7,6,6,6,6,6,82,2,4,17,50,10,-1.94234,-0.223528,-1.19385,1.33331,-0.535473751,-0.061623288,-0.329126382,0.367573394,0,1,0,0,0
R_6g8pgpdBiDtnxA1,Default Response Set,Anonymous,,,73.159.171.198,0,03MAY16:23:29:00,03MAY16:23:34:00,1,201306,2,0,1,0,,0,,,,0,0,,1,4,2,1,1,2,2,5,5,5,3,9,,7,7,4,1,7,7,1,1,7,6,6,7,3,5,6,6,7,5,1,7,6,7,7,1,1,6,7,6,6,7,6,2,7,3,7,3,7,5,5,1,,1,,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,2,2,2,2,2,2,2,1,5,2,1,22,19,5,,2,1,,,,,,,42.34309387,-71.1230011,-1,7,7,7,5,7,7,81,5,7,27,95,35,-1.82964,-0.359982,-1.21113,1.25676,-0.504404066,-0.099241591,-0.333890217,0.346469717,0,1,0,0,0
R_3EtPCYD1DMphfc9,Default Response Set,Anonymous,,,69.111.50.101,0,03MAY16:23:36:00,03MAY16:23:47:00,1,201312,2,0,1,0,,0,,,,0,0,,1,8,3,1,3,4,4,5,5,5,3,9,,7,7,4,4,3,7,2,2,7,7,7,3,2,7,7,7,7,6,2,4,7,7,6,2,3,7,2,2,7,1,7,2,7,7,6,1,7,6,6,1,,4,,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,7,5,6,6,6,7,2,2,3,2,2,2,2,5,1,1,0,5,65,2,,2,0,,,,,1,H,37.48519897,-122.2364044,-1,4,6,6,6,6,6,83,7,5,30,91,17,-5.80216,-4.41544,-2.14564,-2.30476,-1.599567726,-1.217270003,-0.591520485,-0.635387461,0,1,0,0,0
R_9Ae8niekqmgYAJv,Default Response Set,Anonymous,,,12.4.114.6,0,03MAY16:23:52:00,03MAY16:23:59:00,1,201333,2,0,1,0,,0,,,,0,1,,0,6,2,1,1,2,1,5,5,5,3,9,,6,7,7,2,4,7,1,3,4,7,7,2,1,7,7,7,7,5,2,5,7,7,5,1,6,7,7,4,7,3,7,2,7,7,7,5,4,5,5,1,,2,,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,1,7,7,7,7,7,7,4,4,4,4,4,4,1,1,3,1,0,10,37,2,,2,1,,,,,,,29.11779785,-82.31220245,-1,6,7,5,7,6,7,87,3,2,20,95,19,-4.00016,-4.08467,-3.0173,-0.252847,-1.10278359,-1.126081719,-0.831823959,-0.069706092,0,1,0,0,0
R_3wkFx2ZvgBLIjYN,Default Response Set,Anonymous,,,104.63.171.57,0,03MAY16:23:53:00,04MAY16:00:06:00,1,201335,2,0,1,0,,0,,,,0,0,,1,8,2,2,4,1,2,5,5,5,2,9,,7,6,7,4,7,4,4,3,6,4,6,6,4,5,5,6,5,3,4,7,5,3,6,2,4,6,4,3,5,1,4,2,2,7,5,4,5,5,4,1,,3,,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,2,3,3,4,4,4,4,4,3,5,4,5,3,1,5,5,2,1,34,54,5,,2,1,,,,,,,35.39019775,-82.37249756,-1,4,4,5,4,4,6,62,4,4,20,75,27,-1.67681,-0.338061,-0.740313,1.04114,-0.462271147,-0.093198303,-0.204093093,0.287026546,0,1,0,0,0
R_1GMEnFAGaVyoDtj,Default Response Set,Anonymous,,,134.228.88.209,0,04MAY16:00:14:00,04MAY16:00:24:00,1,201348,2,0,1,0,,0,,,,0,0,,1,7,4,3,2,1,5,5,5,5,4,9,,7,7,5,1,5,7,2,2,7,6,7,2,2,5,7,7,7,3,2,5,6,7,4,3,5,7,7,5,7,1,7,2,7,7,7,3,6,4,4,1,,2,,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,1,1,3,1,1,2,7,7,7,7,7,7,3,4,3,4,3,4,2,3,1,2,1,36,46,2,,2,1,,,,,,,41.40159607,-82.73100281,-1,7,6,6,6,6,5,82,5,3,19,99,17,-5.78132,-0.735344,-3.50685,0.232414,-1.593822453,-0.202723215,-0.966785487,0.064073023,0,1,0,0,0
R_3D8RdbAeztADmoB,Default Response Set,Anonymous,,,50.151.234.214,0,04MAY16:00:51:00,04MAY16:00:58:00,1,201362,2,0,1,0,,0,,,,0,0,,1,4,2,1,2,2,2,5,5,5,2,9,,7,7,5,3,5,7,1,5,7,7,7,5,5,6,7,7,7,5,3,5,7,6,6,2,2,6,6,6,7,3,6,2,6,7,6,2,5,6,3,1,,2,,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,2,7,7,7,7,7,7,2,2,3,2,3,2,2,1,3,1,0,14,19,4,,2,1,,,,,,,41.94839478,-88.09470367,-1,5,7,3,3,5,6,75,6,6,26,96,24,-4.43024,-3.76388,-3.51603,-0.110013,-1.221350139,-1.037644769,-0.969316274,-0.03032892,0,1,0,0,0
