V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apples,Q2_4_blueberries,Q2_4_feijoas,Q2_4_rambutan,Q2_4_loquat,Q2_4_peaches,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q3_8,Q3_8_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_iron,Q7_1_vitC,Q7_1_potassium,Q7_1_calcium,Q7_1_vitD,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q9_2_1,Q9_2_2,Q9_2_3,Q9_2_4,Q9_2_5,Q9_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_8_TEXT,Q11_9,Q11_10_1,Q11_10_2,Q11_10_3,Q11_10_4,Q11_10_5,Q11_10_6,Q11_10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seed,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_8kcZ2kzbO3M9CPH,Default Response Set,Anonymous,,,68.97.172.87,0,03MAY16:19:58:00,03MAY16:20:06:00,1,201086,2,0,1,0,,0,,,,0,0,,1,8,3,1,2,3,1,5,5,5,2,9,,7,7,7,1,3,4,1,1,7,7,7,1,1,7,7,7,7,1,1,1,7,7,5,1,7,7,6,6,7,1,7,2,7,7,7,7,2,3,1,3,,2,,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,3,3,1,5,0,0,0,0,0,0,3,3,2,2,4,2,2,5,4,2,1,37,59,2,,2,1,,,,,,,35.51849365,-97.64279938,-1,7,7,7,7,7,7,91,1,1,7,95,11,-5.15729,-4.85213,-3.48972,-0.155968,-1.329551402,-1.250881033,-0.899651196,-0.040208612,0,0,1,0,0
R_3dTxvkLOJ73BJ1r,Default Response Set,Anonymous,,,99.71.160.183,0,03MAY16:20:02:00,03MAY16:20:18:00,1,201089,2,0,1,0,,0,,,,0,0,,1,6,3,2,3,3,4,5,5,5,5,9,,5,5,3,5,5,4,3,5,5,4,6,6,5,5,4,5,5,4,2,6,5,5,4,4,5,5,5,5,5,6,5,2,5,3,5,5,4,4,5,6,,1,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,3,2,1,3,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,6,4,1,0,11,32,4,,2,0,,1,,,,,33.83790588,-84.38459778,-1,3,5,3,3,6,4,57,3,3,19,70,27,-1.50427,-2.07818,-1.7223,0.105962,-0.387801401,-0.535755626,-0.444009621,0.027317046,0,0,1,0,0
R_5iDwvUmMvSOs70p,Default Response Set,Anonymous,,,216.70.253.194,0,03MAY16:20:18:00,03MAY16:20:24:00,1,201101,2,0,1,0,,0,,,,0,0,,1,6,3,1,2,1,3,5,5,5,3,9,,6,6,5,3,5,6,3,3,6,5,6,4,4,5,5,5,7,5,3,5,5,6,6,4,4,6,4,5,5,5,5,2,6,7,4,3,3,5,4,2,,4,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,3,7,5,7,7,7,7,3,2,3,3,3,4,2,3,8,2,1,5,37,5,,2,1,,,,,,,32.86669922,-117.2481003,-1,5,5,5,4,5,4,64,5,4,23,82,25,-4.59598,-4.55217,-4.11867,-0.0421608,-1.184845462,-1.173551226,-1.061794755,-0.010869071,0,0,1,0,0
R_40H108DWavs2rA1,Default Response Set,Anonymous,,,173.79.66.220,0,03MAY16:20:19:00,03MAY16:20:29:00,1,201103,2,0,1,0,,0,,,,0,0,,1,7,2,2,5,1,5,5,5,5,5,9,,6,6,2,6,7,1,6,6,6,6,2,7,6,6,6,6,6,6,6,7,7,6,7,6,6,6,2,2,6,5,6,2,6,6,2,6,2,7,7,1,,1,,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,1,1,5,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,0,21,47,5,,2,1,,,,,,,39.0045929,-77.03690338,-1,2,2,2,2,2,2,54,2,2,24,62,33,-2.61225,-0.66582,-2.36635,1.89841,-0.673439083,-0.171648659,-0.610045966,0.489410849,0,0,1,0,0
R_2izQrDWDShlLslT,Default Response Set,Anonymous,,,108.86.37.35,0,03MAY16:20:36:00,03MAY16:20:44:00,1,201125,2,0,1,0,,0,,,,0,0,,1,7,2,1,1,2,1,5,5,5,3,9,,3,3,4,2,7,3,1,2,1,7,3,1,3,7,6,7,2,5,1,4,5,5,7,1,3,6,5,2,7,1,6,2,2,7,1,5,2,5,6,1,,4,,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,3,2,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,1,1,1,5,2,2,1,23,48,2,,2,1,,,,,,,42.69729614,-84.53029633,-1,6,7,6,5,7,7,84,3,5,24,48,20,-1.17684,-0.138279,-1.81873,0.221541,-0.303389817,-0.035648381,-0.468869313,0.057113357,0,0,1,0,0
R_0dqfrKxqU0l2mZn,Default Response Set,Anonymous,,,73.174.90.102,0,03MAY16:20:27:00,03MAY16:20:46:00,1,201114,2,0,1,0,,0,,,,0,0,,1,6,2,2,5,5,5,5,5,5,5,9,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,2,4,2,4,4,4,4,4,4,4,3,,2,,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,1,3,1,3,2,3,3,1,5,0,0,0,0,0,0,2,4,4,4,4,4,2,6,1,2,1,39,30,7,s,2,1,,,,,,,40.54049683,-79.5861969,-1,4,4,4,4,4,4,52,4,4,20,64,18,-2.54577,-4.36027,-1.93334,-0.0217727,-0.656300513,-1.12407933,-0.498415817,-0.005613011,0,0,1,0,0
R_1Yq5SpAaqUbLVEF,Default Response Set,Anonymous,,,67.234.61.141,0,03MAY16:20:42:00,03MAY16:20:49:00,1,201136,2,0,1,0,,0,,,,0,0,,1,7,1,2,2,1,3,5,5,5,3,9,,3,6,3,4,1,4,4,5,4,4,3,3,4,4,4,4,4,5,4,4,7,5,3,4,4,4,3,3,5,1,5,2,4,7,5,5,4,6,4,1,,2,,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,3,3,1,5,0,0,0,0,0,0,4,4,3,4,5,6,1,5,4,2,1,39,46,2,,2,1,,,,,,,39.94920349,-77.32499695,-1,4,4,3,4,4,4,53,3,4,22,65,12,-4.66891,-3.46338,-2.83922,-0.513333,-1.203646844,-0.892860734,-0.731952039,-0.13233745,0,0,1,0,0
R_bf9cLTeFfMqjUGx,Default Response Set,Anonymous,,,68.205.171.191,0,03MAY16:20:59:00,03MAY16:21:04:00,1,201151,2,0,1,0,1,0,,,,0,0,,0,6,1,1,1,1,2,5,5,5,3,9,,4,4,4,4,6,4,1,1,4,5,4,7,4,4,4,4,5,5,4,7,4,4,4,3,3,5,4,4,5,4,4,2,4,4,4,1,4,4,4,1,,4,,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,2,2,2,2,2,2,1,1,6,4,3,10,32,4,,2,1,,,,,,,29.09640503,-81.08779907,-1,4,7,7,4,4,5,62,7,5,25,61,28,-6.89542,-3.48812,-3.51565,-0.106759,-1.777642003,-0.899238715,-0.90633596,-0.027522512,0,0,1,0,0
R_9tAFR8XWTVyi2y1,Default Response Set,Anonymous,,,24.42.86.43,0,03MAY16:21:04:00,03MAY16:21:13:00,1,201156,2,0,1,0,1,0,,,,0,0,,0,5,4,1,3,3,3,5,5,5,3,9,,4,5,5,3,3,5,2,6,5,5,5,2,3,6,5,6,7,4,3,4,4,5,4,3,3,6,6,3,6,5,6,2,4,6,4,3,5,4,5,1,,1,,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,2,3,1,2,1,3,3,4,5,5,5,5,5,5,3,3,3,3,3,3,2,1,3,1,0,33,29,6,,2,1,,,,,,,40.76649475,-73.82700348,-1,5,6,2,5,5,5,68,5,5,23,73,18,-2.15891,-1.87845,-2.51131,0.742465,-0.556567852,-0.484265153,-0.647416711,0.191407771,0,0,1,0,0
R_6DbISNWsA2njSct,Default Response Set,Anonymous,,,75.97.220.15,0,03MAY16:21:09:00,03MAY16:21:16:00,1,201164,2,0,1,0,,1,,,,0,0,,0,7,1,1,3,2,3,5,5,5,3,9,,4,4,4,5,5,4,4,4,4,4,4,3,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4,3,4,4,4,2,4,4,3,3,4,5,4,1,,2,,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,4,3,3,4,3,4,4,4,4,4,4,4,4,1,5,6,2,1,39,47,2,,2,1,,,,,,,40.29330444,-75.74410248,-1,3,4,4,3,4,4,50,5,4,22,58,22,-2.40508,-0.926314,-1.20377,1.6965,-0.620030575,-0.238804116,-0.310332382,0.437358371,0,0,1,0,0
R_8uhPInQlmPmm18N,Default Response Set,Anonymous,,,108.64.59.181,0,03MAY16:21:29:00,03MAY16:21:34:00,1,201189,2,0,1,0,,0,,,,0,0,,1,3,3,1,1,3,2,5,5,5,2,9,,5,7,3,4,3,4,3,5,5,5,5,4,1,7,6,6,7,4,3,4,7,4,4,4,4,6,6,4,6,4,6,2,5,6,6,3,4,4,3,1,,5,bank of am,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,3,1,1,1,1,1,1,5,0,0,0,0,0,0,2,1,2,2,3,2,2,2,1,4,1,5,9,4,,1,1,,,,,,,33.70809937,-117.7595978,-1,4,5,3,7,5,4,70,5,4,20,78,19,-1.48777,-0.825842,-2.98913,0.715361,-0.383547694,-0.212902394,-0.770598896,0.184420349,0,0,1,0,0
R_a3IeDUAZ6VsqCBn,Default Response Set,Anonymous,,,73.191.14.91,0,03MAY16:20:37:00,03MAY16:21:37:00,1,201129,2,0,1,0,,0,,,,0,0,,1,4,2,1,2,2,2,5,5,5,2,9,,7,5,3,4,5,5,3,2,4,6,4,2,5,4,4,5,4,4,4,6,3,4,5,3,5,6,6,6,2,6,6,2,5,3,6,5,2,5,5,1,,1,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,1,1,2,3,3,3,2,5,3,3,4,3,3,4,4,2,2,2,5,4,21,19,5,,2,1,,,,,,,39.40530396,-76.44360352,-1,4,5,6,3,4,5,60,3,3,20,67,24,-2.47905,0.342442,0.273008,1.24075,-0.63910007,0.088281683,0.07038157,0.319865841,0,0,1,0,0
R_8BxdEjcr9RCh7i5,Default Response Set,Anonymous,,,74.87.219.58,0,03MAY16:21:28:00,03MAY16:21:37:00,1,201187,2,0,1,0,,0,,,,0,0,,1,8,4,1,3,1,4,5,5,5,4,9,,1,3,7,5,1,3,5,5,1,3,1,2,6,3,3,3,7,7,5,1,4,7,1,5,1,3,1,1,3,1,1,2,1,7,5,1,3,7,7,1,,4,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,2,1,18,54,2,,2,1,,,,,,,37.75549316,-87.04340363,-1,3,3,3,2,3,3,36,7,7,35,52,6,-1.73251,-0.532738,-1.28913,1.19293,-0.446641763,-0.137340067,-0.332338224,0.307537826,0,0,1,0,0
R_3HNVVH1LLNdSrIx,Default Response Set,Anonymous,,,72.186.42.220,0,03MAY16:21:47:00,03MAY16:21:56:00,1,201208,2,0,1,0,,0,,,,0,0,,1,7,4,3,4,3,4,5,5,5,4,9,,4,4,5,3,4,4,3,3,5,5,4,3,3,5,5,5,5,5,4,5,4,5,4,3,3,5,5,4,5,3,5,2,4,5,5,3,5,5,5,1,,1,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,4,4,4,5,4,4,4,3,3,3,3,3,3,2,2,1,2,1,10,48,4,,2,1,,,,,,,28.24440002,-82.69329834,-1,5,5,5,5,4,5,64,5,5,25,68,19,-0.954903,-0.399298,-0.995775,1.11777,-0.246174371,-0.102939182,-0.256711189,0.288161548,0,0,1,0,0
R_bQ70a9sq9ptQjAx,Default Response Set,Anonymous,,,74.109.255.234,0,03MAY16:21:51:00,03MAY16:22:13:00,1,201213,2,0,1,0,,0,,,,0,0,,1,8,2,1,1,2,2,5,5,5,3,9,,4,5,4,4,5,5,3,3,3,5,4,4,4,6,6,6,5,5,3,3,5,4,5,5,4,7,4,3,5,4,5,2,5,5,3,3,4,4,4,1,,2,,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,4,3,3,4,3,3,5,3,3,4,3,4,4,1,5,2,2,1,39,58,2,,2,1,,,,,,,40.45959473,-79.83580017,-1,4,5,5,4,5,3,66,5,4,22,63,21,-4.00929,-4.53858,-3.65162,0.222027,-1.033596548,-1.170047719,-0.94138908,0.057238648,0,0,1,0,0
R_8wSRoTRCpPm4Tel,Default Response Set,Anonymous,,,24.192.36.217,0,03MAY16:19:14:00,03MAY16:22:13:00,1,201037,2,0,1,0,,0,,,,0,0,,1,5,3,3,2,3,3,5,5,5,3,9,,4,5,4,3,6,4,2,2,5,5,5,3,3,6,6,6,6,5,3,6,5,5,6,3,4,5,3,3,5,2,6,2,5,6,3,4,3,5,4,1,,4,,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,3,3,1,5,0,0,0,0,0,0,2,2,2,2,2,2,2,6,1,1,0,15,30,3,,2,1,,,,,,,37.94439697,-87.66100311,-1,5,6,6,5,5,5,71,4,4,22,66,23,-6.45145,-3.87532,-3.67278,-0.0355096,-1.663186361,-0.999059029,-0.946844136,-0.009154389,0,0,1,0,0
R_7VDaKoF19fqM7OZ,Default Response Set,Anonymous,,,24.4.196.239,0,03MAY16:22:20:00,03MAY16:22:25:00,1,201246,2,0,1,0,,0,,,,0,0,,1,5,3,2,2,3,2,5,5,5,4,9,,4,5,4,4,5,5,3,4,4,5,5,4,4,4,4,5,5,4,3,5,4,4,5,4,4,5,5,6,5,4,4,2,5,5,5,3,4,4,3,1,,1,,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,1,5,0,0,0,0,0,0,3,2,3,3,3,3,2,1,5,3,1,5,20,4,,2,0,,1,,,,,37.70899963,-122.088501,-1,4,5,4,4,5,4,58,5,4,20,70,23,-3.63642,-1.46118,-1.54217,2.61431,-0.937470514,-0.376692782,-0.397572036,0.673970152,0,0,1,0,0
R_0UPEJmDxaGD3Gjr,Default Response Set,Anonymous,,,71.69.246.92,0,03MAY16:22:12:00,03MAY16:22:32:00,1,201236,2,0,1,0,,0,,,,0,0,,1,8,3,1,2,1,3,5,5,5,4,9,,3,4,4,5,6,4,5,5,3,4,4,3,4,4,4,4,3,5,4,6,4,5,5,5,3,4,2,3,5,6,1,2,4,4,5,3,4,5,5,1,,5,secu,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,1,1,1,5,0,0,0,0,0,0,4,4,4,3,3,4,2,5,3,2,1,34,50,2,,2,1,,,,,,,36.3296051,-78.39920044,-1,3,3,3,4,4,3,46,5,5,25,56,26,-2.66864,0.161818,-3.25403,1.75661,-0.687976447,0.041716744,-0.838890221,0.452854753,0,0,1,0,0
R_6xjTyBd3RpTXX9z,Default Response Set,Anonymous,,,71.114.133.240,0,03MAY16:22:40:00,03MAY16:22:47:00,1,201268,2,0,1,0,,0,1,,,0,0,,0,7,2,1,3,2,4,5,5,5,4,9,,4,4,4,4,4,4,3,3,3,5,4,5,4,4,4,4,4,4,2,6,5,5,7,3,2,4,4,6,5,2,5,2,6,6,5,3,6,4,5,1,,4,,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,2,2,1,3,1,2,1,2,5,0,0,0,0,0,0,2,3,3,3,3,3,2,2,3,2,1,39,46,2,,2,1,,,,,,,39.88450623,-76.71240234,-1,4,5,5,4,6,5,60,5,6,24,70,24,-6.08683,1.9468,-1.69803,0.956047,-1.569187181,0.50188581,-0.437752806,0.246469295,0,0,1,0,0
R_3w8QcCmoTw85vEN,Default Response Set,Anonymous,,,73.174.90.102,0,03MAY16:22:43:00,03MAY16:23:21:00,1,201272,2,0,1,0,,0,,,,0,0,,1,6,3,2,5,3,5,5,5,5,3,9,,6,6,7,2,2,6,2,2,6,5,6,2,2,6,3,4,6,2,2,5,6,5,5,2,5,6,6,6,6,2,4,2,5,7,6,4,7,2,3,1,,2,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,4,6,5,5,5,4,4,7,7,7,7,7,6,1,1,1,2,1,39,34,4,,2,1,,,,,,,40.54049683,-79.5861969,-1,6,6,6,6,6,6,70,4,3,14,91,16,-1.80506,-0.348219,-0.982579,1.39547,-0.465345182,-0.089770996,-0.253309255,0.359752718,0,0,1,0,0
R_eLGSGJ3UNVAhi5v,Default Response Set,Anonymous,,,67.163.120.19,0,03MAY16:23:21:00,03MAY16:23:28:00,1,201298,2,0,1,0,,0,,,,0,0,,1,7,2,1,3,3,3,5,5,5,3,9,,5,5,5,4,7,3,3,3,5,5,4,7,4,4,4,5,6,3,3,6,6,6,6,4,5,5,5,3,5,5,4,2,4,5,5,3,5,4,2,3,,2,,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,3,5,5,5,5,5,5,3,4,3,4,4,5,1,1,3,2,1,48,45,2,,2,1,,,,,,,39.16789246,-78.16719818,-1,4,5,5,4,5,4,59,5,3,17,72,31,-4.57341,-4.5929,-3.68782,0.00446688,-1.179026907,-1.184051436,-0.950721454,0.001151563,0,0,1,0,0
R_9mnesrx2dpuljs9,Default Response Set,Anonymous,,,71.90.49.87,0,03MAY16:23:36:00,03MAY16:23:45:00,1,201315,2,0,1,0,,0,,,,0,0,,1,8,2,1,2,3,2,5,5,5,3,9,,4,5,4,3,5,4,3,3,4,5,4,4,3,5,5,5,5,4,3,6,5,4,6,6,0,5,4,4,5,4,5,2,4,6,6,2,4,4,5,1,,1,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,3,3,3,1,3,3,3,1,3,4,4,4,3,4,5,2,2,2,3,3,3,2,5,1,1,0,51,57,3,,2,1,,,,,,,43.74319458,-87.85109711,-1,5,5,5,5,5,2,62,6,8,27,67,25,-6.33668,-2.79337,-3.52667,-1.18404,-1.63359861,-0.720131891,-0.909176921,-0.30524598,0,0,1,0,0
R_bk3sudMCGrlaSah,Default Response Set,Anonymous,,,24.234.216.164,0,03MAY16:23:46:00,03MAY16:23:55:00,1,201324,2,0,1,0,,0,,,,0,0,,1,7,1,1,1,1,1,5,5,5,1,9,,4,4,3,5,6,5,3,4,4,3,3,6,5,4,5,4,6,6,4,7,4,3,6,5,2,4,4,2,5,6,5,2,5,6,3,2,3,6,6,1,,1,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,1,1,3,5,5,6,5,6,6,3,3,3,3,3,3,2,1,5,4,2,29,43,4,,2,1,,,,,,,36.19790649,-115.2659988,-1,3,5,4,3,4,3,52,6,6,30,59,31,-2.05542,-0.613544,-2.55079,2.25866,-0.529888089,-0.158171886,-0.657594671,0.582283441,0,0,1,0,0
R_9uWLRcAPXokdDrT,Default Response Set,Anonymous,,,73.181.84.54,0,03MAY16:23:52:00,03MAY16:23:59:00,1,201330,2,0,1,0,1,0,,,,0,0,,0,7,2,1,1,3,1,5,5,5,2,9,,3,3,4,4,3,2,3,4,2,5,4,5,4,4,4,5,4,5,4,3,4,4,6,4,5,5,2,3,5,4,5,2,2,5,4,3,4,5,5,1,,4,,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,3,2,2,3,1,3,2,1,1,3,7,6,6,7,6,6,4,3,4,4,4,4,1,2,2,2,1,6,48,2,,2,1,,,,,,,39.82879639,-105.0606995,-1,4,5,4,4,4,4,58,5,3,23,50,21,-5.07504,-1.15165,-2.82611,0.256019,-1.308347319,-0.296895825,-0.728572276,0.066001799,0,0,1,0,0
R_9FiMjvWktcISqlD,Default Response Set,Anonymous,,,100.38.57.73,0,03MAY16:23:52:00,04MAY16:00:01:00,1,201331,2,0,1,0,,0,,,,0,0,,1,8,3,2,2,3,2,5,5,5,3,9,,1,7,7,5,3,7,3,3,4,4,7,7,3,4,5,5,7,6,3,4,7,7,3,3,6,4,7,2,5,6,7,2,7,6,7,1,6,7,5,1,,1,,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,3,3,1,1,7,7,7,7,7,7,1,1,2,3,4,4,2,5,1,1,0,33,60,2,,2,1,,,,,,,40.54530334,-74.1785965,-1,3,5,5,5,5,5,62,7,2,27,89,23,-4.54388,-4.61686,-3.79771,-0.0963399,-1.171414061,-1.190228334,-0.97905114,-0.024836464,0,0,1,0,0
R_9miLEdRyYTaSGjz,Default Response Set,Anonymous,,,184.6.65.151,0,04MAY16:00:01:00,04MAY16:00:11:00,1,201341,2,0,1,0,,0,,,,0,0,,1,8,3,2,3,3,3,5,5,5,3,9,,4,5,5,3,5,4,3,3,4,5,4,3,3,5,6,5,5,3,4,5,4,5,5,3,3,6,5,3,6,1,6,2,4,6,5,5,5,5,4,1,,5,great soui,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,3,3,2,1,2,3,1,1,5,0,0,0,0,0,0,3,3,4,4,3,3,1,5,2,1,0,26,54,4,,2,1,,,,,,,37.69889832,-92.66200256,-1,5,5,5,5,4,5,68,3,5,20,68,19,-5.28701,-1.46382,-1.07407,-0.109049,-1.362993269,-0.377373375,-0.276895671,-0.028112875,0,0,1,0,0
R_eDNI6ovDlAMV9IN,Default Response Set,Anonymous,,,24.20.5.128,0,04MAY16:00:54:00,04MAY16:01:03:00,1,201366,0,0,1,0,,0,,,,0,0,,1,8,1,1,3,1,2,5,5,5,3,9,,6,6,4,5,6,5,4,4,5,5,5,4,4,4,4,5,6,4,4,6,5,5,7,4,5,5,3,4,5,2,5,2,4,5,5,4,3,4,4,1,,4,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,3,3,1,1,3,2,3,1,3,6,5,7,6,6,4,2,2,3,3,3,2,2,2,4,1,0,38,51,5,,2,1,,,,,,,44.04859924,-123.219696,-1,3,4,4,4,4,4,56,4,3,19,71,25,-5.33675,-2.58486,-3.30437,0.380853,-1.375816261,-0.66637793,-0.851867893,0.098184054,0,0,1,0,0
R_1NRBoMe9seswxed,Default Response Set,Anonymous,,,12.192.13.110,0,04MAY16:01:12:00,04MAY16:01:20:00,1,201373,2,0,1,0,,0,,,,0,0,1,0,6,2,2,3,2,4,5,5,5,4,9,,4,4,5,4,5,3,3,3,3,5,3,3,3,4,4,5,4,5,4,6,3,4,4,3,3,3,4,3,3,4,4,2,3,5,4,2,3,6,5,1,,2,,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,5,4,5,5,5,4,2,2,4,4,1,14,34,3,,2,1,,,,,,,41.69369507,-89.00099945,-1,4,5,5,5,4,5,56,6,5,27,55,22,-4.55892,-4.01718,-3.40524,0.103424,-1.175291379,-1.035630593,-0.877872219,0.026662748,0,0,1,0,0
R_1U1aqPhZqHrgvpr,Default Response Set,Anonymous,,,66.215.118.58,0,04MAY16:01:24:00,04MAY16:01:34:00,1,201378,2,0,1,0,,0,,,,0,0,,1,8,4,1,1,4,2,5,5,5,4,9,,7,6,4,5,7,5,4,5,5,2,5,5,6,3,3,2,7,7,3,7,5,4,5,5,1,2,7,3,7,2,3,2,3,7,5,2,3,7,1,1,,1,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,3,2,1,2,1,1,1,5,0,0,0,0,0,0,2,2,2,2,1,1,1,5,5,1,0,5,58,5,,2,1,,,,,,,37.06919861,-121.5567017,-1,3,4,3,2,5,3,42,6,7,28,76,26,-1.76286,-1.77907,-1.26606,0.947283,-0.454466005,-0.45864495,-0.326390769,0.244209932,0,0,1,0,0
R_6YiRCJjntCgSiIR,Default Response Set,Anonymous,,,24.193.132.101,0,04MAY16:01:23:00,04MAY16:01:42:00,1,201377,2,0,1,0,,1,,,,0,0,,0,8,1,1,1,1,1,5,5,5,2,9,,5,7,7,5,7,7,4,4,2,3,5,2,5,4,4,5,7,6,4,7,7,7,7,4,3,3,2,2,4,7,4,2,6,7,7,1,4,7,7,3,,2,,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,3,3,3,5,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,1,0,33,52,5,,2,0,1,,,,,,40.60240173,-73.76370239,-1,3,4,4,3,4,4,49,7,5,32,82,30,-4.95099,-4.49681,-3.32119,-0.320244,-1.27636718,-1.159279396,-0.856204095,-0.08255903,0,0,1,0,0
R_43ljrVCzQDJTASp,Default Response Set,Anonymous,,,104.173.56.245,0,04MAY16:02:30:00,04MAY16:02:38:00,1,201402,2,0,1,0,,0,,,,0,0,,1,8,3,2,4,2,4,5,5,5,4,9,,6,5,2,5,2,4,4,5,6,4,6,5,5,4,5,5,4,6,4,2,5,5,5,4,2,4,3,5,4,2,5,2,4,5,4,2,3,6,5,1,,2,,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,3,3,3,2,2,4,3,3,2,2,2,2,2,3,4,1,5,1,1,0,5,63,2,,2,1,,,,,,,33.64250183,-116.8356018,-1,3,4,3,3,4,4,52,6,6,29,67,16,-2.87401,-0.645294,-2.33279,-2.29663,-0.740920915,-0.166357048,-0.601394185,-0.592072122,0,0,1,0,0
R_3xiR1lS7YOekAi9,Default Response Set,Anonymous,,,65.27.201.73,0,04MAY16:04:06:00,04MAY16:04:16:00,1,201421,2,0,1,0,,0,,,,0,0,,1,7,4,4,4,4,4,5,5,5,5,9,,6,7,4,7,2,7,1,2,4,7,6,4,1,7,7,7,7,4,3,1,7,4,3,3,2,7,7,4,7,1,6,2,6,7,4,2,5,5,6,1,,1,,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,3,4,6,4,6,7,7,4,4,4,4,4,4,1,5,1,1,0,36,43,7,t,2,1,,,,,,,40.08369446,-84.63880157,-1,1,7,6,7,5,5,79,6,6,27,85,11,-2.81596,-0.694663,-1.13723,1.68445,-0.725955602,-0.179084396,-0.293178344,0.434251876,0,0,1,0,0
