V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apples,Q2_4_blueberries,Q2_4_feijoas,Q2_4_rambutan,Q2_4_loquat,Q2_4_peaches,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q3_8,Q3_8_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_iron,Q7_1_vitC,Q7_1_potassium,Q7_1_calcium,Q7_1_vitD,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q9_2_1,Q9_2_2,Q9_2_3,Q9_2_4,Q9_2_5,Q9_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_8_TEXT,Q11_9,Q11_10_1,Q11_10_2,Q11_10_3,Q11_10_4,Q11_10_5,Q11_10_6,Q11_10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seed,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_b1JjI5LXcys9bHD,Default Response Set,Anonymous,,,98.112.202.177,0,03MAY16:19:32:00,03MAY16:19:38:00,1,201055,2,0,1,0,,0,,,,0,0,,1,8,1,1,1,2,2,5,5,5,4,9,,3,3,5,5,7,3,2,3,1,5,3,7,5,3,3,3,5,5,4,7,5,3,5,5,2,4,7,3,4,1,4,2,1,5,7,1,3,5,5,1,,1,,0,0,0,0,0,0,1,1,1,1,1,6,1,0,0,3,3,3,1,1,3,2,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,5,52,3,,2,1,,,,,,,34.36610413,-117.3204956,-1,3,6,5,3,4,3,50,7,6,28,57,27,-5.09437,-4.2849,-3.53107,-0.269196,-1.4502182,-1.219785757,-1.005192395,-0.076632231,0,0,0,1,0
R_d583Qacs0DiesG9,Default Response Set,Anonymous,,,67.172.216.18,0,03MAY16:18:29:00,03MAY16:19:45:00,1,200993,2,0,1,0,,0,,,,0,0,,1,6,2,2,2,2,2,5,5,5,2,9,,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,2,5,5,3,5,3,5,5,1,,4,,0,0,0,0,0,0,3,3,3,3,3,4,1,0,0,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,6,2,1,48,36,6,,2,1,,,,,,,38.43359375,-77.38870239,-1,4,4,4,3,3,3,52,3,3,21,63,22,-2.79867,-3.44961,-3.31401,-2.14858,-0.796699527,-0.982003114,-0.943401759,-0.61163791,0,0,0,1,0
R_0jRxHwnsY8UmCxf,Default Response Set,Anonymous,,,65.25.32.193,0,03MAY16:19:59:00,03MAY16:20:04:00,1,201087,2,0,1,0,,0,,,,0,0,,1,3,1,1,1,1,3,5,5,5,2,9,,3,5,2,5,4,5,6,3,5,4,3,3,3,3,5,3,4,5,0,7,4,5,2,5,3,5,2,4,4,3,4,2,4,3,7,6,5,5,3,3,,2,,0,0,0,0,0,0,2,1,3,3,1,3,1,0,0,2,2,2,2,1,2,1,1,2,5,0,0,0,0,0,0,2,4,3,5,4,5,2,3,3,3,2,36,9,3,,2,1,,,,,,,41.04490662,-82.0161972,-1,3,2,5,5,8,3,54,2,5,20,61,19,-1.97471,0.0240903,-0.138228,1.92251,-0.562142204,0.006857804,-0.03934947,0.547282391,0,0,0,1,0
R_8uF5nXoYIU7hdyt,Default Response Set,Anonymous,,,65.27.102.72,0,03MAY16:20:19:00,03MAY16:20:31:00,1,201102,2,0,1,0,,0,,,,0,0,,1,8,3,2,3,2,3,5,5,5,3,9,,5,6,7,3,6,5,1,4,5,5,7,4,5,6,5,6,7,3,4,6,7,7,6,3,4,5,6,4,5,2,5,2,5,7,4,3,4,4,3,1,,1,,0,0,0,0,0,0,3,2,1,4,2,3,1,0,0,2,1,2,2,1,2,1,1,1,4,4,2,4,4,4,4,3,3,4,3,4,4,2,5,3,2,1,51,51,3,,2,1,,,,,,,44.25860596,-88.50650024,-1,5,7,4,3,4,5,65,5,4,19,86,24,-1.91499,-0.441304,-1.45012,1.4561,-0.545141666,-0.125626347,-0.412806768,0.4145091,0,0,0,1,0
R_5sYu9Y7HsT7FRIN,Default Response Set,Anonymous,,,216.164.173.90,0,03MAY16:20:24:00,03MAY16:20:32:00,1,201109,2,0,1,0,,0,,,,0,0,,1,6,2,1,5,1,5,5,5,5,3,9,,5,5,4,5,5,5,3,4,5,4,4,4,5,3,3,4,5,3,3,4,5,5,5,3,4,3,3,3,5,2,5,2,5,5,5,4,3,4,3,1,,5,none,0,0,0,0,0,0,2,2,2,2,2,6,1,0,0,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,1,1,1,1,4,4,2,2,1,1,0,33,31,2,,2,1,,,,,,,40.64149475,-75.2276001,-1,3,5,4,3,5,5,52,4,4,18,67,20,-5.34215,-5.3924,-3.94544,0.394071,-1.520753922,-1.535058628,-1.123151419,0.112180493,0,0,0,1,0
R_3EtYgNl2Ik5jhwV,Default Response Set,Anonymous,,,96.225.165.253,0,03MAY16:20:37:00,03MAY16:20:43:00,1,201131,2,0,1,0,,0,,,,1,0,,0,7,3,2,3,2,3,5,5,5,3,9,,5,6,2,5,6,6,2,6,6,5,5,6,5,5,5,5,6,6,3,5,6,6,5,5,3,5,2,3,6,6,5,2,5,5,5,1,3,6,6,1,,1,,0,0,0,0,0,0,2,2,3,3,3,2,1,0,0,2,2,1,1,2,1,1,1,1,3,1,1,2,1,2,2,1,1,1,2,2,1,1,1,2,2,1,48,45,3,,2,1,,,,,,,37.15260315,-76.54599762,-1,3,6,2,3,5,3,58,7,5,30,71,28,-0.45407,0.86579,-0.25388,-0.3197,-0.129260454,0.246465101,-0.072272214,-0.091009243,0,0,0,1,0
R_0jFjGGTHzVlx7Jb,Default Response Set,Anonymous,,,100.16.0.43,0,03MAY16:20:40:00,03MAY16:20:46:00,1,201134,2,0,1,0,,0,,,,0,0,,1,3,1,1,1,1,2,5,5,5,3,9,,4,6,5,3,4,5,3,3,5,5,6,7,3,6,6,6,5,5,3,6,5,6,4,3,3,5,3,1,5,7,6,2,6,6,5,3,6,5,4,1,,1,,0,0,0,0,0,0,2,1,2,1,2,3,1,0,0,2,2,2,1,1,2,2,1,1,4,7,7,7,7,7,7,2,2,2,2,2,2,2,4,7,5,1,21,6,3,,2,1,,,,,,,39.53819275,-76.35189819,-1,5,5,5,5,5,5,69,5,5,24,74,28,-4.66367,-0.704647,-1.48893,1.52417,-1.327610502,-0.2005924,-0.423854841,0.433886638,0,0,0,1,0
R_85PLFU0lj3t5bbn,Default Response Set,Anonymous,,,184.170.188.156,0,03MAY16:20:54:00,03MAY16:21:03:00,1,201142,2,0,1,0,,0,,,,0,0,,1,7,1,1,1,2,2,5,5,5,3,9,,4,6,4,4,5,5,3,4,4,5,4,4,3,4,5,5,4,4,4,5,4,4,6,4,4,4,4,3,5,4,4,2,4,4,6,4,4,4,4,2,,1,,0,0,0,0,0,0,2,2,2,2,2,4,1,0,0,3,3,3,1,1,3,2,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,1,5,2,2,1,3,50,3,,2,1,,,,,,,34.10139465,-110.9636993,-1,4,5,4,5,4,4,58,4,4,20,64,24,-5.02082,-5.17877,-3.81709,0.269494,-1.429280665,-1.474244413,-1.086613927,0.076717063,0,0,0,1,0
R_9Rg93uHXstM5UIR,Default Response Set,Anonymous,,,76.113.146.23,0,03MAY16:20:59:00,03MAY16:21:07:00,1,201153,2,0,1,0,,0,,,,0,0,,1,8,2,2,1,3,4,5,5,5,3,9,,5,6,5,3,1,6,3,3,5,5,6,1,5,4,4,5,6,6,3,1,5,6,6,4,2,4,6,3,5,1,5,2,7,7,5,2,5,6,5,1,,1,,0,0,0,0,0,0,2,2,2,2,2,3,1,0,0,2,1,1,2,1,2,3,1,1,4,3,2,2,2,3,2,2,2,2,3,2,2,2,5,3,1,0,24,62,3,,2,1,,,,,,,45.16740417,-93.12229919,-1,5,5,5,3,5,4,59,6,6,29,83,10,-2.61092,-1.70827,-1.52108,0.58888,-0.743252591,-0.486294526,-0.433007006,0.16763692,0,0,0,1,0
R_6sarhglcBxkA6xv,Default Response Set,Anonymous,,,74.130.103.210,0,03MAY16:16:00:00,03MAY16:21:10:00,1,200838,2,0,1,0,,0,,,,0,0,,1,6,3,2,3,3,3,5,5,5,5,9,,6,6,1,3,7,5,1,5,4,7,2,5,3,4,4,5,7,5,4,7,5,7,5,6,6,7,4,2,3,4,4,2,4,7,3,7,1,3,1,3,,2,,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,2,2,2,1,1,2,1,2,2,3,3,4,3,2,2,2,1,1,1,1,1,1,2,6,1,1,0,18,38,2,,2,1,,,,,,,38.25419617,-85.75939941,-1,5,7,3,5,4,2,60,1,2,12,64,28,-5.18587,1.0055,-1.19299,3.03176,-1.476265575,0.286236453,-0.339609375,0.863053436,0,0,0,1,0
R_6haHTxdtEo0fFs1,Default Response Set,Anonymous,,,173.184.81.22,0,03MAY16:21:03:00,03MAY16:21:18:00,1,201155,2,0,1,0,1,0,,,,0,0,,0,8,3,4,1,4,4,5,5,5,3,9,,5,4,5,5,6,7,3,5,6,2,3,3,5,3,4,4,5,6,5,5,6,6,4,5,1,3,4,3,3,1,4,2,5,6,4,1,3,6,6,1,,1,,0,0,0,0,0,0,3,1,2,1,1,2,1,0,0,2,1,2,2,1,2,1,1,1,4,3,3,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,11,54,6,,2,1,,,,,,,34.85490417,-83.9713974,-1,3,5,3,3,3,3,43,7,7,32,72,19,-2.69717,-0.217784,-1.59306,1.31148,-0.767805445,-0.061996738,-0.453497607,0.373340014,0,0,0,1,0
R_5ngMECVwtzfhHmJ,Default Response Set,Anonymous,,,198.244.81.106,0,03MAY16:21:09:00,03MAY16:21:19:00,1,201165,2,0,1,0,,0,,,,0,0,,1,8,3,1,1,1,3,5,5,5,3,9,,4,5,3,4,5,3,4,4,3,5,4,5,4,3,5,5,6,5,5,6,4,3,5,5,3,4,4,1,4,3,4,2,5,6,5,2,3,0,5,1,,5,Talmer Ban,0,0,0,0,0,0,2,2,1,1,1,2,1,0,0,2,1,3,2,1,3,1,1,1,3,1,1,1,1,1,3,1,1,1,1,3,3,2,3,3,2,1,23,56,2,,2,1,,,,,,,43.79440308,-83.00250244,-1,4,4,4,4,3,3,52,6,5,21,59,24,-1.22137,-1.88469,-2.26717,0.0498086,-0.347688331,-0.536516142,-0.645397016,0.014179052,0,0,0,1,0
R_dd62zKAwa9auCjP,Default Response Set,Anonymous,,,174.20.99.226,0,03MAY16:21:17:00,03MAY16:21:25:00,1,201172,2,0,1,0,,0,,,,0,0,,1,8,2,3,3,3,3,5,5,5,4,9,,4,5,3,4,5,4,4,5,4,5,3,4,4,4,5,4,5,5,4,5,5,4,5,4,4,5,4,3,4,4,5,2,4,5,4,3,4,5,4,1,,1,,0,0,0,0,0,0,2,2,2,3,2,3,1,0,0,2,3,3,2,3,3,3,3,3,5,0,0,0,0,0,0,3,4,3,4,4,4,2,5,1,1,0,24,66,2,,2,1,,,,,,,44.94219971,-93.29399872,-1,4,4,3,4,4,4,55,5,4,23,61,23,-4.04409,-2.05086,-1.85221,-1.53376,-1.15123419,-0.583819883,-0.527270036,-0.436616631,0,0,0,1,0
R_eJ53oktP4yM8Fwh,Default Response Set,Anonymous,,,24.95.137.38,0,03MAY16:21:29:00,03MAY16:21:40:00,1,201190,2,0,1,0,,0,,,,0,1,,0,4,4,1,1,3,3,5,5,5,2,9,,7,7,6,3,6,7,2,2,5,6,5,3,3,4,5,6,7,4,4,6,3,5,7,4,2,6,6,1,6,2,6,2,5,6,4,2,3,6,6,1,,1,,0,0,0,0,0,0,2,3,3,2,4,2,1,0,0,2,2,2,2,2,2,2,1,2,5,0,0,0,0,0,0,2,2,3,2,1,1,2,1,6,4,3,18,12,4,,2,1,,,,,,,37.57420349,-84.26999664,-1,5,6,6,5,4,4,69,6,6,28,77,24,-5.01556,3.57762,1.22795,3.10856,-1.427783297,1.018443819,0.349561465,0.88491615,0,0,0,1,0
R_cNpplBT10ySf7St,Default Response Set,Anonymous,,,108.83.206.135,0,03MAY16:21:44:00,03MAY16:21:50:00,1,201204,2,0,1,0,,0,,,,0,0,,1,6,4,5,5,4,4,5,5,5,5,9,,4,4,4,4,3,4,2,4,5,5,6,2,3,5,5,5,6,5,3,2,5,5,4,3,4,5,5,5,5,1,5,2,5,6,5,4,5,5,4,1,,4,,0,0,0,0,0,0,3,3,3,3,3,4,1,0,0,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,1,6,4,1,0,34,33,4,,2,1,,,,,,,35.87130737,-78.53939819,-1,4,6,4,5,5,5,64,4,4,22,74,12,-4.48598,-2.95991,-3.03127,-2.52999,-1.277027354,-0.842599841,-0.862913947,-0.720214186,0,0,0,1,0
R_5jst7r01sz7HrAp,Default Response Set,Anonymous,,,108.3.151.64,0,03MAY16:22:03:00,03MAY16:22:07:00,1,201229,2,0,1,0,,0,,,,0,0,,1,8,1,3,4,1,2,5,5,5,4,9,,7,7,4,2,1,7,2,2,4,5,4,2,3,5,5,5,6,4,4,4,4,4,4,4,4,5,6,4,6,1,5,2,4,4,4,4,4,4,4,1,,4,,0,0,0,0,0,0,5,3,3,3,3,4,1,0,0,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,3,1,0,21,54,4,,2,1,,,,,,,39.07350159,-76.56539917,-1,6,6,6,5,4,4,67,4,4,20,73,12,-4.51344,-3.74463,-2.88586,-3.15894,-1.284844413,-1.065986683,-0.821519971,-0.899257863,0,0,0,1,0
R_9F6lKd2qRyglNul,Default Response Set,Anonymous,,,50.111.195.158,0,03MAY16:21:28:00,03MAY16:22:09:00,1,201188,2,0,1,0,,0,,,,0,0,,0,8,1,1,1,1,4,5,5,5,3,9,,2,7,6,3,6,5,3,2,2,5,5,2,5,2,3,5,4,5,4,6,2,5,5,5,2,3,5,1,2,6,2,2,4,6,3,3,5,5,7,1,,4,,0,0,0,0,0,0,3,2,3,2,3,6,1,0,0,3,3,3,1,1,3,3,3,1,5,0,0,0,0,0,0,2,2,2,2,3,3,2,5,1,1,0,34,68,7,c,2,1,,,,,,,35.18330383,-83.43070221,-1,5,5,6,3,4,3,48,5,6,28,62,25,-4.72267,-3.73107,-3.54848,-0.478681,-1.344406077,-1.062126548,-1.010148513,-0.136266486,0,0,0,1,0
R_beWO7xmTmCguwHX,Default Response Set,Anonymous,,,66.41.207.206,0,03MAY16:21:56:00,03MAY16:22:23:00,1,201220,2,0,1,0,1,0,,,,0,0,,0,8,2,1,2,3,1,5,5,5,4,9,,5,4,3,4,6,2,4,5,4,4,3,4,4,4,4,4,3,5,4,5,4,4,4,4,2,4,3,2,4,2,4,2,2,5,3,2,6,6,6,1,,1,,0,0,0,0,0,0,2,2,2,2,2,2,1,0,0,2,1,3,2,1,2,1,1,1,3,4,4,5,3,4,4,3,3,3,3,3,4,1,5,3,2,1,24,60,4,,2,1,,,,,,,45.06480408,-92.84729767,-1,4,4,3,4,4,4,51,6,6,29,53,21,-2.43278,-1.79497,-1.79213,0.912829,-0.692541341,-0.510975481,-0.510167016,0.259855729,0,0,0,1,0
R_780Bsu8qxknQISx,Default Response Set,Anonymous,,,69.24.169.8,0,03MAY16:22:20:00,03MAY16:22:28:00,1,201243,2,0,1,0,,0,,,,0,0,,1,5,1,2,2,1,3,5,5,5,3,9,,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,6,4,5,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,2,7,,1,,0,0,0,0,0,0,3,3,3,3,3,3,1,0,0,3,3,3,3,3,3,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,4,3,24,20,4,,2,1,,,,,,,44.13079834,-94,-1,4,4,4,4,4,4,52,4,4,17,62,21,-4.2617,-4.46494,-3.44524,-1.48139,-1.213181395,-1.271037881,-0.980759103,-0.421708423,0,0,0,1,0
R_egO4nI5rjeqvdJP,Default Response Set,Anonymous,,,97.103.157.226,0,03MAY16:22:17:00,03MAY16:22:37:00,1,201240,2,0,1,0,,0,,,,0,0,,1,7,3,1,2,3,3,5,5,5,3,9,,2,3,6,2,6,1,2,3,1,7,2,3,3,5,6,6,2,3,2,6,1,2,7,2,5,7,2,1,7,4,6,2,4,4,5,5,2,3,3,7,C,5,USAA,0,0,0,0,0,0,3,1,1,3,1,7,1,0,0,3,3,3,3,1,3,2,3,1,1,7,7,7,7,7,7,5,5,5,5,5,5,2,6,1,2,1,10,43,2,,2,1,,,,,,,28.14900208,-80.65280151,-1,6,6,5,5,6,6,78,3,3,15,38,26,-3.62586,-5.08731,-3.87512,-0.666867,-1.032176336,-1.448208425,-1.103133371,-0.189837538,0,0,0,1,0
R_86ohM3YgllbpNd3,Default Response Set,Anonymous,,,73.255.147.230,0,03MAY16:22:32:00,03MAY16:22:39:00,1,201262,2,0,1,0,,0,,,,0,0,,1,8,3,2,2,2,3,5,5,4,3,9,,7,7,2,3,6,7,2,3,6,7,6,5,3,7,7,6,6,6,2,6,7,7,6,3,3,7,6,3,7,4,6,2,7,7,6,3,3,6,5,1,,1,,0,0,0,0,0,0,3,3,2,2,2,5,1,0,0,2,3,2,2,1,3,3,3,1,3,7,6,7,7,6,7,2,2,2,2,2,2,1,5,1,1,0,10,52,4,,2,1,,,,,,,27.5007019,-81.38230133,-1,5,6,5,5,6,5,79,5,5,27,87,27,-3.87303,-1.1366,-2.11364,-0.485832,-1.102538409,-0.32355679,-0.601691514,-0.138302167,0,0,0,1,0
R_3wV87xzYswnU7vD,Default Response Set,Anonymous,,,66.90.212.175,0,03MAY16:22:29:00,03MAY16:22:40:00,1,201256,2,0,1,0,,0,,,,0,0,,1,8,2,4,4,2,1,5,5,5,4,9,,7,7,7,1,1,7,4,4,4,7,7,3,3,7,7,7,7,4,4,4,7,7,4,7,1,7,7,4,7,5,7,2,7,7,7,7,7,4,4,7,H,4,,0,0,0,0,0,0,1,1,1,1,1,4,1,0,0,2,3,2,2,1,1,1,1,1,5,0,0,0,0,0,0,4,4,4,4,4,4,2,5,1,2,1,45,54,3,,1,1,,,,,,,27.73210144,-97.38469696,-1,7,4,4,5,4,1,74,1,7,20,99,17,-2.42556,0.848132,-2.13068,0.234127,-0.690486018,0.241438384,-0.606542303,0.066649112,0,0,0,1,0
R_aiaqk1eUTpa1pAx,Default Response Set,Anonymous,,,47.215.226.202,0,03MAY16:22:44:00,03MAY16:22:50:00,1,201273,2,0,1,0,,0,,,,0,0,,1,7,1,1,2,2,3,5,5,5,3,9,,7,7,6,2,6,7,2,1,7,4,7,5,2,5,7,4,7,3,1,6,7,7,6,1,5,7,7,6,6,6,7,2,7,6,1,3,5,3,5,1,,1,,0,0,0,0,0,0,1,1,1,1,1,6,1,0,0,3,2,3,2,1,2,2,3,1,1,7,7,7,7,7,7,2,1,3,2,2,3,2,6,3,1,0,3,45,4,,2,1,,,,,,,34.94769287,-111.9395981,-1,6,6,7,6,7,7,79,5,3,19,94,29,-4.11425,-4.28773,0.405016,-0.400112,-1.171206691,-1.220591375,0.115296214,-0.113900189,0,0,0,1,0
R_8tOd0eFadp29EIR,Default Response Set,Anonymous,,,68.255.237.194,0,03MAY16:22:49:00,03MAY16:22:55:00,1,201280,2,0,1,0,,0,,,,0,0,,1,6,1,1,1,1,4,5,5,5,1,9,,7,1,1,7,7,1,7,7,7,1,1,7,7,1,7,1,7,7,1,7,7,7,4,7,7,7,1,1,1,1,7,2,1,7,1,1,1,7,7,1,,4,,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,3,1,45,37,2,,2,1,,,,,,,29.90510559,-95.1678009,-1,1,1,1,1,7,1,37,7,1,29,51,26,-3.3028,-1.90993,-2.69664,3.40611,-0.940210599,-0.543701232,-0.767654569,0.969619936,0,0,0,1,0
R_8BUn6AGqgt9GfaJ,Default Response Set,Anonymous,,,108.203.173.177,0,03MAY16:23:22:00,03MAY16:23:33:00,1,201301,2,0,1,0,,0,,,,0,0,,1,7,4,2,4,2,4,5,5,5,4,9,,3,2,7,5,1,2,4,5,4,5,3,4,5,3,3,4,6,6,5,4,5,5,5,5,2,5,3,2,5,1,4,2,2,6,3,4,2,7,5,1,,2,,0,0,0,0,0,0,1,1,1,1,1,2,1,0,0,2,1,2,2,1,2,1,1,1,2,2,2,4,3,3,3,3,3,2,3,3,3,1,6,1,1,0,23,44,2,,2,1,,,,,,,42.24049377,-85.48419952,-1,3,4,3,3,3,3,48,4,6,28,55,15,-1.70131,-0.416202,-1.22,1.32747,-0.484313218,-0.118480541,-0.347298332,0.377891899,0,0,0,1,0
R_79FVc37wFw47R9H,Default Response Set,Anonymous,,,63.228.161.167,0,03MAY16:23:36:00,03MAY16:23:46:00,1,201314,2,0,1,0,,0,,,,0,1,,0,7,3,1,4,3,4,5,5,5,4,9,,6,6,5,5,6,5,2,3,5,5,6,5,3,3,5,6,6,6,4,6,6,6,6,6,2,5,3,6,5,5,5,2,5,5,6,2,5,5,5,3,,2,,0,0,0,0,0,0,2,2,2,2,2,5,1,0,0,3,3,3,1,1,3,2,3,1,3,4,3,6,3,6,6,2,2,2,2,2,2,1,1,2,1,0,16,49,3,,2,1,,,,,,,41.93699646,-91.44809723,-1,3,6,5,5,4,2,59,6,6,28,81,28,-3.88549,-4.62808,-3.67968,-0.0368279,-1.106085407,-1.31747907,-1.047497317,-0.010483826,0,0,0,1,0
R_1B2UQdS8BEH7iyV,Default Response Set,Anonymous,,,71.229.187.59,0,03MAY16:23:40:00,03MAY16:23:51:00,1,201317,2,0,1,0,1,0,,,,0,0,,0,5,3,3,3,2,5,5,5,5,3,9,,7,6,4,4,2,7,2,6,5,5,7,1,4,5,5,5,6,4,3,4,3,5,5,4,3,5,7,4,6,1,4,2,5,7,4,3,7,5,4,1,,1,,0,0,0,0,0,0,3,3,3,3,3,6,1,0,0,3,3,3,1,1,3,3,3,1,3,4,3,5,4,4,4,3,2,4,3,2,3,1,1,4,1,0,6,28,6,,2,1,,,,,,,39.73880005,-104.4083023,-1,4,6,2,4,5,4,60,5,5,23,84,13,-4.48124,-5.26965,-3.65286,-0.336442,-1.275678015,-1.500115292,-1.039862447,-0.095775201,0,0,0,1,0
R_abIWr66bpEPL9bL,Default Response Set,Anonymous,,,173.90.215.8,0,03MAY16:23:48:00,03MAY16:23:54:00,1,201327,2,0,1,0,,0,,,,0,0,,1,6,4,3,1,3,4,5,5,5,4,9,,6,6,2,1,7,5,6,1,1,6,5,4,3,5,6,6,7,6,2,7,6,6,6,2,4,6,7,3,7,1,6,2,5,6,7,1,2,5,4,3,,2,,0,0,0,0,0,0,1,1,1,1,1,4,1,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,1,1,1,1,1,4,2,3,8,2,1,39,39,4,,2,1,,,,,,,42.11529541,-80.1292038,-1,7,2,7,5,6,6,75,7,4,26,74,25,-4.08801,-3.61206,-3.61939,-0.242076,-1.16373693,-1.02824788,-1.030334517,-0.06891196,0,0,0,1,0
R_4PFHNtEUL4lLQvb,Default Response Set,Anonymous,,,24.101.135.112,0,03MAY16:23:44:00,04MAY16:00:06:00,1,201322,2,0,1,0,,0,,,,0,0,,1,8,2,1,1,2,2,5,4,5,3,9,,7,6,6,3,7,2,1,2,7,7,6,7,2,5,7,7,6,3,3,7,5,6,6,2,5,6,5,6,7,6,7,2,5,7,7,4,7,3,4,1,,2,,0,0,0,0,0,0,1,1,1,1,1,7,1,0,0,3,3,3,1,1,3,2,3,2,2,4,3,5,4,5,4,7,7,7,7,7,1,2,5,3,2,1,36,59,4,,2,1,,,,,,,41.02459717,-80.66970062,-1,5,7,6,6,5,6,81,4,3,17,88,33,-4.80705,-2.84319,-4.26959,0.189963,-1.368426596,-0.80937307,-1.215427447,0.054076912,0,0,0,1,0
R_a341CXasYNInkOx,Default Response Set,Anonymous,,,108.237.109.8,0,04MAY16:00:08:00,04MAY16:00:21:00,1,201344,2,0,1,0,,0,,,,0,0,,1,8,4,2,2,4,3,5,5,5,4,9,,3,6,4,4,3,5,3,3,5,5,6,5,3,5,6,5,7,3,3,5,6,5,3,3,4,5,3,4,6,1,4,2,5,6,6,3,4,5,5,3,,2,,0,0,0,0,0,0,2,2,2,1,1,5,1,0,0,2,3,3,3,3,3,3,3,1,3,5,2,5,5,4,4,3,3,2,2,2,4,2,5,2,1,0,26,62,3,,2,1,,,,,,,38.5776062,-90.42449951,-1,4,5,5,5,5,5,65,5,4,22,75,17,-4.3795,-1.81072,-3.08693,-1.27124,-1.246715611,-0.515459046,-0.878758722,-0.361884862,0,0,0,1,0
R_1S74eXsu5zfC17v,Default Response Set,Anonymous,,,174.97.69.13,0,04MAY16:00:36:00,04MAY16:00:48:00,1,201357,2,0,1,0,,0,,,,0,0,,1,5,2,1,1,2,3,2,5,5,2,9,,3,6,2,6,6,6,6,4,2,1,2,4,5,1,1,1,7,4,6,6,6,2,6,6,1,1,6,2,1,5,1,2,1,4,6,6,2,6,6,1,,4,,0,0,0,0,0,0,1,1,1,1,1,7,1,0,0,3,3,2,3,3,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,2,36,30,4,,2,1,,,,,,,39.11109924,-84.57460022,-1,2,2,4,3,2,2,22,2,7,25,57,27,-4.35505,-0.80156,-3.662,-0.804114,-1.239755411,-0.228180698,-1.042464338,-0.228907747,0,0,0,1,0
R_3ggedlfXcu0nGjH,Default Response Set,Anonymous,,,98.196.0.107,0,04MAY16:00:52:00,04MAY16:01:05:00,1,201364,2,0,1,0,,0,,,,0,0,,1,4,1,1,1,1,1,5,5,5,2,9,,6,4,4,6,7,5,3,5,4,4,3,7,5,4,4,4,6,5,2,7,4,3,7,4,2,5,2,1,4,5,5,2,6,6,4,2,2,5,6,1,,3,,0,0,0,0,0,0,1,1,1,1,1,5,1,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,2,2,3,2,2,3,2,6,3,3,2,45,19,5,,2,0,1,,,,,,29.96069336,-95.74089813,-1,2,5,3,3,6,4,53,6,6,28,60,33,-4.4175,-5.63348,-4.04109,0.0649892,-1.2575331,-1.603687056,-1.150380178,0.018500525,0,0,0,1,0
