V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apples,Q2_4_blueberries,Q2_4_feijoas,Q2_4_rambutan,Q2_4_loquat,Q2_4_peaches,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q3_8,Q3_8_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_iron,Q7_1_vitC,Q7_1_potassium,Q7_1_calcium,Q7_1_vitD,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q9_2_1,Q9_2_2,Q9_2_3,Q9_2_4,Q9_2_5,Q9_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_7,Q11_8,Q11_8_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seed,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_1SP06Oy8WHHWHZ3,Default Response Set,Anonymous,,,79.159.78.53,0,05MAY16:18:39:00,05MAY16:18:49:00,1,600843,2,0,1,,0,,,,,,,,1,6,1,1,1,1,1,5,5,5,3,5,,4,7,7,1,7,7,1,1,6,7,7,4,1,7,7,7,7,4,1,7,7,7,7,1,4,7,7,1,7,5,7,2,7,7,7,1,7,4,1,1,,1,,0,0,0,0,0,0,2,2,2,2,2,7,1,0,0,3,3,3,3,3,3,3,3,3,5,0,0,0,0,0,0,4,4,4,4,4,4,1,1,3,3,1,38,2,,28.09970093,-15.41340637,-1,7,7,7,7,7,7,91,7,4,20,95,30,-7.6776,-2.9517,-4.42341,-2.10466,-2.689158044,-1.03386316,-1.549344663,-0.737178724,0,0,0,1,0
R_87FLlIx8klGSwvz,Default Response Set,Anonymous,,,95.17.172.3,0,05MAY16:18:32:00,05MAY16:18:52:00,1,600829,2,0,1,,1,,,,,,,,0,6,1,1,1,2,3,5,5,5,3,5,,6,6,4,4,5,6,3,4,5,4,6,4,4,4,4,4,2,5,4,7,6,6,6,4,2,4,3,2,5,6,4,2,5,6,5,5,4,6,4,1,,1,,0,0,0,0,0,0,2,2,3,3,2,5,1,0,0,3,3,3,1,3,2,3,3,1,4,4,5,4,5,5,5,2,2,2,2,2,2,1,1,4,2,1,33,2,,37.97869873,-0.6822052,-1,4,5,4,4,4,4,54,3,6,24,72,28,-5.05141,-5.63466,-2.61066,-0.756563,-1.769308096,-1.973597383,-0.914410407,-0.26499394,0,0,0,1,0
R_5aKUqB0LoxyFZpX,Default Response Set,Anonymous,,,88.14.56.237,0,05MAY16:18:40:00,05MAY16:18:55:00,1,600845,2,0,1,,1,,,,,,,,0,5,1,3,3,3,4,5,5,5,3,5,,5,6,5,6,3,4,1,1,4,7,3,5,3,7,7,7,7,7,1,7,2,3,7,1,3,5,2,1,7,6,7,2,5,6,3,3,2,6,6,1,,1,,0,0,0,0,0,0,2,2,4,2,2,2,1,0,0,1,2,1,2,2,1,2,1,1,3,2,4,4,3,4,4,2,2,2,2,4,4,2,2,2,2,1,28,4,,43.53570557,-5.661499023,-1,2,7,7,5,7,7,82,5,5,29,58,28,-1.59485,-0.404803,-2.00417,-0.387712,-0.558612549,-0.141786397,-0.701981072,-0.135800099,0,0,0,1,0
R_cG7toGA3TSCgXlj,Default Response Set,Anonymous,,,217.216.90.72,0,05MAY16:18:28:00,05MAY16:19:00:00,1,600820,2,0,1,,0,,,,,,,,1,5,2,1,2,1,4,5,5,5,3,5,,6,6,4,4,6,4,3,4,6,6,6,5,4,4,6,6,6,6,4,6,6,6,6,4,2,6,3,3,6,6,4,2,6,6,6,6,5,6,6,1,,3,,0,0,0,0,0,0,2,2,2,2,2,4,1,0,0,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,3,3,3,3,4,4,2,1,1,1,0,21,4,,37.1882019,-3.606704712,-1,4,5,4,4,4,4,63,2,6,26,79,29,-1.01407,-0.289288,-0.359547,1.08291,-0.355188405,-0.101326085,-0.12593502,0.37930032,0,0,0,1,0
R_3pAmlP1LFSEddd3,Default Response Set,Anonymous,,,46.24.40.28,0,05MAY16:18:45:00,05MAY16:19:01:00,1,600851,2,0,1,,0,,,,,,,,1,5,1,1,1,1,3,5,5,5,1,5,,7,7,2,5,6,7,3,3,5,5,5,2,5,4,4,4,7,6,4,7,7,6,7,5,3,4,3,1,5,6,5,2,7,6,5,4,7,6,3,1,,1,,0,0,0,0,0,0,1,1,1,1,1,2,1,0,0,2,1,2,1,2,1,1,1,2,4,5,5,4,4,4,4,5,5,4,4,4,4,2,1,3,5,2,29,2,,41.65609741,-0.877304077,-1,3,5,5,3,4,3,54,4,5,24,82,28,-2.81109,2.75048,-3.2941,1.28555,-0.984613068,0.963383794,-1.153792268,0.450277056,0,0,0,1,0
R_0jRJNT6PBhF1qAJ,Default Response Set,Anonymous,,,5.225.75.204,0,05MAY16:19:00:00,05MAY16:19:07:00,1,600869,1,1,1,,0,,,,,,,,1,3,1,1,1,1,4,5,5,5,3,5,,6,5,5,4,6,5,4,4,5,5,5,5,4,4,4,4,7,7,4,7,6,5,7,4,4,4,6,1,5,5,4,2,6,7,6,1,5,6,6,1,,2,,0,0,0,0,0,0,2,2,3,3,2,4,1,0,0,2,2,2,1,1,2,2,2,1,3,7,7,7,7,7,7,1,1,1,1,1,2,2,4,4,4,1,6,2,,37.1882019,-3.606704712,-1,4,4,4,4,4,4,54,7,4,30,80,30,-6.23781,-1.66473,-0.768124,1.59025,-2.184856849,-0.583088735,-0.269043299,0.557001352,0,0,0,1,0
R_6WIe06PuxfBQgcZ,Default Response Set,Anonymous,,,88.26.226.164,0,05MAY16:19:11:00,05MAY16:19:14:00,1,600883,2,0,1,,0,,,,,,,,1,5,1,3,2,1,3,5,5,5,3,5,,2,3,6,2,3,6,3,3,3,3,4,4,2,3,3,3,3,2,2,3,3,3,2,3,2,3,5,6,3,2,3,2,2,3,6,3,5,2,3,1,,1,,0,0,0,0,0,0,3,2,2,2,3,2,1,0,0,1,1,1,2,1,2,1,2,2,2,4,3,3,3,4,4,4,3,3,4,4,3,1,1,5,3,2,31,2,,41.38879395,2.158996582,-1,6,5,5,6,6,5,54,5,6,18,60,14,-0.330851,-3.31033,-1.1903,1.36206,-0.115883952,-1.159476991,-0.416914768,0.477075467,0,0,0,1,0
R_beDGDOScOLoflXL,Default Response Set,Anonymous,,,83.49.13.50,0,05MAY16:19:12:00,05MAY16:19:26:00,1,600885,2,0,1,,0,1,,,,,,,0,4,1,1,1,1,3,5,4,5,3,5,,4,6,3,3,7,5,4,4,4,3,5,4,4,4,4,4,5,5,4,7,5,5,7,4,3,3,2,2,4,4,5,2,4,4,6,2,2,5,5,1,,1,,0,0,0,0,0,0,2,3,2,2,3,5,1,0,0,3,3,3,3,3,3,2,3,1,5,0,0,0,0,0,0,1,2,2,2,2,2,2,1,6,2,1,16,4,,28.46020508,-16.28059387,-1,5,4,4,4,4,4,52,6,5,26,62,29,-5.17821,-5.11435,-5.28148,-1.69824,-1.813721095,-1.791353476,-1.84989247,-0.594825956,0,0,0,1,0
R_80TB9KUevOtLSw5,Default Response Set,Anonymous,,,80.102.39.25,0,05MAY16:19:09:00,05MAY16:19:29:00,1,600876,2,0,1,,0,,,,,,,,1,6,1,1,1,1,5,5,5,5,3,5,,6,5,6,2,6,3,2,3,2,5,5,4,3,3,5,5,7,6,4,7,5,5,5,3,1,6,5,1,5,5,6,2,4,6,6,6,2,6,6,1,,1,,0,0,0,0,0,0,2,1,4,1,1,4,1,0,0,2,1,2,1,2,1,1,1,2,5,0,0,0,0,0,0,4,3,3,3,4,3,1,1,4,4,2,34,2,,40.41650391,-3.702606201,-1,6,6,5,5,4,5,66,2,7,27,68,27,-2.55735,1.2113,-4.87367,1.14856,-0.895738033,0.424270233,-1.70705284,0.402294905,0,0,0,1,0
R_eJ6B8YWOFz0PF2d,Default Response Set,Anonymous,,,88.5.93.44,0,05MAY16:19:22:00,05MAY16:19:40:00,1,600898,2,0,1,,0,,,,,,,,1,7,1,1,2,1,3,5,5,5,3,5,,5,6,6,1,6,7,1,7,6,7,7,4,1,6,7,7,7,6,1,5,4,5,6,1,2,7,5,3,7,2,6,2,6,6,7,1,5,6,6,1,,1,,0,0,0,0,0,0,3,2,4,3,2,4,1,0,0,2,2,2,2,2,2,3,1,1,4,6,5,5,5,6,6,2,3,4,3,3,3,1,1,4,3,1,46,2,,37.1882019,-3.606704712,-1,7,7,1,7,7,7,83,7,6,31,85,23,-5.9744,0.898711,0.740944,0.263896,-2.092594798,0.314782734,0.259523226,0.092432277,0,0,0,1,0
R_00WLHVekNHKS2yx,Default Response Set,Anonymous,,,85.155.60.197,0,05MAY16:19:23:00,05MAY16:19:40:00,1,600900,2,0,1,,0,,,,,,,,1,7,2,2,1,2,3,5,5,5,3,5,,6,7,6,1,7,6,1,1,6,7,6,6,3,7,6,7,7,3,3,6,6,7,7,2,5,7,4,4,7,6,7,2,5,6,4,3,4,6,3,1,,1,,0,0,0,0,0,0,3,2,2,2,3,4,1,0,0,2,3,2,1,2,1,2,1,1,4,6,6,6,6,6,6,2,3,3,3,2,2,2,1,3,2,1,48,2,,28.46820068,-16.2545929,-1,7,7,7,5,5,6,85,5,3,20,84,32,-6.71436,0.757212,-3.82556,0.105258,-2.351773368,0.265221259,-1.339941577,0.036867693,0,0,0,1,0
R_8IJnp9IMsUQIwW9,Default Response Set,Anonymous,,,88.10.233.115,0,05MAY16:19:37:00,05MAY16:19:49:00,1,600918,2,0,1,,0,,,,,,,,1,7,1,2,1,1,3,5,5,5,3,5,,6,7,1,4,2,6,1,3,2,5,7,2,5,4,6,6,4,6,4,5,7,4,5,5,7,6,1,2,7,4,7,2,6,4,3,2,2,7,5,1,,1,,0,0,0,0,0,0,4,2,3,3,2,2,1,0,0,2,1,3,2,2,2,1,1,1,4,3,4,4,4,3,3,1,1,1,1,1,1,1,5,5,2,1,49,4,,38.34519958,-0.481506348,-1,4,7,5,3,4,3,67,6,1,25,62,18,0.269427,-0.160252,-0.127578,-0.998105,0.094369567,-0.056129905,-0.044685501,-0.3495965,0,0,0,1,0
R_eVaDtNYG4zE215H,Default Response Set,Anonymous,,,82.158.173.15,0,05MAY16:19:46:00,05MAY16:19:53:00,1,600928,2,0,1,,0,,,,,,,,1,5,1,3,3,2,3,5,5,5,3,5,,5,5,3,4,4,5,3,4,4,5,4,4,4,4,4,4,6,6,3,6,5,5,6,4,3,5,5,2,4,4,3,2,5,5,3,3,3,6,5,1,,1,,0,0,0,0,0,0,2,2,2,2,2,4,1,0,0,3,3,3,1,1,3,3,3,1,4,4,4,4,4,3,3,3,3,2,2,2,2,2,1,3,2,1,24,5,,40.28419495,-3.7940979,-1,4,5,4,4,5,4,55,5,5,27,65,24,-4.91552,-5.48406,-5.82561,-0.420468,-1.721711231,-1.92084819,-2.040479576,-0.147273224,0,0,0,1,0
R_3slzsS5cfOQCLOd,Default Response Set,Anonymous,,,81.34.154.154,0,05MAY16:19:58:00,05MAY16:20:04:00,1,600936,2,0,1,,1,,,,,,,,0,5,1,1,1,1,1,2,5,5,1,5,,6,6,2,6,7,2,6,6,6,5,2,6,6,6,6,5,6,7,5,6,6,6,6,6,6,6,2,2,6,6,6,2,6,6,1,4,2,6,6,1,,1,,0,0,0,0,0,0,1,1,1,1,1,2,1,0,0,2,2,2,1,1,1,2,1,1,3,4,3,5,4,4,4,2,2,2,2,2,2,2,1,3,4,3,15,4,,42.6000061,-5.570297241,-1,2,2,2,2,3,2,53,4,2,25,61,31,-6.33666,-0.391945,-2.89564,1.13026,-2.219480074,-0.137282751,-1.014227571,0.395885143,0,0,0,1,0
R_6g5aGNcjpljazVr,Default Response Set,Anonymous,,,213.143.60.165,0,05MAY16:19:54:00,05MAY16:20:10:00,1,600933,0,0,1,,0,,,,,,,,1,4,2,1,1,1,3,5,5,5,3,5,,3,6,3,4,6,5,3,3,4,4,5,5,4,5,6,5,7,4,5,6,6,6,7,5,5,5,3,1,6,6,6,2,5,6,5,5,4,3,5,1,,1,,0,0,0,0,0,0,2,2,2,2,2,3,1,0,0,2,1,2,2,1,2,1,1,1,4,3,3,3,3,3,3,1,3,3,3,3,3,2,1,2,5,3,14,2,,40.41650391,-3.702606201,-1,4,5,5,4,3,3,61,3,3,18,69,30,-1.51859,-0.770799,-0.723169,1.03506,-0.531901703,-0.269980245,-0.25329735,0.362540367,0,0,0,1,0
R_eFItMooAjU5sAYJ,Default Response Set,Anonymous,,,5.83.50.213,0,05MAY16:20:11:00,05MAY16:20:19:00,1,600948,2,0,1,,0,,,,,,,,1,4,1,2,1,2,3,2,5,5,1,5,,7,5,5,2,2,3,2,3,7,6,5,3,3,5,6,7,7,7,2,5,7,5,5,3,1,7,7,1,7,6,2,2,5,7,7,1,2,7,7,1,,3,,0,0,0,0,0,0,2,2,3,2,3,2,1,0,0,1,1,1,2,1,2,1,2,1,5,0,0,0,0,0,0,3,3,3,3,3,3,1,1,2,4,1,17,3,,37.12080383,-5.453994751,-1,6,6,5,5,6,5,73,7,7,35,80,21,1.04668,-4.59696,1.21465,1.1582,0.366610392,-1.610132328,0.425443605,0.405671414,0,0,0,1,0
R_d4Nm6dapvU91gH3,Default Response Set,Anonymous,,,137.101.221.27,0,05MAY16:20:16:00,05MAY16:20:36:00,1,600950,2,0,1,,0,,,,,,,,1,4,2,1,1,2,4,5,5,5,4,5,,7,7,6,2,5,7,1,4,6,7,7,1,2,5,6,5,7,5,1,6,6,5,7,1,2,6,7,1,7,1,7,2,7,7,7,4,7,6,2,1,,1,,0,0,0,0,0,0,5,5,5,5,5,1,1,0,0,3,3,3,1,1,3,3,3,1,3,7,7,7,7,7,7,1,1,1,1,3,3,1,1,4,2,1,20,4,,40.41650391,-3.702606201,-1,6,7,4,6,7,7,80,4,6,23,94,20,-5.07318,-4.61458,-5.35197,-0.354465,-1.776933261,-1.616303914,-1.874582315,-0.124154997,0,0,0,1,0
R_e4hOJP7NTTg04oR,Default Response Set,Anonymous,,,151.182.116.51,0,05MAY16:20:50:00,05MAY16:21:01:00,1,600960,2,0,1,,1,,,,,,,,0,5,3,1,1,1,3,5,5,5,3,5,,6,6,3,3,5,6,1,2,4,5,7,3,3,5,6,6,6,6,2,4,6,5,7,3,3,5,4,3,5,2,6,2,6,7,5,3,4,6,3,1,,1,,0,0,0,0,0,0,2,2,2,2,2,6,1,0,0,3,3,3,3,1,3,2,3,1,5,0,0,0,0,0,0,1,3,3,3,3,3,1,1,5,3,2,30,3,,40.41650391,-3.702606201,-1,5,7,6,5,6,5,72,5,5,25,78,21,-5.82376,-5.12429,-4.26234,-0.847126,-2.039831595,-1.794835062,-1.492928246,-0.296714559,0,0,0,1,0
R_eKF8IsNSkkJ4xMx,Default Response Set,Anonymous,,,185.93.182.134,0,05MAY16:20:58:00,05MAY16:21:19:00,1,600963,2,0,1,,0,,,,,,,,1,5,1,1,1,1,2,5,5,5,3,5,,5,6,3,4,7,3,2,4,6,5,5,5,4,5,4,7,6,7,4,7,6,5,7,4,1,4,3,3,6,6,5,2,5,5,7,2,4,6,5,1,,3,,0,0,0,0,0,0,4,1,1,2,3,2,1,0,0,2,1,3,2,2,1,1,1,1,2,2,2,4,4,2,4,1,3,3,4,3,4,2,2,4,4,3,25,3,,40.41650391,-3.702606201,-1,4,6,4,4,4,4,62,6,7,31,72,32,-0.522661,-0.0288047,-1.35644,-0.541939,-0.183067369,-0.010089141,-0.475107005,-0.189819686,0,0,0,1,0
R_0vMJRujlJBmio0B,Default Response Set,Anonymous,,,95.20.229.7,0,05MAY16:21:53:00,05MAY16:22:05:00,1,600973,2,0,1,,0,,,,,,,,1,4,2,1,2,1,2,3,5,5,3,5,,5,7,4,2,6,7,2,3,4,5,6,5,2,6,6,6,7,4,2,6,5,6,7,5,3,6,4,3,6,3,7,2,6,7,4,3,4,5,2,1,,2,,0,0,0,0,0,0,1,1,2,1,1,7,1,0,0,3,3,3,3,1,3,2,3,1,1,7,7,7,7,7,7,1,2,2,2,2,1,1,1,6,3,2,19,5,,42.88049316,-8.545700073,-1,6,6,5,6,6,3,74,5,5,21,79,27,-4.87303,-4.56534,-4.14851,-0.895104,-1.706828674,-1.599057099,-1.453058122,-0.313519345,0,0,0,1,0
R_4N1YkzuzQQbskT3,Default Response Set,Anonymous,,,79.108.72.117,0,05MAY16:23:05:00,05MAY16:23:57:00,1,600984,2,0,1,,0,,,,,,,,1,5,1,1,2,1,4,5,5,5,4,5,,6,7,5,2,7,7,1,2,7,5,7,1,1,7,5,7,7,3,2,7,5,7,7,2,3,7,5,7,7,5,7,2,7,0,5,5,6,5,5,1,,3,,0,0,0,0,0,0,1,1,1,1,1,3,1,0,0,2,1,2,2,1,3,3,1,1,5,0,0,0,0,0,0,2,3,5,3,5,3,2,1,3,5,3,30,2,,40.41650391,-3.702606201,-1,6,7,6,7,6,6,83,3,5,21,88,27,-3.34393,-0.82819,-2.31269,-0.11511,-1.171245736,-0.290082031,-0.810043362,-0.040318457,0,0,0,1,0
R_9S8YcxagpVuY79b,Default Response Set,Anonymous,,,79.145.239.227,0,06MAY16:00:05:00,06MAY16:00:13:00,1,600995,2,0,1,,0,,,,,,,,1,6,2,1,5,2,5,5,5,5,2,5,,5,6,3,3,6,6,1,3,6,6,6,4,3,7,7,7,7,5,2,5,6,6,7,2,4,7,2,1,6,3,6,2,5,7,5,3,7,4,5,1,,4,,0,0,0,0,0,0,1,3,2,4,2,3,1,0,0,1,2,1,2,1,2,1,2,1,5,0,0,0,0,0,0,4,5,3,4,3,3,1,1,2,1,0,35,2,,40.41720581,-3.684005737,-1,5,7,5,5,6,6,80,5,4,23,78,25,-0.680352,-5.35523,3.18626,0.997876,-0.238300257,-1.875724163,1.116020203,0.349516291,0,0,0,1,0
R_eKi8hbmUidNfYt7,Default Response Set,Anonymous,,,88.1.115.187,0,06MAY16:00:29:00,06MAY16:00:50:00,1,601004,0,0,1,,0,,,,,,,,1,4,2,1,1,1,4,5,5,5,4,5,,4,5,4,3,5,6,3,3,4,5,5,5,4,5,5,6,6,5,3,6,4,3,6,4,5,6,3,2,6,6,6,2,6,6,3,2,5,6,6,6,,2,,0,0,0,0,0,0,3,3,3,3,4,2,1,0,0,2,2,2,2,1,2,1,1,1,5,0,0,0,0,0,0,4,3,3,3,4,4,2,1,5,2,1,16,2,,41.65609741,-0.877304077,-1,5,5,5,4,5,4,67,6,3,26,66,28,-2.71666,-0.344552,0.417584,0.57846,-0.951537993,-0.120682867,0.146263073,0.20261154,0,0,0,1,0
R_0ullPrIjRkgPFtz,Default Response Set,Anonymous,,,79.152.223.247,0,06MAY16:00:54:00,06MAY16:01:04:00,1,601014,2,0,1,,0,,,,,,,,1,6,2,1,4,1,4,5,5,5,4,5,,7,7,6,1,5,7,1,1,4,7,6,2,1,7,7,7,7,6,2,4,7,6,7,1,3,7,3,3,7,2,7,2,5,7,3,4,6,6,6,1,,1,,0,0,0,0,0,0,2,2,3,2,2,2,1,0,0,2,2,2,1,1,1,2,1,2,4,6,6,6,5,6,6,1,2,1,1,1,1,1,1,4,1,0,38,3,,41.38879395,2.158996582,-1,7,7,7,7,6,7,90,4,5,27,84,20,-6.76001,0.797562,-3.2963,1.38348,-2.367762748,0.27935426,-1.15456284,0.484578041,0,0,0,1,0
R_a5D13IOm0mK4AZv,Default Response Set,Anonymous,,,79.150.224.38,0,06MAY16:01:09:00,06MAY16:01:19:00,1,601022,2,0,1,,0,,,,,,,,1,5,3,3,3,1,3,1,5,5,3,5,,5,5,4,3,6,5,3,3,5,5,5,4,3,5,5,5,6,5,3,6,5,5,6,3,4,6,5,2,5,6,4,2,5,5,5,5,5,5,4,1,,1,,0,0,0,0,0,0,2,2,2,2,2,4,1,0,0,2,1,2,1,1,1,2,1,1,5,0,0,0,0,0,0,4,4,4,4,4,4,2,6,3,2,1,25,2,,37.98699951,-1.130004883,-1,5,5,5,5,5,5,65,3,4,21,72,28,-4.47637,-0.294331,-5.24893,1.16193,-1.567894446,-0.103092448,-1.838491499,0.406977885,0,0,0,1,0
R_3QPBVo5USTqEpJH,Default Response Set,Anonymous,,,212.163.144.56,0,06MAY16:01:21:00,06MAY16:01:27:00,1,601030,2,0,1,,0,,,,,,,,1,5,1,1,1,1,3,5,5,5,2,5,,7,7,7,1,6,7,1,1,7,7,7,2,1,7,7,7,7,5,1,7,7,7,7,1,1,7,7,1,7,3,7,2,7,7,7,6,7,5,3,1,,3,,0,0,0,0,0,0,2,2,4,3,2,6,1,0,0,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,1,3,2,3,2,2,1,1,7,3,2,26,2,,40.41720581,-3.684005737,-1,7,7,7,7,7,7,91,2,7,22,99,25,-5.62424,-5.84913,-5.28952,-0.0232198,-1.969947671,-2.048717697,-1.852708562,-0.008132973,0,0,0,1,0
R_0IlIq3S9Wz3QJaB,Default Response Set,Anonymous,,,46.136.65.160,0,06MAY16:01:33:00,06MAY16:01:39:00,1,601042,2,0,1,,0,,,,,,,,1,5,1,1,1,1,3,5,5,5,3,5,,5,5,3,4,6,4,3,4,4,4,4,5,4,4,5,4,5,7,4,6,4,4,7,4,1,4,4,2,4,5,4,2,4,6,4,1,4,7,7,1,,3,,0,0,0,0,0,0,2,2,3,2,2,3,1,0,0,2,1,2,2,1,2,1,1,1,4,3,3,3,3,4,3,3,3,3,2,3,3,1,1,6,4,3,21,4,,40.41650391,-3.702606201,-1,4,5,4,4,4,4,54,7,7,35,62,29,-0.232448,-0.422059,-1.1576,0.526539,-0.081417293,-0.147830488,-0.405461258,0.184425678,0,0,0,1,0
R_43cTZcGg8ZS6Kpv,Default Response Set,Anonymous,,,81.38.162.18,0,06MAY16:01:24:00,06MAY16:01:41:00,1,601033,2,0,1,,0,,,,,,,,1,7,2,3,3,4,4,5,5,5,4,5,,7,7,2,3,1,7,2,3,7,6,6,1,2,5,5,6,7,6,3,4,7,7,6,5,5,5,6,1,6,1,6,2,1,6,7,3,3,5,5,1,,1,,0,0,0,0,0,0,2,1,2,1,3,4,1,0,0,2,2,2,1,1,1,2,1,3,5,0,0,0,0,0,0,3,3,2,2,2,2,1,5,2,2,1,46,2,,41.38879395,2.158996582,-1,5,6,5,6,5,3,69,5,3,24,81,13,-6.26839,0.123871,-3.27587,0.383525,-2.195567807,0.043387087,-1.147407023,0.13433356,0,0,0,1,0
R_8iU9v10GQt0L565,Default Response Set,Anonymous,,,46.37.82.96,0,06MAY16:01:37:00,06MAY16:01:45:00,1,601048,0,0,1,,0,,,,,,,,1,8,2,1,1,2,5,5,5,5,2,5,,7,7,4,4,4,6,1,7,5,7,4,4,2,6,6,6,7,6,7,4,4,4,7,1,4,7,4,2,7,6,7,2,7,7,5,1,2,7,7,1,,3,,0,0,0,0,0,0,2,2,2,2,2,1,1,0,0,1,2,1,2,3,1,3,3,1,5,0,0,0,0,0,0,1,1,1,1,1,1,1,5,4,3,1,62,4,,37.38240051,-5.976104736,-1,4,7,1,6,1,7,72,7,4,31,75,25,0.24643,-2.38924,-0.734581,-1.41646,0.086314632,-0.836855784,-0.25729452,-0.496129624,0,0,0,1,0
R_9zNBXqXpil6N68R,Default Response Set,Anonymous,,,79.150.202.136,0,06MAY16:01:55:00,06MAY16:02:04:00,1,601064,2,0,1,,0,,,,,,,,1,5,1,1,2,1,1,5,5,5,2,5,,4,5,3,4,7,4,3,5,4,4,4,5,4,4,5,4,7,7,4,7,5,4,4,4,1,5,4,3,4,6,6,2,4,6,4,1,1,7,7,1,,2,,0,0,0,0,0,0,1,2,3,1,2,4,1,0,0,2,1,2,1,2,2,1,2,2,5,0,0,0,0,0,0,3,3,3,3,3,3,1,1,5,4,3,23,2,,37.76919556,-3.790298462,-1,4,5,3,4,4,4,56,7,7,35,62,29,-2.03786,-0.202347,-0.638691,1.53276,-0.71378134,-0.070874109,-0.223708065,0.536864891,0,0,0,1,0
R_3Wa8hJxPMJSkdj7,Default Response Set,Anonymous,,,81.47.233.3,0,06MAY16:02:06:00,06MAY16:02:17:00,1,601085,2,0,1,,0,,,,,,,,1,5,1,1,1,1,5,5,5,5,3,5,,5,5,5,3,2,5,3,2,3,3,5,1,2,4,3,5,3,4,3,5,4,5,6,3,2,6,5,3,3,3,5,2,4,5,5,2,4,5,5,1,,1,,0,0,0,0,0,0,4,4,4,4,4,5,1,0,0,3,3,3,1,1,3,3,3,1,4,6,6,6,6,6,6,3,3,2,3,4,4,2,1,4,4,3,22,5,,40.41650391,-3.702606201,-1,5,5,6,6,5,5,61,6,6,26,66,17,-6.08625,-4.34926,-5.45542,-0.277233,-2.131771406,-1.523372866,-1.910816737,-0.097103698,0,0,0,1,0
R_dmWO5rQyoe1x8cB,Default Response Set,Anonymous,,,150.214.118.99,0,06MAY16:02:10:00,06MAY16:02:17:00,1,601095,2,0,1,1,0,,,,,,,,0,5,1,1,3,1,5,5,5,5,3,5,,5,6,6,4,1,6,3,3,5,5,6,1,3,6,7,7,7,6,3,2,4,3,7,3,3,5,3,2,7,4,6,2,5,5,3,3,4,6,5,1,,1,,0,0,0,0,0,0,4,4,5,5,5,1,1,0,0,2,1,2,2,1,2,1,1,1,4,2,2,1,2,3,3,1,2,2,2,2,1,2,1,3,3,2,22,6,,37.89160156,-4.772705078,-1,4,5,5,5,5,5,72,5,5,27,70,15,-1.32556,-1.47138,-0.912088,0.723756,-0.464290968,-0.515365917,-0.319468165,0.253502953,0,0,0,1,0
R_1LL4eLk5I00CcsJ,Default Response Set,Anonymous,,,83.52.164.104,0,06MAY16:02:01:00,06MAY16:02:18:00,1,601070,2,0,1,,1,,,,,,,,0,6,1,1,1,1,3,5,5,5,3,5,,6,7,2,2,6,6,1,2,6,7,6,4,2,7,7,7,6,5,1,6,7,6,7,1,4,7,4,3,7,4,7,2,6,6,3,2,3,6,6,1,,1,,0,0,0,0,0,0,2,2,2,2,2,5,1,0,0,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,1,1,1,1,1,1,2,1,2,2,1,38,2,,42.03570557,0.126907349,-1,6,7,6,6,7,7,88,6,4,27,77,27,-4.67345,-4.9757,-6.45883,-0.0730885,-1.636923734,-1.742789893,-2.262271368,-0.025599996,0,0,0,1,0
